run_time (s),angular_position (turns),angular_velocity (turns/s),torque (Nm),linear_position (m),linear_speed (m/s)
0.013969898223876953,-9.775161743164062e-06,-0.002898269332945347,0.0,-1.5354788159988107e-06,-0.00045525908222528465
0.11395001411437988,-5.996227264404297e-05,-0.03381818160414696,0.0,-9.41885176155368e-06,-0.005312147544267679
0.21393918991088867,3.427267074584961e-05,-0.002965330146253109,0.0,5.383538531703148e-06,-0.0004657929701468557
0.31392979621887207,-5.841255187988281e-05,0.025883307680487633,0.0,-9.175422193163626e-06,0.004065740462981211
0.4139103889465332,-2.276897430419922e-05,-0.014193374663591385,0.0,-3.576542120192352e-06,-0.00222949007863931
0.5139029026031494,-5.620718002319336e-05,-0.025428853929042816,0.0,-8.829003191993163e-06,-0.003994355034634443
0.6138865947723389,-1.8477439880371094e-06,-0.005111122969537973,0.0,-2.9024294692660447e-07,-0.0008028533186347272
0.7138710021972656,-8.815526962280273e-05,0.0015944031765684485,0.0,-1.3847397371111227e-05,0.00025044826531838343
0.8138556480407715,1.4901161193847656e-05,-0.0029132000636309385,0.0,2.3406689268274555e-06,-0.00045760439591701376
0.9138474464416504,-4.51207160949707e-05,-0.00280890055000782,0.0,-7.087545510433536e-06,-0.00044122106662844484
1.0138261318206787,2.282857894897461e-05,-0.004865256138145924,0.0,3.5859047958996616e-06,-0.0007642326470715941
1.1138157844543457,-6.908178329467773e-05,-0.0010431123664602637,0.0,-1.0851341144772084e-05,-0.00016385170736701144
1.2137959003448486,-7.808208465576172e-06,-0.009596378542482853,0.0,-1.2265105176575868e-06,-0.0015073956165065428
1.3137974739074707,-5.441904067993164e-05,0.001750845811329782,0.0,-8.548122920773868e-06,0.0002750222169221052
1.413774013519287,6.67572021484375e-05,-0.02127143181860447,0.0,1.0486196792187e-05,-0.003341308696633199
1.5137684345245361,-3.331899642944336e-05,0.00280139222741127,0.0,-5.233735720386191e-06,0.00044004166207293967
1.6147546768188477,-3.159046173095703e-06,-0.044658806174993515,0.0,-4.962218124874206e-07,-0.007014988869872506
1.7147448062896729,-8.058547973632812e-05,0.029370158910751343,0.0,-1.265833755628288e-05,0.004613453773439061
1.8147861957550049,-5.960464477539062e-07,0.028230223804712296,0.0,-9.362675707309822e-08,0.004434393185703992
1.9147353172302246,-9.691715240478516e-05,0.028558049350976944,0.0,-1.522371070008577e-05,0.004485887902094196
2.014721632003784,-9.328126907348633e-05,0.03017483279109001,0.0,-1.465258748193987e-05,0.004739851650989439
2.1147210597991943,1.7881393432617188e-07,-0.024981819093227386,0.0,2.8088027121929465e-08,-0.003924134966829619
2.2147085666656494,6.467103958129883e-05,0.041335802525281906,0.0,1.0158503142431158e-05,0.006493012677183204
2.3147032260894775,7.212162017822266e-06,-0.0037029667291790247,0.0,1.1328837605844885e-06,-0.0005816606536438125
