run_time (s),angular_position (turns),angular_velocity (turns/s),torque (Nm),linear_position (m),linear_speed (m/s)
0.008896350860595703,6.103515625e-05,-0.04094717651605606,0.0036757304333150387,9.587379924285257e-06,-0.006431967446404312
0.10890412330627441,-1.52587890625e-05,-0.011860118247568607,0.0030220146290957928,-2.3968449810713143e-06,-0.0018629830178633893
0.20891380310058594,-7.62939453125e-05,-0.011621702462434769,0.0031360210850834846,-1.1984224905356572e-05,-0.001825532753909574
0.30991101264953613,-3.814697265625e-05,-0.0027182537596672773,0.004667189903557301,-5.992112452678286e-06,-0.0004269823020981777
0.4099280834197998,-0.0001068115234375,0.00022472103592008352,0.002994570415467024,-1.67779148674992e-05,3.529909777768112e-05
0.5099174976348877,-7.62939453125e-05,-0.013089476153254509,0.002153413835912943,-1.1984224905356572e-05,-0.0020560901061201574
0.6099276542663574,-3.0517578125e-05,0.010104181244969368,0.004209540784358978,-4.793689962142629e-06,0.001587161078486777
0.7099335193634033,7.62939453125e-06,0.015647413209080696,0.0010912464931607246,1.1984224905356572e-06,0.0024578899192665904
0.8099277019500732,7.62939453125e-06,-0.001451668213121593,-0.002621015068143606,1.1984224905356572e-06,-0.00022802750968963092
0.9099910259246826,3.0517578125e-05,0.030883856117725372,-0.0027585336938500404,4.793689962142629e-06,0.004851224774698511
1.0100188255310059,0.00012969970703125,0.008606620132923126,-0.003520151600241661,2.0373182339106175e-05,0.0013519247290914652
1.1100010871887207,6.103515625e-05,0.014179650694131851,-0.0017083247657865286,9.587379924285257e-06,0.0022273343225577016
1.2099933624267578,2.288818359375e-05,-0.02255169488489628,0.006218904163688421,3.5952674716069715e-06,-0.0035424119488194333
1.309983491897583,-4.57763671875e-05,-0.027983175590634346,-0.005338854622095823,-7.190534943213943e-06,-0.004395586942982504
1.4099876880645752,7.62939453125e-06,-0.002219067420810461,0.0012325989082455635,1.1984224905356572e-06,-0.00034857029535192974
1.5099806785583496,-4.57763671875e-05,-0.007643080782145262,-0.004805210046470165,-7.190534943213943e-06,-0.0012005723217990445
1.6099963188171387,-0.00012969970703125,0.005253869574517012,-0.0002078469842672348,-2.0373182339106175e-05,0.0008252759029110789
1.709989070892334,-8.392333984375e-05,0.022390194237232208,0.00260732788592577,-1.3182647395892229e-05,0.003517043486406862
1.8099818229675293,-6.866455078125e-05,0.00913559552282095,-0.0016529932618141174,-1.0785802414820914e-05,0.001435015989033105
1.9099786281585693,-4.57763671875e-05,0.01153467409312725,0.005913223139941692,-7.190534943213943e-06,0.001811862369626054
2.0109803676605225,-7.62939453125e-06,0.007213333621621132,-0.003702044952660799,-1.1984224905356572e-06,0.0011330677956788602
2.1109771728515625,-9.918212890625e-05,-0.003731562290340662,0.001430402509868145,-1.5579492376963547e-05,-0.0005861524338873463
2.2109804153442383,-0.0001220703125,-0.023490509018301964,0.005568848457187414,-1.9174759848570515e-05,-0.003689880528049112
2.3109896183013916,-0.0001678466796875,-0.0315520353615284,-0.004578884690999985,-2.6365294791784458e-05,-0.0049561821248791495
2.4109878540039062,-0.00020599365234375,0.016154034063220024,-0.0007317999843508005,-3.2357407244462743e-05,0.0025374697369425652
2.5109903812408447,-9.1552734375e-05,-0.007315301802009344,-0.0003478791913948953,-1.4381069886427886e-05,-0.0011490849199992366
2.610992908477783,-1.52587890625e-05,-0.00631691562011838,0.0006580930203199387,-2.3968449810713143e-06,-0.0009922587852755258
2.711000442504883,-8.392333984375e-05,-0.015130942687392235,0.002011083997786045,-1.3182647395892229e-05,-0.002376762919429983
2.811048746109009,2.288818359375e-05,0.011661339551210403,0.0021960418671369553,3.5952674716069715e-06,0.0018317589332549349
2.911041259765625,-0.00025177001953125,0.009843392297625542,-0.007090650964528322,-3.954794218767669e-05,0.0015461964464311378
3.011049270629883,-3.814697265625e-05,0.016101881861686707,-0.006229025311768055,-5.992112452678286e-06,0.0025292776882822852
3.1110565662384033,-9.918212890625e-05,0.0034582384396344423,-0.0034710082691162825,-1.5579492376963547e-05,0.0005432188238158697
3.2120795249938965,-0.00014495849609375,0.0021469478961080313,-0.004579190630465746,-2.2770027320177486e-05,0.0003372417869026527
3.31205415725708,-0.0001678466796875,0.022747794166207314,0.004373110830783844,-2.6365294791784458e-05,0.0035732151518964826
3.412057638168335,-0.00023651123046875,-0.00462564779445529,0.0053710793145000935,-3.715109720660537e-05,-0.0007265950564577284
3.512117624282837,-8.392333984375e-05,1.6076148313004524e-05,0.003859727643430233,-1.3182647395892229e-05,2.525235471907748e-06
3.612119197845459,-0.0001220703125,0.024602998048067093,-0.008315116167068481,-1.9174759848570515e-05,0.0038646298962045802
3.712125539779663,-0.00016021728515625,-0.015689747408032417,-0.0035434477031230927,-2.5166872301248804e-05,-0.0024645397596877072
3.812131404876709,-0.00016021728515625,-0.01065315306186676,0.00323324091732502,-2.5166872301248804e-05,-0.0016733933698364113
3.912127733230591,-2.288818359375e-05,-0.010422185063362122,0.004414276219904423,-3.5952674716069715e-06,-0.0016371130014705857
