run_time (s),angular_position (turns),angular_velocity (turns/s),torque (Nm),linear_position (m),linear_speed (m/s)
0.008966445922851562,-6.103515625e-05,-0.011239556595683098,0.0,-9.587379924285257e-06,-0.0017655054215302364
0.10897684097290039,-9.918212890625e-05,0.003855312941595912,0.0,-1.5579492376963547e-05,0.0006055911407303687
0.2089545726776123,-8.392333984375e-05,0.026996809989213943,0.0,-1.3182647395892229e-05,0.004240648996623703
0.30896449089050293,-6.866455078125e-05,-0.004437189549207687,0.0,-1.0785802414820914e-05,-0.0006969921045188139
0.40896058082580566,-0.0001068115234375,-0.01664869114756584,0.0,-1.67779148674992e-05,-0.0026151702900539136
0.5089571475982666,-1.52587890625e-05,-0.017810983583331108,0.0,-2.3968449810713143e-06,-0.002797742758930071
0.6089625358581543,-2.288818359375e-05,-0.013973934575915337,0.0,-3.5952674716069715e-06,-0.002195020510272001
0.7089793682098389,-5.340576171875e-05,0.00047273689415305853,0.0,-8.3889574337496e-06,7.425733768760522e-05
0.8089690208435059,-9.918212890625e-05,0.016565995290875435,0.0,-1.5579492376963547e-05,0.002602180455260869
0.908973217010498,-7.62939453125e-06,0.00820644199848175,0.0,-1.1984224905356572e-06,0.0012890648947270506
1.0089731216430664,-8.392333984375e-05,-0.014026089571416378,0.0,-1.3182647395892229e-05,-0.0022032129978077053
1.1089839935302734,-6.103515625e-05,-0.008169927634298801,0.0,-9.587379924285257e-06,-0.0012833292318136678
1.2099800109863281,-7.62939453125e-05,0.009070714004337788,0.0,-1.1984224905356572e-05,0.0014248244239420825
1.3099842071533203,-0.00011444091796875,0.0018361981492489576,0.0,-1.7976337358034857e-05,0.000288429330810785
1.40999174118042,-1.52587890625e-05,0.010523580014705658,0.0,-2.3968449810713143e-06,0.0016530400831831831
1.509995698928833,-8.392333984375e-05,0.008064891211688519,0.0,-1.3182647395892229e-05,0.0012668301491320767
1.609999179840088,-6.103515625e-05,-0.009987867437303066,0.0,-9.587379924285257e-06,-0.0015688905483030016
1.7100067138671875,-9.918212890625e-05,0.011536861769855022,0.0,-1.5579492376963547e-05,0.001812206009082874
1.8100101947784424,-8.392333984375e-05,0.032085567712783813,0.0,-1.3182647395892229e-05,0.005039989190636975
1.9100191593170166,-6.103515625e-05,-0.007320553530007601,0.0,-9.587379924285257e-06,-0.0011499098595041354
