Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],x ArUco [m],y ArUco [m],z ArUco [m],roll ArUco [deg],pitch ArUco [deg],yaw ArUco [deg]
19.025,-0.0,0.016,0.006,-0.0,0.002,31.949,0.563,-0.0,0.0,0.0,0.0,,,,,,
19.117,0.0,0.028,0.011,0.0,0.004,31.913,0.145,0.0,0.0,0.0,0.0,,,,,,
19.206,0.0,-0.013,0.016,0.0,-0.002,31.872,0.52,0.0,0.0,0.0,0.0,,,,,,
19.306,0.0,0.038,0.012,0.0,0.005,31.888,0.305,0.0,0.0,0.0,0.0,,,,,,
19.43,0.0,0.022,0.015,0.0,0.003,31.915,0.315,0.0,0.0,0.0,0.0,,,,,,
19.539,0.0,0.002,0.008,0.0,0.0,31.91,0.578,0.0,0.0,0.0,0.0,,,,,,
19.651,0.0,-0.011,0.006,0.0,-0.001,31.892,0.571,0.0,0.0,0.0,0.0,,,,,,
19.759,0.0,0.041,0.016,0.0,0.005,31.906,0.365,0.0,0.0,0.0,0.0,,,,,,
19.871,0.0,-0.007,0.014,0.0,-0.001,31.885,0.018,0.0,0.0,0.0,0.0,,,,,,
19.982,0.0,0.044,0.014,0.0,0.006,31.899,0.554,0.0,0.0,0.0,0.0,,,,,,
20.089,0.0,0.013,0.014,0.0,0.002,31.888,0.41,0.0,0.0,0.0,0.0,,,,,,
20.196,0.0,0.005,0.012,0.0,0.001,31.872,0.186,0.0,0.0,0.0,0.0,,,,,,
20.299,0.0,-0.011,0.017,0.0,-0.001,31.874,0.233,0.0,0.0,0.0,0.0,,,,,,
20.403,0.0,-0.011,0.007,0.0,-0.001,31.874,0.52,0.0,0.0,0.0,0.0,,,,,,
20.504,0.0,0.0,0.01,0.0,0.0,31.876,0.45,0.0,0.0,0.0,0.0,,,,,,
20.606,-0.0,0.032,0.013,-0.0,0.004,31.872,0.673,-0.0,0.0,0.0,0.0,,,,,,
20.717,0.0,-0.009,0.008,0.0,-0.001,31.878,0.579,0.0,0.0,0.0,0.0,,,,,,
20.82,0.0,0.013,0.016,0.0,0.002,31.878,0.477,48.599,0.0,0.0,0.992,,,,,,
20.925,-0.0,0.053,0.005,-0.0,0.007,31.862,0.391,48.599,0.0,0.0,1.0,,,,,,
21.02,0.167,4.178,-0.26,0.021,0.532,31.739,-12.249,48.599,0.0,0.0,1.0,,,,,,
21.113,0.842,8.49,-0.248,0.107,1.08,31.652,-8.701,48.599,0.0,0.0,1.0,,,,,,
21.216,1.711,8.577,-0.021,0.218,1.091,31.824,-0.449,48.599,0.0,0.0,1.0,,,,,,
21.315,2.541,8.537,0.013,0.323,1.086,31.858,0.111,48.599,0.0,0.0,1.0,,,,,,
21.416,3.304,7.469,-0.085,0.42,0.95,31.817,-5.327,48.599,0.0,0.0,1.0,,,,,,
21.515,4.087,7.931,-0.037,0.52,1.009,31.828,-2.514,48.599,0.0,0.0,1.0,,,,,,
21.615,4.874,7.848,-0.044,0.62,0.998,31.826,-2.021,48.599,0.0,0.0,1.0,,,,,,
21.711,5.663,7.652,-0.041,0.721,0.974,31.842,-3.114,48.599,0.0,0.0,1.0,,,,,,
21.811,6.438,7.881,-0.059,0.819,1.003,31.826,-1.753,48.599,0.0,0.0,1.0,,,,,,
21.916,7.228,7.681,-0.07,0.92,0.977,31.828,-3.265,48.599,0.0,0.0,1.0,,,,,,
22.015,8.014,7.826,-0.065,1.02,0.996,31.812,-2.489,48.599,0.0,0.0,1.0,,,,,,
22.11,8.798,7.666,-0.085,1.119,0.975,31.842,-2.77,48.599,0.0,0.0,1.0,,,,,,
22.214,9.583,8.109,-0.006,1.219,1.032,31.828,-1.407,48.599,0.0,0.0,1.0,,,,,,
22.314,10.361,7.748,-0.07,1.318,0.986,31.808,-2.709,48.599,0.0,0.0,1.0,,,,,,
22.418,11.159,7.829,-0.04,1.42,0.996,31.826,-2.365,48.599,0.0,0.0,1.0,,,,,,
22.515,11.941,7.88,-0.049,1.519,1.003,31.821,-2.588,48.599,0.0,0.0,1.0,,,,,,
22.615,12.727,7.721,-0.072,1.619,0.982,31.808,-3.564,48.599,0.0,0.0,1.0,,,,,,
22.713,13.507,8.442,-0.008,1.719,1.074,31.847,-0.543,48.599,0.0,0.0,1.0,,,,,,
22.815,14.292,7.507,-0.105,1.818,0.955,31.799,-2.46,48.599,0.0,0.0,1.0,,,,,,
22.915,15.077,7.737,-0.067,1.918,0.984,31.803,-0.979,48.599,0.0,0.0,1.0,,,,,,
23.014,15.86,7.838,-0.047,2.018,0.997,31.803,-1.569,48.599,0.0,0.0,1.0,,,,,,
23.114,16.649,7.831,-0.068,2.118,0.996,31.824,-1.734,48.599,0.0,0.0,1.0,,,,,,
23.213,17.425,7.815,-0.043,2.217,0.994,31.805,-2.22,48.599,0.0,0.0,1.0,,,,,,
23.315,18.215,7.474,-0.075,2.318,0.951,31.799,-2.826,48.599,0.0,0.0,1.0,,,,,,
23.413,18.998,7.872,-0.04,2.417,1.002,31.803,-2.414,48.599,0.0,0.0,1.0,,,,,,
23.515,19.783,7.836,-0.038,2.517,0.997,31.831,-3.182,48.599,0.0,0.0,1.0,,,,,,
23.61,20.567,8.178,-0.014,2.617,1.041,31.853,-0.127,48.599,0.0,0.0,1.0,,,,,,
23.714,21.346,7.595,-0.123,2.716,0.966,31.808,-3.43,48.599,0.0,0.0,1.0,,,,,,
23.815,22.134,7.955,-0.042,2.816,1.012,31.833,-2.1,48.599,0.0,0.0,1.0,,,,,,
23.912,22.916,7.86,-0.071,2.916,1.0,31.824,-3.223,48.599,0.0,0.0,1.0,,,,,,
24.012,23.703,7.728,-0.09,3.016,0.983,31.803,-3.114,48.599,0.0,0.0,1.0,,,,,,
24.111,24.481,8.253,-0.039,3.115,1.05,31.817,-0.064,48.599,0.0,0.0,1.0,,,,,,
24.214,25.268,7.43,-0.133,3.215,0.945,31.799,-3.564,48.599,0.0,0.0,1.0,,,,,,
24.314,26.06,7.874,-0.059,3.316,1.002,31.801,-2.302,48.599,0.0,0.0,1.0,,,,,,
24.414,26.845,7.722,-0.093,3.416,0.983,31.803,-2.104,48.599,0.0,0.0,1.0,,,,,,
24.512,27.632,7.798,-0.059,3.516,0.992,31.831,-2.239,48.599,0.0,0.0,1.0,,,,,,
24.614,28.408,7.669,-0.088,3.615,0.976,31.767,-1.799,48.599,0.0,0.0,1.0,,,,,,
