Timestamp [s],Wind 3D norm [m/s],Wind 2D norm [m/s],Horizontal wind direction [°],Vertical wind direction [°],U Vector [m/s],V Vector [m/s],W Vector [m/s],Temperature [°C],Speed of sound [m/s],Humidity [%],Dew point [°C],Pressure [hPa],Air density [kg/cm³],Pitch [°],Roll [°],Heading [°],TrueHead [°]
126.841,3.517,3.507,307.812,4.28,2.771,-2.15,0.262,14.719,341.381,80.139,11.334,977.25,1.17396355,5.38,-5.921,303.208,303.208
126.941,4.412,4.403,305.954,3.646,3.564,-2.585,0.281,14.372,341.175,81.942,11.331,977.249,1.1753813,-1.743,-3.663,301.337,301.337
127.041,4.059,4.057,313.52,1.891,2.942,-2.794,0.134,14.177,341.058,82.891,11.314,977.247,1.17618477,0.097,1.299,300.881,300.881
127.141,3.59,3.584,337.218,3.475,1.388,-3.304,0.218,14.331,341.15,82.024,11.306,977.237,1.17554212,-0.928,-1.51,301.366,301.366
127.242,3.208,3.2,2.137,-3.935,-0.119,-3.198,-0.22,14.811,341.433,79.481,11.298,977.25,1.17360401,4.175,-3.676,301.869,301.869
127.342,3.25,3.25,355.568,0.0,0.251,-3.241,0.0,14.762,341.407,79.911,11.332,977.215,1.17374659,13.91,-1.041,302.661,302.661
127.442,3.628,3.622,333.052,3.365,1.642,-3.229,0.213,14.583,341.3,80.844,11.333,977.227,1.17449248,-1.425,5.699,301.24,301.24
127.542,4.689,4.664,321.917,5.995,2.877,-3.671,0.49,14.512,341.257,81.112,11.314,977.212,1.17477119,0.628,-5.091,302.872,302.872
127.642,4.878,4.831,318.56,7.977,3.197,-3.621,0.677,14.238,341.095,82.589,11.318,977.201,1.17587698,-7.949,-8.031,299.566,299.566
127.742,3.875,3.875,323.208,0.978,2.321,-3.103,0.066,14.05,340.983,83.553,11.31,977.2,1.17664945,-37.929,-3.538,287.959,287.959
127.842,2.684,2.684,348.594,0.375,0.531,-2.631,0.018,14.579,341.297,80.763,11.314,977.205,1.17449057,0.773,0.241,301.175,301.175
127.942,2.323,2.276,359.887,-11.518,0.004,-2.276,-0.464,14.791,341.423,79.685,11.318,977.223,1.17364311,19.146,-6.392,304.867,304.867
128.042,2.914,2.91,352.565,2.691,0.377,-2.886,0.137,14.863,341.468,79.491,11.351,977.227,1.17334163,1.16,-11.373,302.948,302.948
128.142,4.003,4.0,326.603,2.479,2.202,-3.339,0.173,14.962,341.525,78.871,11.33,977.207,1.1729219,-3.845,-9.872,301.314,301.314
128.242,4.675,4.661,320.685,4.471,2.953,-3.606,0.364,14.199,341.072,82.836,11.325,977.188,1.17601788,-4.34,-5.122,301.397,301.397
128.342,4.317,4.317,324.568,0.209,2.503,-3.518,0.016,13.939,340.918,84.245,11.325,977.19,1.17708588,8.193,-6.421,303.395,303.395
128.442,4.386,4.386,351.602,0.0,0.641,-4.339,0.0,14.462,341.229,81.483,11.334,977.183,1.17493331,16.507,-9.786,305.991,305.991
128.543,4.926,4.919,0.484,3.101,-0.042,-4.919,0.266,14.877,341.474,79.285,11.325,977.162,1.17321861,20.201,-7.66,303.691,303.691
128.643,4.475,4.44,358.874,7.155,0.087,-4.44,0.557,15.1,341.608,78.263,11.346,977.163,1.17230403,12.406,1.389,301.428,301.428
128.743,4.863,4.811,347.851,8.432,1.012,-4.703,0.713,14.834,341.449,79.542,11.332,977.155,1.17338085,25.918,-5.677,303.857,303.857
128.843,5.528,5.491,334.026,6.639,2.405,-4.936,0.639,14.584,341.302,80.882,11.341,977.148,1.17438924,4.04,-9.839,302.899,302.899
128.943,4.804,4.789,329.194,4.53,2.453,-4.113,0.379,14.319,341.143,82.132,11.314,977.159,1.17549574,-19.984,-9.399,294.651,294.651
129.043,5.322,5.278,337.85,7.396,1.99,-4.888,0.685,14.297,341.13,82.246,11.314,977.155,1.17557967,-9.823,-10.193,299.029,299.029
129.143,4.038,4.038,355.341,0.0,0.328,-4.024,0.0,14.425,341.207,81.635,11.327,977.148,1.17504168,1.861,-10.855,303.958,303.958
129.243,4.998,4.981,1.845,4.763,-0.16,-4.979,0.415,14.792,341.426,79.969,11.372,977.138,1.17351782,-17.606,-8.39,295.789,295.789
129.343,3.02,3.008,358.817,5.267,0.062,-3.007,0.277,14.81,341.435,79.633,11.327,977.147,1.17347252,-39.033,-9.942,284.635,284.635
129.443,2.853,2.799,313.693,11.098,2.024,-1.934,0.549,14.624,341.325,80.619,11.331,977.148,1.17423093,-21.093,-15.08,294.036,294.036
129.543,4.142,4.118,313.955,6.171,2.964,-2.858,0.445,14.127,341.029,83.136,11.31,977.132,1.1762507,26.546,-11.692,307.176,307.176
129.643,5.154,5.154,324.764,0.0,2.974,-4.21,0.0,13.947,340.921,84.063,11.301,977.157,1.17701936,43.527,-7.956,302.54,302.54
129.743,5.069,5.069,334.631,0.736,2.172,-4.58,0.065,14.186,341.064,82.839,11.314,977.121,1.17599308,11.018,-13.665,305.792,305.792
129.843,4.762,4.762,350.545,0.634,0.782,-4.697,0.053,14.559,341.287,80.993,11.338,977.116,1.17445099,8.791,-16.867,306.733,306.733
129.943,4.487,4.487,356.971,0.0,0.237,-4.481,0.0,14.449,341.22,81.468,11.318,977.125,1.17492259,11.664,-18.247,306.387,306.387
130.043,4.52,4.52,346.785,0.0,1.033,-4.401,0.0,14.563,341.289,80.992,11.341,977.101,1.17441857,-0.691,-9.522,301.418,301.418
130.144,5.314,5.293,327.632,5.089,2.834,-4.471,0.471,14.467,341.232,81.481,11.338,977.089,1.17479873,-1.034,-9.801,300.86,300.86
130.244,6.43,6.399,328.426,5.605,3.351,-5.452,0.628,14.255,341.106,82.578,11.333,977.09,1.17566717,-5.993,-12.385,300.795,300.795
130.344,5.127,5.127,329.871,0.466,2.574,-4.434,0.042,14.035,340.974,83.613,11.306,977.09,1.17657661,-13.56,-12.936,298.853,298.853
130.444,4.507,4.503,347.906,2.577,0.943,-4.403,0.203,14.429,341.209,81.632,11.33,977.063,1.17492247,-9.849,-7.778,299.001,299.001
130.544,4.088,4.088,356.802,0.0,0.228,-4.082,0.0,14.634,341.332,80.665,11.35,977.076,1.17409384,7.781,-7.599,303.193,303.193
130.644,4.075,4.075,346.455,0.57,0.954,-3.962,0.041,14.693,341.366,80.252,11.33,977.098,1.17388701,-5.614,-12.371,301.332,301.332
130.744,4.907,4.903,329.036,2.38,2.523,-4.204,0.204,14.767,341.409,79.825,11.321,977.09,1.17357862,2.705,-7.886,302.174,302.174
130.844,6.965,6.892,322.646,8.31,4.182,-5.479,1.007,14.441,341.215,81.508,11.318,977.074,1.17489243,12.64,-3.893,302.533,302.533
130.944,6.146,6.142,320.916,1.951,3.872,-4.768,0.209,14.013,340.963,83.907,11.338,977.071,1.17662942,-9.67,-1.097,299.032,299.032
131.044,5.466,5.466,329.176,0.0,2.801,-4.694,0.0,14.179,341.061,82.989,11.334,977.066,1.17594898,-13.483,-5.616,297.473,297.473
131.144,4.568,4.568,341.713,0.579,1.433,-4.337,0.046,14.531,341.269,80.988,11.31,977.056,1.17450488,-24.926,-5.856,292.992,292.992
131.244,5.342,5.342,337.262,0.0,2.065,-4.927,0.0,14.577,341.296,80.792,11.318,977.064,1.1743232,40.341,-0.577,301.029,301.029
131.344,5.442,5.442,333.457,0.0,2.432,-4.869,0.0,14.736,341.39,79.99,11.322,977.044,1.17365289,28.121,-1.963,303.536,303.536
131.444,6.816,6.782,325.917,5.753,3.8,-5.617,0.683,14.53,341.27,81.189,11.346,977.034,1.17446804,-5.059,-5.078,301.531,301.531
131.545,6.658,6.596,323.916,7.845,3.885,-5.331,0.909,14.07,340.994,83.399,11.301,977.024,1.17635727,-4.418,-4.778,300.749,300.749
131.645,5.591,5.587,326.645,2.178,3.072,-4.667,0.212,13.892,340.89,84.46,11.318,977.051,1.17710996,-10.298,-1.487,298.522,298.522
131.745,4.883,4.883,338.455,-0.639,1.793,-4.542,-0.054,14.242,341.097,82.543,11.314,977.05,1.17567873,-18.089,-2.326,297.86,297.86
131.845,3.957,3.956,354.285,0.839,0.394,-3.937,0.058,14.704,341.371,80.051,11.303,977.026,1.17376626,8.019,-5.388,302.954,302.954
131.945,4.079,4.079,351.565,0.435,0.598,-4.035,0.031,14.598,341.31,80.784,11.337,977.032,1.17419243,3.526,-0.779,301.967,301.967
132.045,4.42,4.415,333.632,2.809,1.961,-3.955,0.217,14.73,341.388,80.061,11.33,977.043,1.17367029,2.532,-1.725,302.911,302.911
132.145,5.827,5.78,329.579,7.345,2.926,-4.984,0.745,14.244,341.099,82.57,11.321,977.014,1.17562354,0.781,-1.78,301.95,301.95
132.245,5.483,5.465,329.938,4.644,2.738,-4.73,0.444,14.129,341.031,83.187,11.321,977.02,1.17610073,-1.781,-4.716,302.375,302.375
132.345,4.909,4.89,343.42,5.074,1.395,-4.687,0.434,14.31,341.139,82.238,11.325,977.005,1.17533982,8.116,-0.572,302.118,302.118
132.445,4.296,4.296,353.533,0.0,0.484,-4.269,0.0,14.616,341.319,80.592,11.318,977.028,1.17412162,13.353,-0.713,303.488,303.488
132.545,4.31,4.31,353.233,-0.287,0.508,-4.28,-0.022,14.663,341.348,80.406,11.33,977.006,1.17389798,-3.357,-3.521,301.401,301.401
132.645,4.121,4.121,350.527,0.0,0.678,-4.065,0.0,14.937,341.51,79.001,11.33,976.992,1.17276645,-30.452,-5.629,291.104,291.104
132.745,4.115,4.038,322.288,11.046,2.47,-3.195,0.788,14.797,341.428,79.798,11.345,976.979,1.17331672,-25.651,-4.885,294.077,294.077
132.845,4.204,4.117,315.677,11.658,2.877,-2.945,0.849,14.242,341.098,82.646,11.333,976.987,1.17559457,-19.996,-5.297,295.827,295.827
132.945,4.08,4.071,312.633,3.749,2.995,-2.758,0.267,13.928,340.911,84.242,11.314,976.995,1.17689896,-19.517,-6.643,295.924,295.924
133.046,2.722,2.722,338.406,0.0,1.002,-2.531,0.0,14.359,341.168,82.067,11.341,977.0,1.17512929,-21.126,-6.198,295.437,295.437
133.146,2.691,2.683,21.956,-4.346,-1.003,-2.489,-0.204,14.77,341.411,79.793,11.318,977.023,1.17348671,-20.003,-8.633,294.365,294.365
133.246,2.04,1.922,31.524,-19.57,-1.005,-1.638,-0.683,14.935,341.509,79.012,11.33,977.047,1.17284119,-24.211,-11.4,292.818,292.818
133.346,1.114,1.106,251.395,6.684,1.049,0.353,0.13,14.954,341.521,78.973,11.341,977.022,1.17272675,-20.613,-12.538,293.776,293.776
133.446,3.145,3.145,278.864,0.0,3.108,-0.485,0.0,14.64,341.334,80.504,11.326,977.021,1.17401147,-23.736,-13.54,292.815,292.815
133.546,4.061,4.061,285.025,0.0,3.923,-1.053,0.0,13.896,340.891,84.369,11.306,977.047,1.17709553,-17.686,-18.313,294.043,294.043
133.646,2.107,2.069,296.375,10.997,1.853,-0.919,0.402,13.739,340.799,85.305,11.318,977.069,1.17776036,-18.161,-16.002,295.066,295.066
133.746,0.149,0.149,34.68,0.0,-0.085,-0.122,0.0,14.618,341.323,80.747,11.35,977.043,1.17411768,-1.134,-14.623,302.75,302.75
133.846,2.154,2.113,78.219,-11.171,-2.068,-0.431,-0.417,14.937,341.51,78.977,11.325,977.056,1.17284453,1.873,-16.793,304.015,304.015
133.946,0.85,0.519,232.981,-52.344,0.415,0.313,-0.673,14.932,341.508,79.024,11.33,977.056,1.17286122,0.0,-14.11,302.345,302.345
134.046,2.484,2.467,254.316,-6.724,2.375,0.667,-0.291,14.864,341.466,79.29,11.314,977.053,1.17314291,2.631,-13.162,302.867,302.867
134.146,3.319,3.319,281.447,0.0,3.253,-0.659,0.0,14.301,341.133,82.264,11.321,977.05,1.17543244,2.064,-11.48,302.875,302.875
134.246,3.711,3.711,292.956,0.486,3.417,-1.447,0.032,13.816,340.845,84.945,11.33,977.042,1.17741024,3.755,-14.232,304.284,304.284
134.346,2.189,2.184,297.929,3.675,1.93,-1.023,0.14,14.335,341.154,82.149,11.333,977.032,1.17526782,4.281,-14.835,303.85,303.85
134.446,0.687,0.6,79.255,-29.052,-0.59,-0.112,-0.333,14.964,341.526,78.862,11.33,977.039,1.17271125,2.796,-9.567,301.585,301.585
134.547,1.158,0.953,62.359,-34.621,-0.844,-0.442,-0.658,15.02,341.559,78.558,11.325,977.032,1.17247903,2.997,-8.616,302.643,302.643
134.647,1.186,1.152,223.65,-13.784,0.795,0.834,-0.283,15.101,341.607,78.09,11.314,977.021,1.17213953,2.758,-10.78,303.598,303.598
134.747,3.108,3.107,272.794,0.412,3.104,-0.151,0.022,14.741,341.393,79.877,11.306,977.024,1.17361283,3.563,-15.157,303.994,303.994
134.847,3.774,3.771,286.867,2.312,3.608,-1.094,0.152,14.063,340.992,83.633,11.337,977.038,1.17638838,1.398,-11.114,302.217,302.217
134.947,3.266,3.192,295.224,12.268,2.887,-1.36,0.694,14.039,340.977,83.658,11.318,977.059,1.1765182,6.204,-9.357,302.961,302.961
135.047,1.463,1.462,45.27,-2.653,-1.039,-1.029,-0.068,14.983,341.537,78.744,11.325,977.058,1.17265999,-1.955,-9.188,301.421,301.421
135.147,2.141,2.138,65.17,2.916,-1.94,-0.898,0.109,15.188,341.659,77.752,11.333,977.067,1.17183495,1.905,-9.382,303.038,303.038
135.247,0.897,0.074,240.882,-85.262,0.065,0.036,-0.894,14.964,341.526,78.883,11.333,977.056,1.1727339,0.939,-5.497,301.195,301.195
135.347,2.343,2.334,240.85,-4.998,2.038,1.137,-0.204,14.887,341.48,79.15,11.31,977.075,1.17307687,-0.085,-4.535,301.578,301.578
135.447,2.921,2.916,260.844,3.47,2.879,0.464,0.177,14.208,341.077,82.764,11.322,977.055,1.17582047,2.524,-4.694,302.371,302.371
135.547,2.224,2.224,281.626,0.987,2.178,-0.448,0.038,13.61,340.722,85.966,11.309,977.055,1.17827559,1.023,-2.405,302.648,302.648
135.647,0.337,0.303,271.061,-26.055,0.303,-0.006,-0.148,14.1,341.013,83.326,11.318,977.052,1.17625868,2.363,-1.382,301.92,301.92
135.747,1.486,1.329,109.402,-26.513,-1.254,0.442,-0.663,14.78,341.416,79.722,11.314,977.044,1.17347515,2.496,-4.662,302.23,302.23
135.847,0.627,0.625,86.437,4.724,-0.624,-0.039,0.052,14.954,341.52,78.871,11.321,977.037,1.17275488,3.409,-7.058,303.106,303.106
135.948,1.68,1.676,237.892,-4.318,1.419,0.891,-0.127,15.023,341.56,78.453,11.309,977.036,1.17247689,3.356,-6.424,302.92,302.92
136.048,2.846,2.844,258.754,2.019,2.789,0.555,0.1,14.794,341.425,79.671,11.318,977.057,1.17343199,2.559,-4.838,302.385,302.385
136.148,3.72,3.72,281.338,0.0,3.647,-0.731,0.0,14.022,340.967,83.77,11.321,977.046,1.17657351,2.29,-7.335,301.287,301.287
136.248,3.58,3.578,291.433,1.966,3.331,-1.307,0.123,13.743,340.803,85.411,11.341,977.05,1.17771173,3.86,-10.98,303.833,303.833
136.348,1.048,1.043,348.743,5.553,0.204,-1.023,0.101,14.741,341.392,79.88,11.306,977.035,1.17362821,1.078,-10.762,302.54,302.54
136.448,1.757,1.754,57.531,-3.032,-1.48,-0.942,-0.093,15.145,341.631,77.736,11.288,977.049,1.17200565,0.315,-8.271,302.369,302.369
136.548,0.389,0.389,331.013,-2.24,0.188,-0.34,-0.015,14.993,341.542,78.604,11.309,977.051,1.17261612,0.821,-8.452,301.478,301.478
136.648,2.919,2.911,247.447,-4.143,2.689,1.117,-0.211,14.983,341.536,78.621,11.301,977.061,1.17267406,-0.077,-10.449,302.374,302.374
136.748,3.4,3.4,269.271,0.0,3.399,0.043,0.0,14.42,341.203,81.572,11.31,977.067,1.17497206,0.53,-9.477,301.897,301.897
136.848,3.934,3.934,282.218,0.0,3.845,-0.833,0.0,13.738,340.798,85.309,11.318,977.069,1.1777643,1.145,-7.022,301.81,301.81
136.948,2.531,2.526,296.545,3.793,2.259,-1.129,0.167,13.929,340.913,84.362,11.337,977.055,1.17695689,1.259,-8.204,301.912,301.912
137.048,0.808,0.614,98.754,-40.534,-0.607,0.093,-0.525,14.881,341.475,79.137,11.301,977.051,1.17307651,1.773,-8.469,301.851,301.851
137.148,0.646,0.457,87.089,-44.957,-0.457,-0.023,-0.457,14.854,341.46,79.343,11.314,977.05,1.17318141,2.614,-7.48,302.395,302.395
137.248,2.287,1.847,237.221,-36.12,1.553,1.0,-1.348,14.734,341.389,79.96,11.314,977.05,1.17367101,2.78,-5.914,301.873,301.873
137.348,3.205,3.205,261.301,0.32,3.168,0.485,0.018,14.531,341.268,80.946,11.301,977.046,1.1744982,2.703,-7.449,302.251,302.251
137.449,4.121,4.121,281.907,0.0,4.033,-0.85,0.0,13.793,340.83,84.939,11.306,977.05,1.17752123,2.415,-8.616,302.516,302.516
137.549,3.428,3.426,290.482,1.976,3.21,-1.199,0.118,13.535,340.678,86.445,11.318,977.039,1.17856228,2.381,-7.659,301.65,301.65
137.649,1.338,1.311,303.068,11.571,1.098,-0.715,0.268,14.494,341.247,81.232,11.318,977.046,1.17464352,1.942,-7.588,302.282,302.282
137.749,1.11,0.975,108.629,-28.543,-0.924,0.312,-0.53,14.868,341.469,79.29,11.318,977.049,1.17311859,1.368,-9.755,302.284,302.284
137.849,0.662,0.436,224.265,-48.861,0.304,0.312,-0.499,14.815,341.438,79.563,11.318,977.04,1.17332411,1.43,-10.548,301.68,301.68
137.949,2.886,2.855,246.567,-8.395,2.619,1.135,-0.421,14.817,341.438,79.555,11.318,977.06,1.17334139,1.119,-8.466,302.43,302.43
138.049,3.623,3.622,268.715,1.097,3.621,0.081,0.069,14.359,341.166,81.848,11.301,977.058,1.17521262,0.933,-9.094,302.152,302.152
138.149,3.989,3.988,286.906,0.792,3.816,-1.16,0.055,13.71,340.781,85.442,11.314,977.055,1.17786562,0.824,-10.648,302.149,302.149
138.249,2.437,2.417,296.138,-7.513,2.169,-1.065,-0.319,14.112,341.02,83.241,11.314,977.053,1.17621469,3.853,-7.266,302.35,302.35
138.349,1.304,1.113,73.718,-31.399,-1.068,-0.312,-0.679,15.077,341.593,78.267,11.325,977.042,1.17225647,-3.623,-9.77,301.805,301.805
138.449,1.935,1.893,73.329,-11.976,-1.813,-0.543,-0.402,15.068,341.586,78.166,11.296,977.042,1.17230833,-2.051,-7.25,301.166,301.166
138.549,1.375,1.222,246.643,-27.293,1.122,0.484,-0.63,15.048,341.575,78.296,11.303,977.055,1.17240071,4.697,1.505,300.95,300.95
138.649,2.469,2.469,265.031,0.602,2.46,0.214,0.026,14.863,341.465,79.253,11.306,977.028,1.17312181,-0.175,-5.159,300.958,300.958
138.749,3.843,3.843,283.383,0.0,3.739,-0.89,0.0,14.134,341.033,83.08,11.306,977.035,1.17610598,0.857,-11.453,302.766,302.766
138.849,3.475,3.471,296.89,2.652,3.096,-1.57,0.161,13.794,340.831,85.002,11.318,977.06,1.17752588,2.305,-27.345,307.711,307.711
138.95,1.565,1.563,304.329,-2.977,1.291,-0.881,-0.081,14.298,341.131,82.267,11.318,977.043,1.17543983,-0.829,7.589,301.048,301.048
139.05,0.632,0.48,88.447,-40.583,-0.48,-0.013,-0.411,14.818,341.441,79.675,11.342,977.039,1.17330194,-0.992,11.901,301.35,301.35
139.15,1.25,0.385,229.296,-72.072,0.292,0.251,-1.19,14.759,341.403,79.76,11.301,977.049,1.17357016,1.093,-10.406,303.031,303.031
139.25,2.644,2.55,251.063,-15.346,2.412,0.828,-0.7,14.714,341.376,79.967,11.296,977.025,1.17372751,-0.754,-27.388,305.464,305.464
139.35,2.974,2.973,267.208,0.512,2.97,0.145,0.027,14.357,341.165,81.839,11.298,977.037,1.17519867,0.536,-25.109,305.376,305.376
139.45,3.7,3.7,287.021,-0.43,3.538,-1.083,-0.028,13.695,340.772,85.48,11.306,977.035,1.17790413,0.253,-3.598,301.53,301.53
139.55,3.433,3.431,294.243,1.936,3.128,-1.409,0.116,13.731,340.793,85.231,11.298,977.046,1.17777431,0.521,7.603,300.738,300.738
139.65,0.648,0.201,174.946,-71.959,-0.018,0.2,-0.616,14.754,341.4,79.768,11.298,977.031,1.17357099,12.146,-8.283,304.121,304.121
139.75,1.234,1.102,71.731,-26.821,-1.046,-0.345,-0.557,14.925,341.504,79.098,11.337,977.044,1.17287397,-0.941,-12.573,302.34,302.34
139.85,1.267,0.943,238.49,-41.889,0.804,0.493,-0.846,14.866,341.467,79.212,11.301,977.034,1.17311609,0.773,-13.985,302.953,302.953
139.95,2.935,2.935,253.846,0.373,2.819,0.817,0.019,14.82,341.439,79.496,11.31,977.034,1.1733036,0.897,-14.616,303.369,303.369
140.05,3.488,3.488,274.144,0.0,3.479,-0.252,0.0,14.106,341.016,83.201,11.301,977.046,1.17623377,0.365,-14.062,302.677,302.677
140.15,3.569,3.567,287.374,1.965,3.405,-1.065,0.122,13.785,340.825,84.957,11.301,977.036,1.1775409,0.898,-11.616,303.055,303.055
140.25,1.421,1.404,295.697,8.729,1.266,-0.609,0.216,14.501,341.249,81.06,11.293,977.056,1.17463756,-0.043,-5.644,301.341,301.341
140.35,1.023,0.981,71.319,-16.53,-0.929,-0.314,-0.291,15.09,341.6,78.146,11.314,977.034,1.17220163,0.913,-8.042,301.637,301.637
140.451,0.553,0.09,231.273,-80.661,0.07,0.056,-0.546,15.057,341.58,78.268,11.306,977.033,1.17233765,0.716,-14.938,302.264,302.264
140.551,2.544,2.475,243.446,-13.349,2.214,1.106,-0.587,15.079,341.593,78.135,11.301,977.054,1.17227483,1.125,-21.191,304.012,304.012
140.651,3.404,3.403,264.054,1.624,3.384,0.352,0.096,14.697,341.367,80.148,11.314,977.036,1.17380166,-0.464,-17.914,302.728,302.728
140.751,3.73,3.73,281.702,0.0,3.653,-0.757,0.0,13.938,340.916,84.164,11.31,977.042,1.1769172,1.142,-6.009,301.443,301.443
140.851,3.088,3.081,297.24,3.955,2.739,-1.41,0.213,13.921,340.907,84.303,11.318,977.039,1.17697823,-0.045,1.186,301.266,301.266
140.951,0.625,0.391,58.347,-51.327,-0.333,-0.205,-0.488,14.895,341.482,78.935,11.277,977.04,1.17301452,0.262,-5.593,301.798,301.798
141.051,1.775,1.707,77.029,-15.904,-1.664,-0.383,-0.486,15.054,341.579,78.348,11.318,977.034,1.17234468,0.291,-18.517,304.245,304.245
141.151,1.455,0.451,275.109,-71.953,0.449,-0.04,-1.384,14.862,341.463,79.124,11.281,977.034,1.17314124,0.197,-22.873,305.057,305.057
141.251,2.59,2.59,250.34,-0.503,2.439,0.871,-0.023,14.802,341.427,79.431,11.281,977.022,1.17337132,0.903,-13.433,303.221,303.221
141.351,3.188,3.188,274.704,0.0,3.177,-0.261,0.0,14.25,341.1,82.304,11.278,977.035,1.17564273,1.161,-0.305,301.005,301.005
141.451,3.366,3.36,288.285,3.483,3.19,-1.054,0.204,13.85,340.865,84.707,11.322,977.029,1.17725408,1.146,2.316,300.832,300.832
141.551,0.85,0.833,276.659,11.512,0.828,-0.097,0.17,14.582,341.298,80.66,11.298,977.009,1.17424798,1.285,-9.933,302.654,302.654
141.651,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,47.925,-99.44,977.039,13.83582211,0.595,-21.244,305.228,305.228
141.751,1.218,1.152,80.938,-18.951,-1.138,-0.181,-0.396,15.08,341.593,78.137,11.303,977.032,1.17224443,0.365,-19.715,303.921,303.921
141.851,1.403,1.389,232.155,-8.199,1.097,0.852,-0.2,15.023,341.559,78.399,11.298,977.039,1.17248726,0.276,-9.94,302.467,302.467
141.951,2.897,2.896,261.452,1.481,2.864,0.43,0.075,14.655,341.341,80.238,11.29,977.047,1.17399788,0.372,-1.982,301.267,301.267
142.051,3.55,3.55,282.842,0.0,3.461,-0.789,0.0,13.879,340.88,84.422,11.298,977.043,1.17716575,-0.565,-6.06,301.993,301.993
142.153,2.529,2.525,293.647,-3.005,2.313,-1.013,-0.133,13.98,340.941,83.886,11.301,977.044,1.17674959,0.488,-16.306,304.004,304.004
142.253,1.02,0.983,57.956,-15.575,-0.833,-0.522,-0.274,15.066,341.585,78.239,11.309,977.052,1.17232299,0.817,-18.901,303.805,303.805
142.353,2.499,2.488,73.743,-5.527,-2.388,-0.696,-0.241,15.271,341.706,77.118,11.29,977.032,1.17147219,1.453,-15.852,303.818,303.818
142.453,0.566,0.471,44.227,-33.722,-0.329,-0.338,-0.314,15.142,341.629,77.762,11.29,977.026,1.17199099,1.086,-9.791,301.971,301.971
142.553,2.415,2.415,251.168,0.066,2.285,0.779,0.003,15.155,341.64,77.965,11.342,977.025,1.17191315,-0.77,-7.207,301.551,301.551
142.653,3.013,3.01,271.344,2.356,3.009,-0.071,0.124,14.497,341.247,81.078,11.293,977.051,1.17464471,-6.942,-7.397,300.65,300.65
142.753,3.026,3.02,288.653,3.442,2.862,-0.966,0.182,14.095,341.01,83.354,11.318,977.016,1.17623603,-13.474,-7.104,297.72,297.72
142.853,0.911,0.908,291.548,-4.188,0.845,-0.334,-0.067,14.59,341.302,80.576,11.29,977.026,1.17423892,-3.657,-12.933,301.055,301.055
142.955,1.597,1.584,86.39,-7.394,-1.581,-0.1,-0.206,15.373,341.767,76.695,11.306,977.034,1.17105484,-10.076,-15.446,299.578,299.578
143.054,0.909,0.909,93.16,-0.036,-0.908,0.05,-0.001,15.146,341.633,77.864,11.314,977.026,1.17196274,-11.594,-13.479,297.691,297.691
143.154,1.523,1.506,214.575,-8.583,0.854,1.24,-0.227,14.95,341.516,78.814,11.306,977.033,1.17277348,-10.667,-7.682,298.978,298.978
143.254,2.838,2.832,242.568,3.952,2.513,1.305,0.196,14.634,341.329,80.389,11.298,977.042,1.17407537,-6.001,-6.592,300.555,300.555
143.354,2.516,2.516,264.075,0.0,2.503,0.26,0.0,13.861,340.87,84.514,11.298,977.024,1.17721486,-5.606,-8.048,299.818,299.818
143.455,1.358,1.351,288.065,6.075,1.284,-0.419,0.144,13.826,340.849,84.729,11.301,977.037,1.17737222,4.703,-15.997,305.113,305.113
143.558,1.786,1.736,134.852,-13.616,-1.231,1.224,-0.42,14.747,341.396,79.849,11.306,977.04,1.17360938,-8.772,-20.155,300.33,300.33
143.658,2.039,2.027,119.883,-6.22,-1.757,1.01,-0.221,15.032,341.564,78.328,11.293,977.044,1.17245877,-2.643,-14.241,301.718,301.718
143.758,1.01,0.986,173.669,-12.313,-0.109,0.98,-0.215,14.942,341.513,78.914,11.318,977.023,1.17278695,-1.111,-2.767,300.899,300.899
143.858,3.027,3.027,220.876,0.425,1.981,2.289,0.022,14.874,341.472,79.2,11.306,977.027,1.17307401,2.818,-2.638,302.075,302.075
143.958,3.035,3.035,251.254,0.0,2.874,0.975,0.0,14.383,341.181,81.745,11.306,977.033,1.17508411,5.051,-10.281,302.58,302.58
144.058,2.225,2.219,293.79,4.136,2.03,-0.895,0.16,14.077,340.999,83.336,11.298,977.04,1.17634702,36.02,-16.233,308.585,308.585
144.158,1.198,1.197,303.288,2.167,1.0,-0.657,0.045,14.75,341.399,79.916,11.322,977.049,1.17360044,32.807,-16.431,308.784,308.784
144.259,1.783,1.783,67.718,-0.368,-1.65,-0.676,-0.011,15.361,341.76,76.755,11.306,977.059,1.17113149,13.078,-8.419,305.123,305.123
144.358,1.077,1.041,70.621,-14.932,-0.982,-0.345,-0.278,15.102,341.606,77.993,11.296,977.048,1.172176,7.296,-4.591,303.752,303.752
144.458,1.667,1.53,236.889,-23.38,1.282,0.836,-0.662,15.088,341.598,78.127,11.309,977.047,1.17222738,6.384,-6.096,302.75,302.75
144.558,2.829,2.827,264.922,2.018,2.816,0.25,0.1,14.845,341.454,79.349,11.306,977.055,1.17322767,4.454,-13.65,303.104,303.104
144.658,3.687,3.659,290.4,7.056,3.43,-1.276,0.453,14.254,341.105,82.517,11.321,977.047,1.17562294,5.25,-15.986,305.375,305.375
