Timestamp [s],Wind 3D norm [m/s],Wind 2D norm [m/s],Horizontal wind direction [°],Vertical wind direction [°],U Vector [m/s],V Vector [m/s],W Vector [m/s],Temperature [°C],Speed of sound [m/s],Humidity [%],Dew point [°C],Pressure [hPa],Air density [kg/cm³],Pitch [°],Roll [°],Heading [°],TrueHead [°]
36.035,3.244,3.244,11.572,0.663,-0.651,-3.178,0.038,15.029,341.571,79.11,11.44,977.225,1.17262828,16.201,-8.299,304.186,304.186
36.135,3.526,3.526,357.691,-0.155,0.142,-3.523,-0.01,14.71,341.382,80.755,11.44,977.237,1.1739428,33.913,-6.214,303.818,303.818
36.235,4.43,4.43,331.621,0.575,2.105,-3.897,0.044,14.846,341.461,79.878,11.408,977.195,1.17335141,5.535,-3.763,304.029,304.029
36.335,5.047,5.033,329.497,4.225,2.555,-4.336,0.372,14.571,341.299,81.457,11.436,977.189,1.17445266,-11.169,-7.933,298.808,298.808
36.435,4.534,4.534,331.726,0.0,2.148,-3.993,0.0,14.33,341.156,82.644,11.419,977.178,1.17542946,-2.634,-12.334,302.291,302.291
36.535,4.469,4.469,346.497,0.194,1.043,-4.345,0.015,14.476,341.243,81.936,11.432,977.182,1.17483187,1.486,-8.873,302.47,302.47
36.635,4.176,4.176,4.272,0.324,-0.311,-4.165,0.024,14.805,341.438,80.239,11.436,977.161,1.17346621,1.548,-3.062,302.533,302.533
36.735,3.601,3.6,5.299,-0.777,-0.332,-3.585,-0.049,14.898,341.493,79.709,11.427,977.139,1.17306137,-2.095,-7.749,301.251,301.251
36.835,3.719,3.719,347.251,0.806,0.821,-3.627,0.052,14.734,341.396,80.604,11.436,977.155,1.17374623,-0.44,-14.572,303.63,303.63
36.935,4.595,4.581,329.162,4.551,2.348,-3.933,0.365,14.53,341.275,81.699,11.44,977.151,1.17457414,-6.436,-8.77,299.487,299.487
37.035,4.517,4.517,327.603,0.0,2.42,-3.814,0.0,14.058,340.996,84.32,11.456,977.158,1.17650557,3.659,-4.975,303.17,303.17
37.135,4.395,4.394,342.406,0.755,1.328,-4.189,0.058,14.113,341.029,84.042,11.46,977.152,1.17627037,-1.387,-9.563,301.463,301.463
37.235,3.956,3.954,1.3,1.677,-0.09,-3.953,0.116,14.517,341.266,81.563,11.403,977.15,1.17463863,-20.232,-12.082,295.568,295.568
37.335,3.712,3.711,17.0,-0.976,-1.085,-3.549,-0.063,14.763,341.413,80.409,11.427,977.152,1.17362952,-17.558,-9.543,296.499,296.499
37.435,3.291,3.291,9.047,0.641,-0.517,-3.25,0.037,14.822,341.449,80.209,11.447,977.148,1.17337334,9.565,-4.681,303.685,303.685
37.535,4.202,4.197,340.941,2.794,1.37,-3.967,0.205,14.694,341.373,80.901,11.452,977.162,1.17391348,21.442,-7.101,305.286,305.286
37.635,4.958,4.955,330.371,2.217,2.45,-4.307,0.192,14.379,341.186,82.538,11.447,977.15,1.17518485,14.98,-9.564,306.044,306.044
37.735,4.933,4.928,330.711,2.388,2.411,-4.298,0.205,14.269,341.121,83.128,11.447,977.156,1.17564178,-11.983,-8.93,298.894,298.894
37.835,4.135,4.115,353.747,5.54,0.448,-4.091,0.399,14.595,341.314,81.396,11.447,977.138,1.17428946,-5.781,-6.063,299.881,299.881
37.935,4.126,4.121,1.381,2.748,-0.099,-4.12,0.198,14.956,341.527,79.435,11.431,977.152,1.17284214,2.728,-6.796,302.839,302.839
38.035,3.631,3.631,9.271,-0.476,-0.585,-3.583,-0.03,14.82,341.45,80.412,11.483,977.145,1.17336428,1.043,-9.236,302.187,302.187
38.135,3.462,3.458,357.904,2.749,0.126,-3.455,0.166,14.971,341.538,79.485,11.455,977.149,1.17276657,1.156,-5.04,301.966,301.966
38.235,4.098,4.098,331.359,0.0,1.964,-3.596,0.0,14.799,341.434,80.242,11.431,977.134,1.17345846,3.288,-3.943,302.267,302.267
38.335,4.778,4.776,326.642,1.746,2.626,-3.989,0.146,14.317,341.15,82.894,11.452,977.134,1.1754179,-6.945,-8.791,300.481,300.481
38.435,4.648,4.644,332.972,2.34,2.11,-4.137,0.19,14.39,341.193,82.543,11.459,977.154,1.1751399,-16.894,-8.362,296.78,296.78
38.535,3.084,3.084,356.173,0.0,0.206,-3.077,0.0,14.831,341.454,80.141,11.443,977.129,1.17331839,-10.255,-2.176,298.667,298.667
38.633,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,48.099,-99.44,977.143,13.83729553,5.302,-1.453,302.439,302.439
38.735,2.863,2.863,1.914,0.0,-0.096,-2.861,0.0,15.009,341.561,79.333,11.463,977.154,1.17261362,18.518,-5.915,305.464,305.464
38.835,3.512,3.509,336.745,2.264,1.386,-3.224,0.139,14.78,341.424,80.473,11.456,977.142,1.17353535,13.317,-7.099,305.027,305.027
38.934,4.224,4.22,324.212,2.444,2.468,-3.423,0.18,14.596,341.317,81.562,11.48,977.144,1.17427719,-7.618,-4.007,300.154,300.154
39.035,4.082,4.082,323.239,0.0,2.443,-3.27,0.0,14.105,341.025,84.174,11.475,977.141,1.17628467,-16.613,-0.025,298.914,298.914
39.135,3.579,3.579,342.917,0.0,1.051,-3.421,0.0,14.317,341.152,83.11,11.49,977.15,1.17542243,-0.565,-4.619,301.531,301.531
39.235,3.796,3.775,5.622,6.055,-0.37,-3.757,0.4,14.834,341.457,80.231,11.463,977.127,1.17329371,2.889,-6.395,302.426,302.426
39.334,3.604,3.602,15.605,-1.909,-0.969,-3.469,-0.12,14.966,341.534,79.445,11.443,977.137,1.17277718,2.651,-1.255,301.631,301.631
39.435,2.781,2.781,357.284,-0.546,0.132,-2.777,-0.026,14.94,341.519,79.594,11.446,977.14,1.17288578,-2.977,1.223,301.67,301.67
39.535,3.756,3.752,332.61,2.432,1.726,-3.332,0.159,14.803,341.439,80.421,11.468,977.126,1.17341805,6.363,-3.351,303.462,303.462
39.634,4.508,4.505,330.11,2.035,2.245,-3.906,0.16,14.39,341.194,82.585,11.466,977.13,1.17510843,-1.308,-5.646,301.102,301.102
39.734,4.291,4.282,340.343,3.638,1.44,-4.033,0.272,14.116,341.031,84.045,11.463,977.119,1.17621744,-5.925,-2.681,302.048,302.048
39.834,4.19,4.19,351.166,0.915,0.643,-4.14,0.067,14.46,341.235,82.193,11.463,977.089,1.17477369,1.072,-2.063,301.923,301.923
39.934,4.086,4.085,4.124,1.234,-0.294,-4.075,0.088,14.7,341.378,80.946,11.466,977.113,1.17382085,4.536,-1.753,302.468,302.468
40.035,3.49,3.49,11.851,0.234,-0.717,-3.416,0.014,14.776,341.424,80.64,11.483,977.098,1.17348838,-16.856,-4.25,298.216,298.216
40.135,3.128,3.125,333.095,2.503,1.414,-2.787,0.137,14.858,341.474,80.345,11.508,977.11,1.1731565,-22.572,-8.957,295.006,295.006
40.235,4.055,4.047,319.775,3.54,2.614,-3.09,0.25,14.703,341.379,80.865,11.454,977.12,1.17382479,18.672,-7.299,305.301,305.301
40.335,5.226,5.212,324.768,4.241,3.007,-4.257,0.386,14.184,341.072,83.74,11.475,977.108,1.17592227,14.348,-0.525,302.14,302.14
40.435,4.47,4.47,332.546,0.0,2.061,-3.966,0.0,14.029,340.979,84.485,11.457,977.125,1.17658269,-16.587,-5.798,297.689,297.689
40.534,4.04,4.04,358.019,0.0,0.14,-4.037,0.0,14.586,341.311,81.656,11.487,977.1,1.17426383,-3.527,-14.734,302.096,302.096
40.634,3.348,3.348,356.41,0.887,0.21,-3.341,0.052,14.614,341.327,81.445,11.475,977.095,1.17414689,9.311,-7.582,304.424,304.424
40.735,3.827,3.816,352.443,4.439,0.502,-3.783,0.296,14.577,341.305,81.573,11.463,977.086,1.17429245,1.053,-4.096,301.767,301.767
40.835,4.413,4.41,331.597,2.144,2.098,-3.879,0.165,14.504,341.262,82.023,11.475,977.091,1.17459238,-4.894,-8.791,301.193,301.193
40.934,4.92,4.911,325.282,3.438,2.797,-4.037,0.295,13.96,340.94,85.007,11.482,977.079,1.17680037,-0.042,-12.257,302.59,302.59
41.035,4.549,4.549,327.356,-0.27,2.454,-3.831,-0.021,13.76,340.82,85.997,11.461,977.078,1.17762506,5.055,-12.085,303.033,303.033
41.135,4.207,4.207,345.674,-0.28,1.041,-4.076,-0.021,14.181,341.071,83.811,11.485,977.073,1.17588437,-2.791,-8.629,301.07,301.07
41.235,3.888,3.888,2.679,0.0,-0.182,-3.884,0.0,14.645,341.347,81.368,11.491,977.07,1.17398429,-2.654,-7.21,301.504,301.504
41.335,3.502,3.502,3.779,0.184,-0.231,-3.494,0.011,14.668,341.359,81.158,11.475,977.063,1.17388916,1.038,-16.472,303.93,303.93
41.434,3.683,3.679,338.357,2.676,1.357,-3.42,0.172,14.813,341.445,80.331,11.461,977.066,1.17330611,13.633,-16.032,307.056,307.056
41.535,4.791,4.786,326.334,2.45,2.653,-3.984,0.205,14.232,341.102,83.63,11.502,977.071,1.17566776,17.579,-10.903,305.864,305.864
41.635,6.077,6.052,324.146,5.297,3.545,-4.905,0.561,13.957,340.939,85.113,11.498,977.056,1.17677712,-10.382,-12.011,298.687,298.687
41.734,5.186,5.183,332.167,2.118,2.42,-4.583,0.192,14.012,340.971,84.793,11.495,977.062,1.17655921,-5.29,-19.143,302.158,302.158
41.834,4.768,4.767,355.097,1.102,0.407,-4.749,0.092,14.553,341.291,81.783,11.478,977.033,1.17432201,1.23,-21.0,304.586,304.586
41.935,3.888,3.888,1.628,-0.082,-0.11,-3.887,-0.006,15.026,341.573,79.394,11.491,977.033,1.17238879,0.194,-15.748,302.08,302.08
42.035,3.656,3.644,357.361,4.577,0.168,-3.64,0.292,15.17,341.657,78.594,11.478,977.025,1.17179966,-10.223,-12.687,299.114,299.114
42.135,4.071,4.065,332.41,3.003,1.883,-3.603,0.213,14.938,341.521,79.95,11.511,977.032,1.17273843,-2.256,-18.075,302.913,302.913
42.234,4.668,4.651,322.192,4.795,2.851,-3.675,0.39,14.597,341.317,81.529,11.475,977.031,1.17413878,-0.32,-18.951,303.962,303.962
42.335,4.779,4.779,325.749,0.443,2.69,-3.95,0.037,14.097,341.021,84.212,11.475,977.024,1.176175,0.323,-16.051,302.079,302.079
42.435,4.369,4.369,340.667,0.0,1.446,-4.123,0.0,14.294,341.14,83.316,11.506,977.036,1.17536914,-2.299,-11.782,302.073,302.073
42.535,4.4,4.4,1.898,0.0,-0.146,-4.397,0.0,14.666,341.36,81.361,11.511,977.03,1.173841,0.975,-15.848,303.407,303.407
42.635,3.549,3.539,4.829,4.308,-0.298,-3.527,0.267,14.78,341.426,80.572,11.475,977.021,1.17338026,-0.132,-17.841,303.625,303.625
42.735,2.784,2.774,336.121,4.719,1.123,-2.537,0.229,14.886,341.489,80.042,11.478,977.028,1.17295587,-14.278,-12.439,296.961,296.961
42.834,4.438,4.431,304.164,3.104,3.667,-2.488,0.24,14.583,341.31,81.693,11.491,977.023,1.17418051,-15.371,-10.23,297.121,297.121
42.935,5.833,5.828,303.606,2.488,4.854,-3.226,0.253,13.959,340.939,84.943,11.47,977.041,1.17676103,0.039,-10.776,302.254,302.254
43.035,5.389,5.379,310.009,-3.364,4.12,-3.458,-0.316,13.587,340.718,87.096,11.482,977.052,1.17830026,0.237,-14.85,303.784,303.784
43.132,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,48.172,-99.44,977.056,13.83606434,3.176,-8.836,302.87,302.87
43.234,3.686,3.684,343.246,-1.432,1.062,-3.528,-0.092,14.632,341.34,81.519,11.506,977.042,1.17399848,-2.934,-5.865,301.063,301.063
43.335,3.522,3.522,330.712,-0.397,1.723,-3.072,-0.024,14.789,341.431,80.556,11.48,977.061,1.17339253,6.884,-6.598,303.073,303.073
43.435,4.341,4.322,312.937,5.371,3.164,-2.944,0.406,14.721,341.391,80.881,11.475,977.06,1.17366898,3.066,-8.717,303.223,303.223
43.534,5.431,5.422,301.688,3.191,4.614,-2.848,0.302,14.358,341.176,82.819,11.478,977.059,1.17514777,1.625,-3.286,302.901,302.901
43.634,5.861,5.861,301.369,-0.186,5.004,-3.051,-0.019,13.779,340.832,86.04,11.487,977.061,1.17751789,-1.509,-3.725,301.805,301.805
43.734,4.889,4.862,310.197,-6.007,3.714,-3.138,-0.512,13.759,340.819,85.989,11.459,977.074,1.17762625,6.572,-4.008,302.548,302.548
43.835,3.433,3.433,342.255,-0.787,1.046,-3.269,-0.047,14.7,341.379,81.015,11.48,977.053,1.17374265,-0.026,-2.737,302.241,302.241
43.935,2.856,2.823,335.948,-8.678,1.151,-2.578,-0.431,14.714,341.387,80.96,11.483,977.028,1.17365336,0.72,-0.856,302.244,302.244
44.034,3.075,3.061,311.332,-5.404,2.298,-2.022,-0.29,14.885,341.488,80.012,11.471,977.043,1.17298079,-2.311,-1.197,301.794,301.794
44.134,4.474,4.47,297.72,2.475,3.957,-2.079,0.193,14.647,341.346,81.199,11.461,977.032,1.17394459,6.431,-3.093,303.308,303.308
44.234,5.054,5.044,297.57,3.658,4.471,-2.334,0.322,14.321,341.154,83.045,11.483,977.043,1.17527878,2.767,0.927,302.227,302.227
44.334,5.012,5.003,297.433,3.424,4.441,-2.305,0.299,13.909,340.91,85.335,11.49,977.052,1.17697239,-26.102,2.042,295.356,295.356
44.435,3.714,3.714,304.747,0.163,3.052,-2.117,0.011,14.366,341.18,82.787,11.48,977.026,1.17507625,-26.918,-1.074,293.761,293.761
44.535,1.532,1.366,314.267,-26.887,0.978,-0.954,-0.693,14.708,341.384,80.993,11.483,977.044,1.17369914,-19.166,-3.76,296.891,296.891
44.634,1.15,1.062,253.648,-22.524,1.019,0.299,-0.441,14.814,341.446,80.378,11.471,977.038,1.1732626,-18.719,-0.721,298.238,298.238
44.734,3.408,3.408,252.377,-0.723,3.248,1.032,-0.043,14.89,341.49,79.919,11.459,977.037,1.17295825,-24.585,4.786,297.613,297.613
44.834,4.176,4.176,266.249,0.0,4.167,0.273,0.0,14.383,341.191,82.669,11.475,977.025,1.17500544,-21.543,1.915,297.248,297.248
44.934,4.785,4.785,284.476,-0.234,4.633,-1.196,-0.02,13.583,340.716,87.073,11.475,977.019,1.17827559,-20.863,-0.734,295.759,295.759
45.034,3.659,3.659,285.647,0.0,3.524,-0.987,0.0,13.499,340.666,87.628,11.488,977.051,1.17865479,-18.92,-0.073,297.668,297.668
45.135,1.451,1.433,291.912,-9.066,1.329,-0.535,-0.229,14.678,341.366,81.179,11.488,977.027,1.17379916,-7.141,3.476,301.031,301.031
45.234,0.682,0.68,141.232,-4.105,-0.426,0.53,-0.049,14.865,341.476,80.07,11.463,977.038,1.17305839,3.164,-0.578,303.188,303.188
45.334,2.263,2.161,246.376,-17.345,1.979,0.866,-0.675,14.87,341.48,80.151,11.483,977.039,1.17303085,-0.328,-9.151,303.155,303.155
45.434,3.541,3.541,256.952,-0.027,3.45,0.8,-0.002,14.825,341.453,80.364,11.48,977.044,1.1732223,2.275,-7.479,303.735,303.735
45.534,4.245,4.245,273.67,0.0,4.236,-0.272,0.0,14.06,340.999,84.395,11.471,977.051,1.17635942,0.362,-8.043,302.981,302.981
45.635,4.497,4.497,285.646,0.317,4.331,-1.213,0.025,13.608,340.731,87.02,11.49,977.038,1.17818952,0.664,-15.402,304.663,304.663
45.734,1.481,1.468,295.394,-7.634,1.326,-0.629,-0.197,14.252,341.113,83.416,11.483,977.035,1.17554855,1.481,-13.632,305.001,305.001
45.834,1.924,1.851,72.965,-15.871,-1.77,-0.542,-0.526,15.072,341.598,78.968,11.455,977.043,1.17222607,1.558,-9.764,303.793,303.793
45.935,1.744,1.652,74.745,-18.737,-1.594,-0.435,-0.56,15.005,341.559,79.396,11.471,977.026,1.17247176,3.726,-16.295,304.142,304.142
46.035,0.663,0.596,276.596,-26.005,0.592,-0.068,-0.291,14.958,341.531,79.639,11.471,977.014,1.17265141,2.436,-17.026,304.27,304.27
46.134,2.998,2.998,277.394,0.0,2.973,-0.386,0.0,14.656,341.353,81.224,11.476,977.01,1.17387223,2.625,-11.687,302.29,302.29
46.234,4.226,4.225,289.876,0.405,3.974,-1.437,0.03,13.856,340.877,85.48,11.464,977.015,1.17715526,2.614,-10.365,302.665,302.665
46.335,3.76,3.76,294.996,-0.277,3.408,-1.589,-0.018,13.729,340.802,86.188,11.464,977.021,1.17768288,1.917,-13.761,302.371,302.371
46.435,0.976,0.286,11.053,-72.971,-0.055,-0.281,-0.933,14.847,341.464,80.041,11.44,977.022,1.17312241,2.272,-16.921,304.411,304.411
46.534,1.068,0.647,83.828,-52.738,-0.643,-0.07,-0.85,14.984,341.547,79.501,11.471,977.02,1.17254901,1.735,-13.576,302.243,302.243
46.634,1.747,1.163,224.265,-48.266,0.812,0.833,-1.303,14.796,341.433,80.33,11.444,977.014,1.17332232,1.978,-12.208,303.002,303.002
46.734,4.093,4.075,253.557,-5.276,3.909,1.154,-0.376,14.852,341.468,80.181,11.471,977.028,1.17309713,1.449,-17.873,302.591,302.591
46.834,4.662,4.662,261.296,0.451,4.608,0.705,0.037,14.154,341.054,83.819,11.46,977.008,1.17592847,1.261,-18.115,303.501,303.501
46.934,3.891,3.891,271.107,-0.575,3.89,-0.075,-0.039,13.481,340.652,87.399,11.431,977.02,1.1787163,1.035,-13.641,302.506,302.506
47.034,2.573,2.569,268.963,-3.412,2.568,0.046,-0.153,13.664,340.764,86.647,11.481,977.043,1.17797029,1.071,-16.977,303.363,303.363
47.134,0.836,0.428,180.109,-59.17,0.001,0.428,-0.718,14.789,341.431,80.513,11.472,977.016,1.17333782,0.916,-19.208,303.647,303.647
47.234,1.847,1.475,204.882,-37.01,0.621,1.338,-1.112,14.868,341.478,80.127,11.477,977.04,1.17304325,2.046,-11.647,302.177,302.177
47.334,3.621,3.219,233.6,-27.256,2.591,1.91,-1.658,15.003,341.556,79.249,11.441,977.014,1.17247939,2.083,-10.845,302.648,302.648
47.434,4.452,4.452,249.334,-0.398,4.165,1.571,-0.031,14.735,341.398,80.642,11.444,977.03,1.17358589,1.961,-15.761,303.899,303.899
47.534,4.434,4.432,257.958,1.48,4.335,0.925,0.114,13.987,340.955,84.804,11.472,977.017,1.17661858,1.546,-12.884,302.522,302.522
47.635,2.54,2.539,275.235,-0.828,2.529,-0.232,-0.037,13.703,340.784,86.206,11.441,977.027,1.17780912,3.348,-7.199,302.198,302.198
47.734,0.61,0.597,290.905,-11.787,0.558,-0.213,-0.125,14.491,341.254,82.011,11.46,977.015,1.17455995,1.999,-7.462,302.394,302.394
47.834,0.988,0.685,138.533,-46.059,-0.454,0.514,-0.711,15.042,341.58,79.11,11.453,977.026,1.17232955,2.01,-13.22,302.517,302.517
47.934,1.837,1.663,216.498,-25.1,0.989,1.337,-0.779,15.1,341.614,78.792,11.448,977.029,1.17209959,1.494,-11.572,303.051,303.051
48.034,3.746,3.743,247.562,-2.464,3.459,1.429,-0.161,15.071,341.598,79.019,11.464,977.023,1.17220092,1.342,-7.62,302.766,302.766
48.134,4.199,4.199,265.925,1.055,4.188,0.298,0.077,14.502,341.26,81.887,11.448,977.013,1.17451465,1.464,-10.673,302.915,302.915
48.234,4.415,4.415,280.835,0.0,4.336,-0.83,0.0,13.792,340.837,85.658,11.433,977.033,1.17745388,0.968,-14.259,303.317,303.317
48.334,2.295,2.295,283.353,0.0,2.233,-0.53,0.0,13.945,340.93,84.996,11.465,977.046,1.17682981,0.815,-11.884,303.503,303.503
48.434,0.921,0.886,144.39,-15.866,-0.516,0.72,-0.252,14.944,341.522,79.634,11.457,977.026,1.17272699,1.326,-9.75,302.542,302.542
48.534,0.906,0.488,134.411,-57.401,-0.349,0.342,-0.764,14.858,341.47,79.991,11.441,977.045,1.1731056,1.193,-13.546,303.344,303.344
48.634,2.629,2.0,222.141,-40.465,1.342,1.483,-1.706,14.831,341.453,80.019,11.42,977.047,1.17322552,1.77,-14.267,302.509,302.509
48.734,3.54,3.519,245.177,-6.295,3.194,1.477,-0.388,14.617,341.328,81.308,11.452,977.015,1.17404878,2.062,-9.906,302.88,302.88
48.834,3.619,3.619,258.18,-0.248,3.543,0.741,-0.016,13.909,340.908,85.126,11.454,977.021,1.17694926,1.817,-10.211,302.646,302.646
48.934,2.399,2.398,283.895,-1.454,2.328,-0.576,-0.061,13.526,340.678,87.107,11.424,977.01,1.17852378,2.064,-14.372,303.664,303.664
49.034,0.568,0.246,195.012,-64.387,0.064,0.237,-0.512,14.326,341.154,82.701,11.425,977.019,1.17525101,2.23,-13.108,302.916,302.916
49.134,1.43,0.879,130.161,-52.092,-0.671,0.567,-1.128,14.869,341.474,79.736,11.403,977.0,1.1730237,2.079,-7.947,302.229,302.229
49.234,1.089,0.894,200.794,-34.862,0.317,0.836,-0.623,14.904,341.496,79.605,11.413,977.013,1.17289186,2.463,-11.851,303.306,303.306
49.334,3.167,3.119,237.975,-9.952,2.644,1.654,-0.547,14.967,341.534,79.371,11.429,977.029,1.17264879,1.718,-15.826,303.45,303.45
49.434,4.104,4.104,257.548,1.027,4.007,0.885,0.074,14.529,341.274,81.581,11.418,977.02,1.17442679,1.85,-12.25,303.085,303.085
49.534,3.782,3.782,272.801,0.0,3.778,-0.185,0.0,13.832,340.861,85.455,11.437,977.04,1.17729402,2.135,-10.45,301.806,301.806
49.634,3.061,3.061,285.715,-0.889,2.947,-0.829,-0.048,13.817,340.851,85.411,11.413,977.034,1.17736101,0.703,-15.147,304.303,304.303
49.734,0.705,0.514,213.16,-43.206,0.281,0.43,-0.483,14.679,341.363,80.899,11.437,977.035,1.17382705,1.366,-15.561,304.062,304.062
49.834,1.293,1.063,188.557,-34.749,0.158,1.051,-0.737,15.069,341.594,78.851,11.429,977.038,1.17224383,1.273,-10.988,302.234,302.234
49.934,3.043,2.371,232.773,-38.819,1.888,1.434,-1.907,15.074,341.598,78.861,11.437,977.045,1.17222691,1.049,-12.686,302.464,302.464
50.034,3.823,3.822,251.397,-1.509,3.622,1.219,-0.101,14.892,341.488,79.668,11.413,977.03,1.17296267,1.54,-14.171,303.862,303.862
50.134,3.851,3.849,260.535,-1.803,3.797,0.633,-0.121,14.227,341.094,83.151,11.41,977.023,1.17566705,1.824,-9.435,301.499,301.499
50.234,3.113,3.106,275.631,-3.831,3.091,-0.305,-0.208,13.647,340.751,86.47,11.433,977.03,1.17804408,1.443,-8.553,302.736,302.736
50.334,1.873,1.852,279.73,-8.612,1.825,-0.313,-0.28,13.816,340.851,85.526,11.433,977.024,1.1773442,2.258,-11.386,304.474,304.474
50.434,1.072,0.819,114.166,-40.162,-0.748,0.335,-0.692,14.931,341.511,79.385,11.397,977.013,1.17278767,2.156,-11.034,303.076,303.076
50.534,1.936,0.449,257.809,-76.594,0.439,0.095,-1.884,14.719,341.387,80.669,11.433,977.021,1.17364812,2.895,-8.411,302.563,302.563
50.634,2.689,2.54,232.028,-19.186,2.002,1.563,-0.884,14.677,341.363,80.907,11.437,977.007,1.17379987,2.065,-8.911,302.447,302.447
50.734,3.763,3.763,251.126,0.0,3.56,1.217,0.0,14.263,341.117,83.156,11.446,977.02,1.17550421,1.406,-11.831,302.662,302.662
50.834,3.416,3.41,255.529,3.427,3.302,0.852,0.204,13.684,340.771,86.109,11.406,977.001,1.17786825,1.761,-11.18,302.566,302.566
50.934,1.98,1.958,248.505,8.483,1.822,0.718,0.292,13.525,340.677,87.004,11.406,977.021,1.17854476,1.411,-8.492,301.858,301.858
51.034,1.503,1.437,153.834,-16.993,-0.634,1.29,-0.439,14.666,341.355,80.922,11.428,976.995,1.17383492,1.288,-9.837,302.489,302.489
51.134,1.355,1.246,139.902,-23.143,-0.802,0.953,-0.533,14.881,341.482,79.686,11.406,976.998,1.17296863,1.164,-12.684,302.934,302.934
51.234,2.117,2.053,200.213,-14.059,0.709,1.927,-0.514,14.867,341.473,79.801,11.413,977.012,1.17304325,1.315,-9.579,302.975,302.975
51.334,3.41,3.394,235.98,-5.641,2.813,1.899,-0.335,14.766,341.413,80.245,11.399,977.023,1.1734736,1.555,-7.287,302.256,302.256
51.434,3.54,3.54,259.305,0.0,3.478,0.657,0.0,14.195,341.075,83.294,11.405,976.997,1.17576897,1.213,-10.413,303.274,303.274
51.535,2.553,2.553,278.095,0.0,2.528,-0.36,0.0,13.702,340.781,85.899,11.386,977.025,1.17783332,1.52,-9.677,302.203,302.203
51.635,1.024,1.005,294.662,10.908,0.914,-0.42,0.194,14.069,341.0,84.027,11.414,977.003,1.17628908,1.675,-5.876,302.404,302.404
51.735,1.298,1.106,118.132,-31.579,-0.975,0.521,-0.68,15.052,341.583,78.839,11.41,977.016,1.17229521,2.126,-6.732,301.697,301.697
51.835,0.514,0.321,174.52,-51.349,-0.031,0.32,-0.401,14.989,341.545,79.1,11.399,977.014,1.17255366,1.745,-8.291,302.605,302.605
51.935,3.2,3.144,244.901,-10.747,2.847,1.334,-0.597,15.128,341.629,78.535,11.426,977.01,1.17197359,1.82,-7.112,302.279,302.279
52.035,3.818,3.816,262.648,1.42,3.785,0.488,0.095,14.823,341.446,79.855,11.381,977.016,1.1732378,2.06,-6.402,301.458,301.458
52.135,3.881,3.881,273.353,0.0,3.874,-0.227,0.0,14.0,340.959,84.41,11.415,977.032,1.17660868,1.749,-8.041,302.634,302.634
52.235,2.482,2.448,285.358,9.491,2.36,-0.648,0.409,13.896,340.898,85.045,11.426,977.024,1.17701912,1.589,-9.222,302.545,302.545
52.335,0.013,0.013,315.867,0.0,0.009,-0.01,0.0,14.783,341.425,80.281,11.423,977.021,1.17338872,1.699,-9.17,303.126,303.126
52.435,0.668,0.633,118.022,-18.444,-0.559,0.298,-0.211,15.031,341.572,78.999,11.421,977.024,1.17238319,1.477,-8.783,302.442,302.442
52.535,2.101,1.848,209.18,-28.376,0.901,1.614,-0.998,14.804,341.437,80.189,11.426,977.034,1.17331707,1.387,-10.125,302.44,302.44
52.635,3.647,3.612,232.779,-7.86,2.877,2.185,-0.499,14.722,341.386,80.36,11.378,977.019,1.17365515,1.254,-10.822,303.125,303.125
52.735,4.113,4.113,246.713,-0.183,3.778,1.626,-0.013,14.183,341.068,83.383,11.41,977.023,1.17584729,1.306,-9.466,302.342,302.342
52.835,3.325,3.324,246.051,-0.989,3.038,1.349,-0.057,13.571,340.703,86.601,11.381,976.992,1.17833102,1.365,-9.461,302.866,302.866
52.935,1.928,1.924,237.474,-3.761,1.622,1.034,-0.126,13.639,340.744,86.295,11.395,977.012,1.17807162,1.737,-10.439,303.169,303.169
53.035,1.478,1.434,167.168,-13.928,-0.319,1.398,-0.356,14.665,341.354,80.828,11.41,977.005,1.17385924,1.582,-10.322,302.981,302.981
53.135,0.907,0.829,166.05,-24.027,-0.2,0.804,-0.369,14.891,341.487,79.553,11.39,977.0,1.17293906,1.753,-9.088,302.457,302.457
53.235,2.988,2.892,213.336,-14.516,1.589,2.416,-0.749,14.888,341.486,79.629,11.402,977.003,1.1729486,2.154,-10.142,302.715,302.715
53.335,3.609,3.607,236.717,1.954,3.015,1.979,0.123,14.65,341.345,80.903,11.41,977.005,1.17391801,1.726,-11.291,302.511,302.511
53.435,3.901,3.901,249.728,0.0,3.659,1.351,0.0,14.027,340.975,84.259,11.414,977.015,1.17647731,1.967,-10.596,302.614,302.614
53.535,2.182,2.175,249.454,4.656,2.037,0.763,0.177,13.759,340.815,85.67,11.402,977.0,1.17756283,1.697,-10.806,301.743,301.743
53.635,1.075,1.034,164.17,-15.967,-0.282,0.995,-0.296,14.55,341.286,81.428,11.41,977.012,1.17433548,1.777,-12.721,303.06,303.06
53.735,1.85,1.838,148.543,-6.453,-0.959,1.568,-0.208,15.133,341.631,78.431,11.411,977.004,1.17194927,1.397,-12.924,303.347,303.347
53.834,1.964,1.685,188.322,-30.886,0.244,1.668,-1.008,15.055,341.583,78.699,11.386,976.986,1.17225671,1.587,-12.214,302.153,302.153
