Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],tvec_x [m],tvec_y [m],tvec_z [m],rvec_x [rad],rvec_y [rad],rvec_z [rad],qx,qy,qz,qw
90.119,525.652,3.501,-0.19,66.881,0.445,30.158,-6.721,67.466,67.421,0.004,0.5,-0.540938585,0.317959531,5.252383608,2.95683897,0.077921431,-0.534661958,0.981444696,0.025863964,-0.177466933,0.067844321
90.236,526.105,3.817,-0.176,66.939,0.486,30.193,-6.346,67.466,67.419,-0.006,0.5,-0.476165572,0.219708744,5.346833339,3.056057726,0.094295886,-0.435947457,0.989167116,0.030521148,-0.141104955,0.0265757
90.355,526.556,3.8,-0.187,66.996,0.484,30.154,-6.486,67.466,67.406,-0.046,0.5,-0.407347631,0.202389212,5.108627864,-3.075096698,-0.13651538,0.521773357,0.984918333,0.043724316,-0.167118044,-0.009778587
90.471,527.037,4.117,-0.112,67.057,0.524,30.17,-2.887,67.466,67.397,-0.057,0.5,-0.343404385,0.287326238,5.183955009,3.02210401,0.084840005,-0.573034166,0.981610143,0.027556897,-0.18612733,0.032229839
90.589,527.482,3.88,-0.171,67.114,0.494,30.17,-6.795,67.466,67.414,0.022,0.5,-0.299104911,0.329210206,5.175416225,2.978444443,0.09367604,-0.514262437,0.983243331,0.030924311,-0.169768186,0.058779263
90.703,527.955,4.221,-0.124,67.174,0.537,30.165,-5.245,67.466,67.404,-0.019,0.5,-0.228084865,0.290862767,5.172043647,2.979506939,0.096506696,-0.534979286,0.982193133,0.031813389,-0.176355683,0.056420124
90.821,528.401,4.18,-0.109,67.231,0.532,30.158,-6.566,66.716,67.411,0.012,2,-0.178203844,0.239615485,5.233304667,2.948033516,0.087917262,-0.500431439,0.982696713,0.029306317,-0.166813684,0.074976701
90.938,528.86,3.973,-0.116,67.289,0.506,30.179,-3.191,66.716,67.399,-0.031,2,-0.105165822,0.234560956,5.140928554,-3.017230833,-0.142814028,-0.58744211,0.980003316,0.046386315,0.19080251,-0.032190266
91.052,529.051,-1.72,0.423,67.314,-0.219,30.131,16.842,66.716,67.344,-0.208,2,-0.033768552,0.300829607,5.25377616,2.974696091,0.076599382,-0.449207269,0.986310605,0.025397816,-0.148942238,0.066049611
91.172,528.346,-10.836,0.468,67.224,-1.379,30.008,19.803,66.716,67.324,-0.194,2,-0.104408103,0.377751361,5.27496804,3.032685046,0.098237275,0.561879869,0.982386333,0.031822281,0.182011352,0.027862218
91.289,526.72,-14.295,-0.014,67.017,-1.819,30.156,-0.764,66.716,67.297,-0.206,2,-0.279167753,0.363680156,5.20928235,2.974435751,0.103634097,0.64890854,0.975342819,0.033982503,0.212782638,0.047698254
91.406,525.338,-8.329,-0.191,66.841,-1.06,30.199,-7.426,66.716,67.411,0.255,2,-0.56572054,0.269083349,5.16087196,2.950190655,0.103081321,-0.627032996,0.975709643,0.034091844,-0.207377154,0.06183166
91.524,524.66,-3.817,-0.017,66.755,-0.486,30.183,-0.87,66.716,67.415,0.167,2,-0.655320036,0.214465393,5.246721802,2.978301597,0.083448511,-0.515105001,0.983284091,0.027550465,-0.170061539,0.058927422
91.641,524.354,-0.829,-0.065,66.716,-0.105,30.206,-3.199,66.716,67.436,0.172,2,-0.717394073,0.244938588,5.325297804,2.967744589,0.107996612,-0.514117577,0.982684675,0.035760023,-0.170235493,0.06381166
91.76,524.355,0.054,-0.037,66.716,0.007,30.174,-1.532,66.716,67.416,0.038,2,-0.698463548,0.301874582,5.329254612,2.959226566,0.104500606,-0.515151992,0.982310794,0.034688818,-0.171003926,0.067969464
91.883,524.355,-0.009,-0.055,66.716,-0.001,30.202,-1.629,66.716,67.386,-0.077,2,-0.669923019,0.281082573,5.191415575,2.981242564,0.09029941,-0.548484512,0.981598921,0.029731832,-0.18059309,0.05445835
91.998,524.355,-0.015,-0.058,66.716,-0.002,30.183,-1.843,67.466,67.377145,-0.047,0.5,-0.666721015,0.1746397,5.304695546,-2.92798349,-0.117055719,-0.853483069,0.958378211,0.038314304,0.279359354,-0.0447389
92.121,524.355,-0.054,-0.07,66.716,-0.007,30.188,-3.141,67.466,67.376,-0.063,0.5,-0.657146914,0.120339557,5.305596662,-2.922239892,-0.113105055,-0.850119932,0.958424034,0.037095724,0.278818784,-0.048035027
92.237,524.581,4.095,-0.357,66.745,0.521,30.131,-11.676,67.466,67.385,-0.01,0.5,-0.640436265,0.179053727,5.312451515,2.974659204,0.111856882,-0.409379763,0.987660435,0.037139252,-0.135924207,0.068353132
92.354,525.139,4.376,-0.088,66.816,0.557,30.165,-3.551,67.466,67.336,-0.173,0.5,-0.518142585,0.257129426,5.240604148,2.967391452,0.082478581,-0.41654735,0.987351999,0.027443427,-0.138599462,0.071924106
92.475,525.606,3.472,-0.198,66.875,0.442,30.154,-7.033,67.466,67.255,-0.374,0.5,-0.377215932,0.247574708,4.849770651,2.978107409,0.019651955,-0.43753311,0.987222103,0.006514488,-0.145039214,0.06567882
92.591,526.071,4.16,-0.115,66.934,0.529,30.161,-6.485,67.466,67.274,-0.165,0.5,-0.344827403,0.208699752,5.343509302,-3.063937993,-0.080549606,-0.591930545,0.981469131,0.025802399,0.189612701,-0.009980186
92.713,526.522,3.936,-0.148,66.992,0.501,30.172,-7.834,67.466,67.232,-0.247,0.5,-0.240326392,0.161694026,5.314395367,2.965863243,0.016500855,-0.343411101,0.99033292,0.005509809,-0.114668577,0.077855422
92.827,527.012,4.116,-0.129,67.054,0.524,30.174,-4.217,67.466,67.204,-0.239,0.5,-0.151083693,0.249806119,5.264282134,-3.085308166,-0.053031229,-0.516182731,0.986129506,0.016949898,0.164982879,-0.006476669
92.946,527.46,4.025,-0.161,67.111,0.512,30.174,-6.879,67.466,67.211,-0.121,0.5,-0.099286224,0.336381544,5.319754524,-3.043207563,-0.042575511,-0.438326878,0.989140722,0.013838416,0.142470389,-0.033336459
93.066,527.926,4.209,-0.105,67.17,0.536,30.188,-4.996,67.466,67.21,-0.076,0.5,-0.035446505,0.346503205,5.343908322,3.001639259,-0.097104641,-0.21624756,0.994771203,-0.032181382,-0.071666455,0.06525743
93.182,528.401,4.103,-0.108,67.231,0.522,30.158,-6.324,66.716,67.221,-0.012,2,0.010939546,0.274515853,5.181834876,3.091463208,-0.078550768,0.449007375,0.989269296,-0.025136273,0.143682515,0.008352422
93.298,528.851,4.055,-0.102,67.288,0.516,30.167,-4.238,66.716,67.228,0.017,2,0.057211696,0.215482336,5.191826482,3.058817568,0.011046448,0.515725182,0.9858832,0.003560365,0.16622266,0.01979057
93.414,529.038,-1.869,0.391,67.312,-0.238,30.12,16.791,66.716,67.202,-0.078,2,0.111252408,0.240031954,5.169710175,-3.063049043,0.065197439,-0.51529501,0.985776305,-0.02098239,0.165836591,-0.017408093
93.531,528.314,-10.781,0.454,67.22,-1.372,29.966,20.042,66.716,67.18,-0.122,2,0.035855929,0.307961571,5.26513006,2.981387831,0.026194888,-0.465632859,0.986088632,0.008663912,-0.154007226,0.06193481
93.648,526.71,-14.377,-0.013,67.016,-1.829,30.149,-0.656,66.716,67.166,-0.121,2,-0.149041323,0.286768357,5.17453799,2.97313509,-0.090668206,-0.483421043,0.984569446,-0.030025257,-0.160087441,0.063980475
93.768,525.331,-8.22,-0.168,66.84,-1.046,30.229,-8.139,66.716,67.29,0.341,2,-0.446127386,0.170437153,5.181185212,3.008498264,0.050988046,-0.609476523,0.979328115,0.016597659,-0.198397154,0.035770517
93.885,524.648,-3.919,-0.015,66.753,-0.499,30.172,-0.585,66.716,67.293,0.217,2,-0.537019057,0.091577133,5.226041378,2.958620823,0.050783709,-0.492932325,0.983785395,0.016886338,-0.163907324,0.070820458
94,524.35,-0.831,-0.096,66.715,-0.106,30.218,-4.062,66.716,67.315,0.205,2,-0.599808218,0.119231477,5.170371198,2.982973721,0.06382841,-0.627391247,0.977324745,0.020912382,-0.205554942,0.046326882
94.117,524.354,0.06,-0.048,66.716,0.008,30.199,-1.64,66.716,67.306,0.092,2,-0.590529582,0.20608135,5.168136879,-2.951788535,0.041132892,-0.928937999,0.953534179,-0.013287408,0.300080484,-0.02340338
94.243,524.352,0.037,-0.054,66.716,0.005,30.188,-2.082,66.716,67.346,0.187,2,-0.630692768,0.266273171,5.250836049,2.962287437,-0.115097251,-0.572869328,0.979264178,-0.038048507,-0.18937744,0.061075089
94.359,524.352,-0.04,-0.054,66.716,-0.005,30.19,-1.744,67.466,67.356,0.145,0.5,-0.636671362,0.202300887,5.182267268,2.982575729,0.006167375,-0.61598393,0.978200532,0.002022725,-0.202025317,0.048014563
94.477,524.352,0.009,-0.062,66.716,0.001,30.199,-2.919,67.466,67.376,0.156,0.5,-0.663364114,0.157747487,5.334360217,2.974165064,0.019804455,-0.352272302,0.990371195,0.006594712,-0.117303624,0.073220657
94.592,524.553,3.879,-0.369,66.741,0.494,30.108,-12.713,67.466,67.391,0.146,0.5,-0.654887392,0.201324576,5.158007667,2.933793222,-0.074364955,-0.612377154,0.976078152,-0.024741351,-0.203738954,0.071761727
94.707,525.111,4.406,-0.092,66.812,0.561,30.17,-3.012,67.466,67.382,0.058,0.5,-0.566931159,0.29284201,5.120432571,2.943306095,0.067583655,-0.688861149,0.971751126,0.022313171,-0.227431866,0.058962849
94.826,525.573,3.962,-0.129,66.871,0.504,30.177,-7.311,67.466,67.381,0.031,0.5,-0.507778841,0.337059286,5.083975376,-2.951139164,-0.154341737,-0.990652539,0.946776604,0.049515505,0.317818508,-0.012396494
94.941,526.03,3.84,-0.173,66.929,0.489,30.14,-5.47,67.466,67.389,0.046,0.5,-0.456609209,0.27017993,5.027406158,2.932484155,0.093034228,-0.790903936,0.96377121,0.030576026,-0.259933355,0.051427741
95.06,526.478,3.9,-0.167,66.986,0.496,30.136,-6.873,67.466,67.406,0.085,0.5,-0.424482464,0.200264008,5.106696922,2.982803025,0.069460527,-0.69417687,0.972975503,0.022657678,-0.22643704,0.039135246
95.178,526.959,4.235,-0.127,67.047,0.539,30.19,-5.799,67.466,67.407,0.056,0.5,-0.359186448,0.195531283,5.172052326,2.955830083,0.060416606,-0.681726121,0.972817412,0.019884203,-0.224368459,0.053755889
95.295,527.42,3.785,-0.174,67.106,0.482,30.174,-5.258,67.466,67.386,-0.037,0.5,-0.283810089,0.267721048,5.175240633,2.938742094,0.055664292,-0.696958488,0.97107053,0.018393568,-0.230301206,0.060374312
95.415,527.875,4.332,-0.097,67.164,0.551,30.161,-5.89,67.466,67.394,0.004,0.5,-0.229193716,0.271165412,5.156905895,-2.976722854,-0.115943563,-0.812443,0.963684393,0.037535574,0.263020334,-0.026903068
95.531,528.35,3.866,-0.145,67.224,0.492,30.165,-5.822,0,67.374,-0.062,14,-0.153483563,0.173677245,5.147455736,-2.958901196,-0.10800782,-0.784528111,0.965254931,0.035234391,0.255929339,-0.039263596
95.646,528.802,3.852,-0.116,67.282,0.49,30.17,-4.341,0,67.372,0.29,14,-0.093762034,0.101952454,5.09332166,3.000635601,0.140415604,0.907460063,0.956225389,0.044746842,0.289184182,0.001798691
95.767,528.983,-2.108,0.381,67.305,-0.268,30.129,15.288,0,67.315,0.107,14,-0.005022865,0.123176826,5.205206467,2.911597997,0.108945756,-0.628273089,0.97368541,0.036433221,-0.210104671,0.080407518
95.899,528.233,-10.465,0.491,67.209,-1.332,29.971,18.341,0,67.259,-0.347,14,-0.048352198,0.205006838,5.211594612,2.856959716,0.128960822,-0.622907576,0.97048005,0.043806675,-0.211595345,0.107130096
96.024,526.238,-18.768,0.431,66.956,-2.388,29.873,17.273,0,67.196,-0.998,14,-0.243352748,0.274222897,5.089264636,-2.91863263,-0.178784006,-0.883642291,0.954554217,0.058472253,0.288999879,-0.043431699
96.156,523.38,-26.543,0.399,66.592,-3.377,29.829,16.054,0,66.922,-2.31,14,-0.329853694,0.223554522,4.926710285,2.874869229,0.050450864,-0.830692328,0.95790876,0.016810269,-0.276787358,0.074276381
96.287,519.35,-35.037,0.402,66.079,-4.458,29.681,18.059,0,66.179,-4.262,14,-0.09657398,0.145498041,4.347526277,2.980316679,0.05838844,-0.628593683,0.977186441,0.019144406,-0.206103341,0.047555916
96.409,514.297,-43.109,0.354,65.436,-5.485,29.59,18.824,0,65.396,-5.055,-5.055,0.040677234,0.164812586,3.935413163,2.912633863,0.092146215,-0.453889718,0.983027499,0.031099777,-0.153189895,0.096034349
96.532,508.659,-48.907,0.439,64.719,-6.223,29.432,18.046,0,64.619,-5.57,-5.57,0.101412001,0.21278062,3.818024795,-2.994775097,-0.115144982,0.19887185,0.994695839,0.038244686,-0.066054043,-0.068952118
96.672,502.76,-44.026,-0.386,63.968,-5.602,30.455,-14.196,0,63.868,-5.779,-5.779,0.097200021,0.205427033,3.728190164,2.88310433,0.080067177,-0.400690365,0.983584125,0.027315281,-0.136697336,0.11458614
96.797,496.801,-43.199,0.122,63.21,-5.496,29.925,10.959,0,62.9,-6.179,-6.179,0.305312634,0.128141779,3.772598856,-2.915904358,0.010570615,0.346089148,0.987801247,-0.003580936,-0.117242286,-0.102421286
96.919,491.168,-44.765,0.206,62.494,-5.696,29.841,9.413,0,61.904,-6.927,-6.927,0.591331295,0.066807243,3.793351948,-2.925642531,0.163710483,-0.020351207,0.99284692,-0.055556838,0.006906392,-0.105454884
97.041,485.339,-50.611,0.162,61.752,-6.44,29.861,3.433,0,60.892,-7.457,-7.466,0.86369066,0.041430944,3.679394948,-2.852451247,0.326894621,0.703630312,0.960794596,-0.11010831,-0.237004647,-0.092621282
97.165,479.083,-53.321,0.374,60.956,-6.784,29.459,14.956,0,59.886,-7.786,-7.999,1.068565194,-0.023041574,3.598100747,2.910290853,-0.300565026,-0.076635652,0.98863781,-0.10210318,-0.026033447,0.107202991
97.288,471.939,-60.502,0.245,60.047,-7.698,29.574,7.705,0,58.747,-8.321,-8.738,1.300962772,-0.215255436,3.504718417,2.917646222,-0.291738685,0.063059549,0.989395772,-0.098930782,0.021383967,0.104170211
97.412,464.323,-64.402,0.221,59.078,-8.194,29.658,6.992,0,57.598,-8.764,-9.417,1.475262883,-0.441182198,3.53268568,2.926461647,-0.261584333,0.104870195,0.990342748,-0.088522652,0.035489082,0.100625573
97.539,456.115,-67.799,0.262,58.034,-8.626,29.357,14.605,0,56.404,-9.086,-9.977,1.634594527,-0.6062264,3.659470208,2.94763521,-0.122373818,0.01489347,0.994555761,-0.041289908,0.005025176,0.095544389
97.662,446.88,-76.134,0.377,56.859,-9.687,29.309,8.278,0,55.169,-9.271,-10.422,1.69251236,-0.680248196,3.741493803,2.898734693,-0.027933364,-0.023539138,0.99257168,-0.009564817,-0.008060166,0.121016558
97.785,437.451,-79.064,0.316,55.659,-10.06,29.272,8.856,0,53.939,-9.648,-10.992,1.721435898,-0.831284895,3.854444534,2.89560082,0.142877956,-0.056664784,0.991297935,0.048913725,-0.019398973,0.120662885
97.905,427.452,-82.399,0.292,54.387,-10.484,29.311,7.79,0,52.737,-9.687,-11.221,1.654051208,-1.033670322,3.789081999,2.832843103,0.271487674,-0.133294112,0.983722976,0.09427584,-0.046287237,0.145803512
98.025,417.284,-87.003,0.249,53.093,-11.07,29.27,7.831,0,51.533,-9.77,-11.405,1.55557275,-1.13696801,3.663672637,2.866247927,0.326866831,-0.0528607,0.985248722,0.112357736,-0.018170423,0.127790968
98.143,406.693,-88.469,0.112,51.745,-11.256,29.592,8.137,0,50.375,-9.768,-11.499,1.374079672,-1.181616685,3.639917206,2.856837023,0.323673394,-0.099425668,0.984360722,0.11152592,-0.03425842,0.131993554
98.261,396.133,-88.663,0.062,50.402,-11.281,29.539,10.122,0,49.272,-9.616,-11.366,1.125161974,-1.157308356,3.521552836,2.835376363,0.273840022,-0.099851246,0.984226774,0.095056404,-0.034660749,0.145122601
98.379,385.487,-90.153,0.193,49.047,-11.471,29.491,2.839,0,48.147,-9.577,-11.236,0.904556381,-1.186275719,3.340449601,2.795847872,0.211998214,-0.089850665,0.982571318,0.074504542,-0.031577071,0.167348639
98.494,374.846,-89.991,0.114,47.693,-11.45,29.77,1.149,0,47.045645,-9.577,-9.577,,,,,,,,,,
98.606,364.801,-88.778,0.054,46.415,-11.296,29.777,0.573,0,45.973021,-9.577,-9.577,,,,,,,,,,
98.72,355.264,-82.16,-0.251,45.202,-10.454,30.506,-10.752,0,44.881243,-9.577,-9.577,,,,,,,,,,
98.83,346.409,-75.027,-0.087,44.075,-9.546,30.339,-6.674,0,43.827773,-9.577,-9.577,,,,,,,,,,
98.945,338.306,-74.828,0.189,43.044,-9.521,29.695,7.274,0,42.726418,-9.577,-9.577,,,,,,,,,,
99.058,329.717,-75.001,0.107,41.951,-9.543,29.651,7.795,0,41.644217,-9.577,-9.577,,,,,,,,,,
99.172,321.208,-75.063,0.076,40.869,-9.551,29.772,4.171,0,40.552439,-9.577,-9.577,,,,,,,,,,
99.286,312.641,-73.965,0.132,39.779,-9.411,29.72,8.117,0,39.460661,-9.577,-9.577,,,,,,,,,,
99.403,304.086,-74.05,0.122,38.69,-9.422,29.692,8.826,0,38.340152,-9.577,-9.577,,,,,,,,,,
99.523,295.298,-75.864,0.1,37.572,-9.652,29.72,3.249,0,37.190912,-9.577,-9.577,,,,,,,,,,
99.641,286.283,-75.779,0.098,36.425,-9.642,29.733,3.837,0,36.835,-9.335,-9.335,-0.414076322,-1.809446972,4.264570779,2.86485757,0.005298032,-0.077919648,0.990147877,0.001831098,-0.026930475,0.137399336
99.758,277.425,-75.428,0.22,35.298,-9.597,29.626,1.979,0,35.768,-9.227,-9.227,-0.467608701,-1.730782953,4.092988485,2.841087211,0.022736834,-0.198987851,0.986805885,0.007897273,-0.069115225,0.146201448
99.878,268.8,-73.872,0.028,34.201,-9.399,29.893,3.11,0,34.66076,-9.227,-9.227,,,,,,,,,,
100,260.141,-71.178,0.098,33.099,-9.056,29.733,7.072,0,33.535066,-9.227,-9.227,,,,,,,,,,
100.12,251.333,-73.346,0.18,31.978,-9.332,29.704,3.807,0,32.427826,-9.227,-9.227,,,,,,,,,,
100.239,242.642,-71.261,0.102,30.872,-9.067,29.738,8.57,0,31.562,-9.049,-8.754,-0.689118268,-1.845604964,4.434733774,-1.989637348,0.01960255,-0.428157085,-0.831789301,0.008195057,-0.178995676,0.525376005
100.361,234.034,-71.758,0.106,29.777,-9.13,29.706,6.84,0,30.517,-8.924,-8.506,-0.741958625,-1.862809565,4.562724434,2.813293309,-0.00221711,-0.127282338,0.985783144,-0.000776879,-0.044599965,0.161993307
100.486,225.508,-67.554,0.057,28.692,-8.595,29.934,3.277,0,29.562,-8.511,-8.047,-0.866659846,-1.468847498,5.258982036,2.664853093,0.07966551,-0.0566316,0.971282232,0.029036383,-0.020641013,0.235248086
100.609,217.174,-65.482,0.055,27.632,-8.332,29.864,3.588,0,28.402,-8.817,-8.136,-0.769890224,-0.882949415,5.110212477,2.622916605,0.057827228,-0.10932449,0.965859463,0.021294225,-0.040257511,0.255032129
100.729,209.289,-63.31,0.025,26.629,-8.055,29.962,2.567,0,27.289,-8.91,-8.128,-0.664027064,-1.721639792,4.797991852,2.858635469,0.118538762,-0.159162451,0.988109572,0.040973844,-0.055015739,0.13760046
100.852,201.798,-64.665,0.138,25.676,-8.228,29.692,7.149,0,26.266,-8.784,-8.005,-0.586042741,-1.602912473,4.934492326,2.827042192,0.160714003,-0.245080536,0.983544836,0.05591336,-0.08526498,0.149141326
100.971,193.875,-65.336,0.135,24.668,-8.313,29.827,0.585,0,25.138,-8.908,-8.133,-0.471767406,-0.906772061,5.080884113,-2.362138529,-0.202163265,-0.501624798,0.912576527,0.078102723,0.193795161,-0.35149322
101.093,186.386,-63.422,0.232,23.715,-8.069,29.736,3.962,0,24.125,-8.707,-8.014,-0.412398989,-0.652653218,5.493171147,2.645393387,0.379215204,-0.365695635,0.956645888,0.137134487,-0.132245445,0.220304154
101.215,178.634,-62.573,0.205,22.728,-7.961,29.672,8.901,0,23.018,-8.896,-8.316,-0.289647666,-0.743698674,5.594873584,-2.453617464,-0.428276821,-0.569042016,0.919334586,0.160469062,0.213211723,-0.289161477
101.335,170.865,-64.341,0.145,21.74,-8.186,29.834,2.991,0,21.95,-8.812,-8.392,-0.210086934,-0.725649511,5.60982969,2.778150261,0.619344397,-0.361424776,0.959298782,0.2138604,-0.12480043,0.135773448
101.456,163.202,-65.094,0.164,20.765,-8.282,29.574,10.972,0,20.915,-8.746,-8.446,-0.150476236,-0.335746052,5.583533567,2.690331948,0.712536462,-0.407893007,0.943558999,0.249902318,-0.143057111,0.163645685
101.575,155.203,-65.849,0.094,19.747,-8.378,29.683,7.822,0,19.887,-8.666,-8.386,-0.139096961,-0.14116455,5.600066282,-2.649473496,-0.745196693,-0.510120055,0.932686743,0.262329507,0.179576136,-0.170385093
101.696,147.311,-67.162,0.122,18.743,-8.545,29.775,2.673,0,18.923,-8.447,-8.209,-0.176271139,-0.49457705,5.556748865,2.733726176,0.784756555,-0.156971442,0.949430182,0.272547984,-0.054516588,0.146040638
101.818,139.342,-66.579,0.165,17.729,-8.471,29.765,2.915,0,17.919,-8.385,-8.176,-0.188070204,-0.417346858,5.529256766,2.800940824,0.794389653,-0.222508426,0.953371166,0.270390643,-0.07573638,0.110617906
101.936,131.465,-63.928,0.162,16.727,-8.134,29.749,4.873,0,16.957,-8.185,-8.007,-0.233519541,0.021735371,5.43920253,2.846940716,0.829619554,-0.374608722,0.9497229,0.276756268,-0.124967296,0.076259794
102.057,123.988,-64.037,0.137,15.776,-8.148,29.706,5.091,0,16.016,-8.127,-7.936,-0.237589656,0.184873521,5.389878842,2.781624557,0.821608345,-0.473738685,0.941639014,0.278131882,-0.160370611,0.101192342
102.179,116.299,-63.394,0.079,14.797,-8.066,29.848,2.373,0,15.037,-8.094,-7.884,-0.239367006,-0.129404459,4.961986791,2.921994836,0.903579377,-0.381978783,0.947582563,0.293024495,-0.123873057,0.029654631
102.3,108.651,-60.968,0.128,13.824,-7.757,29.775,6.302,0,14.084,-7.957,-7.747,-0.260019863,-0.136240342,4.952827197,-2.978982656,-0.940389264,0.308962604,0.94898327,0.299569948,-0.098422977,-0.001232094
102.419,101.297,-62.529,0.073,12.889,-7.956,29.823,3.062,0,13.189,-7.787,-7.583,-0.30230691,0.236301699,5.323799619,2.939409802,0.907203973,0.44008737,0.94575794,0.291893754,0.141598536,0.017023809
102.538,93.993,-60.484,0.116,11.959,-7.696,29.823,4.266,0,12.299,-7.639,-7.423,-0.336845044,0.683433582,5.307762201,3.024711824,0.812242898,-0.150202755,0.96467078,0.259048477,-0.047904137,0.003060613
102.657,86.912,-60.239,0.151,11.058,-7.664,29.816,1.487,0,11.388,-7.63,-7.358,-0.326147738,0.45384107,5.25746681,2.712232673,0.648794999,0.288445716,0.953621252,0.22811638,0.10141754,0.168178204
102.775,79.981,-58.273,0.11,10.176,-7.414,29.772,4.096,0,10.516,-7.525,-7.237,-0.336231356,0.360026633,5.301671067,-2.945222151,-0.578662117,0.308862354,0.974204187,0.191406634,-0.10216377,-0.062066636
102.897,73.183,-56.823,0.107,9.311,-7.23,29.763,5.175,0,9.621,-7.549,-7.221,-0.305849359,1.338330607,4.674285554,2.484317592,0.35814251,0.070243353,0.940605974,0.135599001,0.026595359,0.310106431
103.016,66.246,-56.66,0.054,8.429,-7.209,29.834,4.949,0,8.709,-7.522,-7.183,-0.282447993,1.617724088,4.32600633,-3.108420368,-0.356143225,0.229580218,0.990834054,0.113523524,-0.073180546,-0.002212389
103.143,59.523,-55.449,0.192,7.573,-7.055,29.706,8.205,0,7.803,-7.553,-7.205,-0.233122881,1.557411597,4.524373734,2.312634462,0.291498575,0.067305329,0.911568135,0.114899616,0.026529655,0.393875349
103.262,52.368,-57.309,0.222,6.663,-7.292,29.727,3.486,0,6.833,-7.592,-7.257,-0.16649448,1.377362082,4.469841033,-2.881761418,-0.301601031,0.118705495,0.986488837,0.103244512,-0.040635441,-0.120536741
103.383,45.734,-54.282,-0.022,5.819,-6.907,30.019,-0.036,0,5.939,-7.568,-7.328,-0.124419235,1.306574672,4.442552257,-2.793277118,-0.253474867,0.122670315,0.981101845,0.089029713,-0.043086335,-0.166302278
103.504,39.441,-50.331,-0.039,5.018,-6.404,30.115,-2.585,0,5.078,-7.376,-7.256,-0.064092271,1.667321799,4.250353441,-2.929639982,-0.254911283,0.137072563,0.990297823,0.086166932,-0.046334246,-0.098684438
103.623,33.658,-44.551,-0.017,4.282,-5.668,30.067,0.213,0,4.200256,-7.376,-7.376,,,,,,,,,,
103.742,28.419,-43.372,-0.061,3.616,-5.518,30.115,-3.213,0,3.346,-7.312,-7.312,0.266223108,1.503384307,4.348204383,-2.888565291,-0.107514096,0.085018843,0.991096371,0.036889189,-0.029170837,-0.124564175
103.862,23.612,-37.505,-0.01,3.004,-4.772,30.131,-1.789,0,2.414,-7.527,-7.527,0.586822254,0.896974334,5.257588061,-2.738853532,0.056907123,0.147361891,0.978619843,-0.020333486,-0.052653882,-0.197780994
103.982,19.247,-34.356,-0.058,2.449,-4.371,30.136,-1.347,0,1.659,-7.059,-7.059,0.785894964,1.098607884,4.92807029,2.29238523,-0.056627779,-0.249492075,0.90847034,-0.022441541,-0.0988735,0.405465226
104.111,15.268,-30.52,-0.073,1.943,-3.883,30.151,-4.053,0,0.893,-6.771,-6.914,1.051865656,1.509494312,4.263774562,2.277801127,-0.184513955,-0.450791005,0.898339641,-0.072770269,-0.177787,0.395072348
104.233,11.556,-26.692,-0.087,1.47,-3.396,30.136,-4.19,0,0.08,-6.608,-6.925,1.390557456,0.882385844,4.397284461,-2.87795333,0.437810808,0.032016657,0.982016425,-0.149389985,-0.010924737,-0.114921814
104.36,8.459,-23.699,-0.191,1.076,-3.015,30.202,-8.129,0,-0.574,-6.093,-6.678,1.647881458,0.36819774,4.381144638,-2.737710608,0.522050689,0.055118212,0.966763416,-0.184350934,-0.019463807,-0.176080639
104.484,5.757,-19.171,-0.171,0.732,-2.439,30.177,-7.054,0,-1.218,-5.695,-6.533,1.950561424,0.658945905,4.114035137,-2.927364797,0.762181113,-0.007284527,0.96608899,-0.251535027,0.00240404,-0.05827876
104.612,3.612,-14.881,-0.188,0.46,-1.893,30.179,-8.45,0,-1.73,-5.081,-6.216,2.190452312,0.464154889,3.979707714,-2.908219202,0.913036181,0.013060411,0.953036522,-0.299206066,-0.004279955,-0.04667761
104.736,1.9,-11.423,-0.323,0.242,-1.453,30.186,-12.872,0,-2.138,-4.335,-5.783,2.380293962,-0.10566561,3.974214955,2.325556703,-0.752766425,-1.245557922,0.830944213,-0.268970825,-0.445050059,0.197779816
104.864,0.762,-6.888,-0.216,0.097,-0.876,30.126,-9.733,0,-2.353,-3.303,-5.078,2.445043781,0.073223573,3.963611376,2.763155057,-1.146122777,-0.130019383,0.920317486,-0.381736389,-0.043305247,0.073605098
104.995,0.103,-3.164,-0.203,0.013,-0.403,30.115,-9.81,0,-2.785693,-3.303,-3.303,,,,,,,,,,
105.12,-0.062,0.344,-0.169,-0.008,0.044,30.108,-6.391,0,-3.198568,-3.303,-3.303,,,,,,,,,,
105.245,-0.02,-0.024,-0.12,-0.003,-0.003,30.113,-4.459,0,-3.611443,-3.303,-3.303,,,,,,,,,,
105.372,-0.02,-0.037,-0.13,-0.003,-0.005,30.099,-4.488,0,-4.030924,-3.303,-3.303,,,,,,,,,,
105.499,-0.02,-0.012,-0.133,-0.003,-0.001,30.101,-4.87,0,-4.450405,-3.303,-3.303,,,,,,,,,,
105.632,-0.02,0.018,-0.129,-0.003,0.002,30.11,-4.885,0,-4.889704,-3.303,-3.303,,,,,,,,,,
