Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],tvec_x [m],tvec_y [m],tvec_z [m],rvec_x [rad],rvec_y [rad],rvec_z [rad],qx,qy,qz,qw
17.09,0,-0.012,-0.008,0,-0.002,30.238,-0.616,0,0,0,0,,,,,,,,,,
17.19,0,0.041,-0.017,0,0.005,30.254,-1.045,0,0,0,0,,,,,,,,,,
17.29,0,0.039,-0.01,0,0.005,30.229,-0.247,0,0,0,0,,,,,,,,,,
17.39,0,0.026,-0.02,0,0.003,30.254,-0.817,0,0,0,0,,,,,,,,,,
17.49,0,-0.006,-0.016,0,-0.001,30.241,-0.931,0,0,0,0,,,,,,,,,,
17.59,0,-0.001,-0.015,0,0,30.238,-0.66,0,0,0,0,,,,,,,,,,
17.69,0,-0.01,-0.018,0,-0.001,30.236,-0.089,0,0,0,0,,,,,,,,,,
17.791,0,-0.016,-0.008,0,-0.002,30.229,-0.547,0,0,0,0,,,,,,,,,,
17.891,0,-0.023,-0.016,0,-0.003,30.243,-0.463,0,0,0,0,,,,,,,,,,
17.991,0,0.01,-0.012,0,0.001,30.225,-0.495,0,0,0,0,,,,,,,,,,
18.091,0,0.001,-0.012,0,0,30.22,-0.658,0,0,0,0,,,,,,,,,,
18.191,0,0.028,-0.015,0,0.004,30.243,-0.565,0,0,0,0,,,,,,,,,,
18.291,0,0.017,-0.01,0,0.002,30.25,-0.586,0,0,0,0,,,,,,,,,,
18.391,0,0.006,-0.015,0,0.001,30.241,-0.481,0,0,0,0,,,,,,,,,,
18.491,0,-0.002,-0.015,0,0,30.227,-0.397,0,0,0,0,,,,,,,,,,
18.591,0,0.005,-0.014,0,0.001,30.238,-0.692,0,0,0,0,,,,,,,,,,
18.691,0,-0.037,-0.004,0,-0.005,30.241,-0.453,0,0,0,0,,,,,,,,,,
18.791,0,0.031,-0.014,0,0.004,30.266,-0.613,0,0,0,0,,,,,,,,,,
18.891,0,-0.013,-0.013,0,-0.002,30.236,-0.625,0,0,0,0,,,,,,,,,,
18.992,0,-0.023,-0.011,0,-0.003,30.22,-0.413,0,0,0,0,,,,,,,,,,
19.092,0,-0.029,-0.01,0,-0.004,30.238,0.027,0,0,0,0,,,,,,,,,,
19.192,0,0.01,-0.004,0,0.001,30.25,-0.442,0,0,0,0,,,,,,,,,,
19.292,0,-0.02,-0.009,0,-0.003,30.215,-0.057,0,0,0,0,,,,,,,,,,
19.392,0,0.003,-0.011,0,0,30.215,-0.347,0,0,0,0,,,,,,,,,,
19.492,0,0.025,-0.016,0,0.003,30.234,-0.431,0,0,0,0,,,,,,,,,,
19.592,0,0.022,-0.009,0,0.003,30.234,-0.354,0,0,0,0,,,,,,,,,,
19.692,0,-0.036,-0.012,0,-0.005,30.236,-0.343,0,0,0,0,,,,,,,,,,
19.792,0,-0.01,-0.009,0,-0.001,30.236,-0.817,67.761,0,0,1.235,,,,,,,,,,
19.892,0.113,3.619,-0.52,0.014,0.461,30.11,-21.426,67.761,0,0,0.047,,,,,,,,,,
19.992,0.609,3.623,0.292,0.077,0.461,30.231,10.118,67.761,0,0,0.045,,,,,,,,,,
20.092,0.699,-0.324,0.023,0.089,-0.041,30.234,0.644,67.761,0,0,0.079,,,,,,,,,,
20.192,0.706,0.233,-0.042,0.09,0.03,30.22,-2.082,0.09,0,0,0,,,,,,,,,,
20.292,0.706,0.01,-0.025,0.09,0.001,30.225,-0.492,0.09,0,0,0,,,,,,,,,,
20.392,0.706,-0.022,-0.026,0.09,-0.003,30.231,-0.711,0.09,0,0,0,,,,,,,,,,
20.493,0.707,-0.007,-0.012,0.09,-0.001,30.213,-0.603,0.09,0,0,0,,,,,,,,,,
20.593,0.707,0.047,-0.019,0.09,0.006,30.227,-0.532,0.09,0,0,0,,,,,,,,,,
20.693,0.707,-0.013,-0.012,0.09,-0.002,30.222,-0.547,0.09,0,0,0,,,,,,,,,,
20.793,0.707,-0.006,-0.022,0.09,-0.001,30.231,-0.828,67.761,0,0,2.215,,,,,,,,,,
20.893,0.823,3.514,-0.578,0.105,0.447,30.138,-21.303,67.761,0,0,1.753,,,,,,,,,,
20.993,1.606,11.775,-0.558,0.204,1.498,29.966,-23.311,67.761,0,0,1.759,,,,,,,,,,
21.093,3.044,15.899,-0.099,0.387,2.023,30.12,-4.653,67.761,0,0,1.761,,,,,,,,,,
21.193,4.557,14.403,-0.037,0.58,1.832,30.193,-3.028,67.761,0,0,1.775,,,,,,,,,,
21.293,5.923,14.182,-0.13,0.754,1.804,30.156,-6.223,67.761,0,0,1.277,,,,,,,,,,
21.393,7.153,10.204,0.051,0.91,1.298,30.236,1.545,67.761,0,0,0.828,,,,,,,,,,
21.493,7.939,6.017,0.023,1.01,0.766,30.236,0.307,67.761,0,0,0.868,,,,,,,,,,
21.593,8.483,6.169,-0.283,1.079,0.785,30.147,-10.686,67.761,0,0,1.091,,,,,,,,,,
21.693,9.244,8.904,-0.289,1.176,1.133,30.122,-11.454,67.761,0,0,1.002,,,,,,,,,,
21.793,10.134,8.27,-0.068,1.289,1.052,30.19,-3.622,67.761,0,0,1.042,,,,,,,,,,
21.893,10.936,8.311,-0.159,1.391,1.058,30.183,-6.686,67.761,0,0,1.077,,,,,,,,,,
21.993,11.762,8.537,-0.199,1.497,1.086,30.165,-8.029,67.761,0,0,1.016,,,,,,,,,,
22.093,12.594,7.854,-0.156,1.602,0.999,30.179,-6.04,67.761,0,0,1.067,,,,,,,,,,
22.194,13.415,8.36,-0.174,1.707,1.064,30.177,-7.644,67.761,0,0,1.094,,,,,,,,,,
22.294,14.274,8.688,-0.137,1.816,1.105,30.167,-7.193,67.761,0,0,1.055,,,,,,,,,,
22.394,15.127,8.346,-0.127,1.925,1.062,30.186,-5.874,67.761,0,0,1.02,,,,,,,,,,
22.494,15.929,8.274,-0.113,2.027,1.053,30.202,-3.962,67.761,0,0,1.076,,,,,,,,,,
22.594,16.748,8.409,-0.163,2.131,1.07,30.172,-7.456,67.761,0,0,1.06,,,,,,,,,,
22.694,17.603,8.331,-0.127,2.24,1.06,30.188,-5.467,67.761,0,0,1.146,,,,,,,,,,
22.795,18.476,8.951,-0.149,2.351,1.139,30.197,-5.796,67.761,0,0,1.135,,,,,,,,,,
22.895,19.385,9.132,-0.091,2.466,1.162,30.211,-3.527,67.761,0,0,1.151,,,,,,,,,,
22.994,20.285,8.974,-0.128,2.581,1.142,30.197,-4.476,67.761,0,0,1.018,,,,,,,,,,
23.095,21.13,7.787,-0.049,2.688,0.991,30.211,-3.6,67.761,0,0,1.084,,,,,,,,,,
23.195,21.929,8.715,-0.121,2.79,1.109,30.179,-5.138,67.761,0,0,1.16,,,,,,,,,,
23.295,22.82,9.363,-0.103,2.904,1.191,30.186,-4.77,67.761,0,0,1.144,,,,,,,,,,
23.395,23.745,8.949,-0.105,3.021,1.139,30.195,-4.208,67.761,0,0,1.183,,,,,,,,,,
23.495,24.658,9.028,-0.117,3.137,1.149,30.19,-5.101,67.761,0,0,1.488,,,,,,,,,,
23.595,25.69,11.374,-0.265,3.269,1.447,30.145,-9.663,67.761,0,0,1.464,,,,,,,,,,
23.696,26.914,12.676,-0.001,3.424,1.613,30.204,-0.433,67.761,0,0,1.438,,,,,,,,,,
23.796,28.066,11.457,-0.07,3.571,1.458,30.183,-4.538,67.761,0,0,1.472,,,,,,,,,,
23.896,29.185,11.23,-0.17,3.713,1.429,30.172,-5.53,67.761,0,0,1.434,,,,,,,,,,
23.996,30.319,11.136,-0.117,3.858,1.417,30.177,-3.632,67.761,0,0,1.413,,,,,,,,,,
24.096,31.427,11.045,-0.185,3.999,1.405,30.167,-7.455,67.761,0,0,1.776,,,,,,,,,,
24.196,32.639,13.413,-0.382,4.153,1.707,30.021,-15.619,67.761,0,0,2.028,,,,,,,,,,
24.296,34.185,16.066,-0.29,4.35,2.044,30.058,-10.209,67.761,0,0,1.86,,,,,,,,,,
24.396,35.775,14.958,-0.075,4.552,1.903,30.17,-3.899,67.761,0,0,1.811,,,,,,,,,,
24.496,37.177,13.335,-0.209,4.73,1.697,30.156,-8.64,67.761,0,0,1.716,,,,,,,,,,
24.596,38.517,13.264,-0.198,4.901,1.688,30.138,-7.652,67.761,0,0,1.644,,,,,,,,,,
24.696,39.808,12.93,-0.184,5.065,1.645,30.142,-8.421,67.761,0,0,1.748,,,,,,,,,,
24.796,41.131,13.486,-0.269,5.233,1.716,30.094,-12.392,67.761,0,0,1.657,,,,,,,,,,
24.896,42.478,13.145,-0.126,5.405,1.673,30.142,-5.445,67.761,0,0,1.667,,,,,,,,,,
24.996,43.767,13.115,-0.177,5.569,1.669,30.115,-7.214,67.761,0,0,1.662,,,,,,,,,,
25.096,45.07,13.227,-0.174,5.735,1.683,30.133,-7.158,67.761,0,0,1.653,,,,,,,,,,
25.196,46.37,13.225,-0.18,5.9,1.683,30.142,-6.546,67.761,0,0,2.083,,,,,,,,,,
25.297,47.806,15.923,-0.433,6.083,2.026,29.953,-18.183,67.761,0,0,2.158,,,,,,,,,,
25.397,49.547,17.854,-0.174,6.304,2.272,30.081,-8.082,67.761,0,0,2.315,,,,,,,,,,
25.497,51.362,18.352,-0.225,6.535,2.335,30.078,-7.026,67.761,0,0,2.376,,,,,,,,,,
25.597,53.227,18.662,-0.205,6.772,2.375,30.065,-9.651,67.761,0,0,2.327,,,,,,,,,,
25.697,55.078,18.452,-0.167,7.008,2.348,30.106,-7.14,67.761,0,0,2.256,,,,,,,,,,
25.797,56.854,17.343,-0.196,7.234,2.207,30.106,-5.673,67.761,0,0,2.049,,,,,,,,,,
25.897,58.525,15.687,-0.12,7.446,1.996,30.138,-5.414,67.761,0,0,2.139,,,,,,,,,,
25.997,60.134,16.535,-0.255,7.651,2.104,30.056,-11.76,67.761,0,0,2.023,,,,,,,,,,
26.097,61.765,16.018,-0.129,7.859,2.038,30.117,-6.533,67.761,0,0,2.119,,,,,,,,,,
26.197,63.388,16.59,-0.196,8.065,2.111,30.094,-5.23,67.761,0,0,2.202,,,,,,,,,,
26.297,65.105,17.56,-0.188,8.284,2.234,30.09,-7.476,67.761,0,0,2.131,,,,,,,,,,
26.397,66.82,16.584,-0.152,8.502,2.11,30.136,-3.868,67.761,0,0,2.347,,,,,,,,,,
26.497,68.567,18.423,-0.226,8.724,2.344,30.056,-10.158,67.761,0,0,2.572,,,,,,,,,,
26.597,70.53,20.344,-0.234,8.974,2.588,30.056,-8.357,67.761,0,0,2.407,,,,,,,,,,
26.697,72.532,18.959,-0.045,9.229,2.412,30.174,-1.321,67.761,0,0,2.447,,,,,,,,,,
26.797,74.412,19.123,-0.161,9.468,2.433,30.11,-5.336,67.761,0,0,2.528,,,,,,,,,,
26.897,76.355,19.766,-0.181,9.715,2.515,30.088,-5.364,67.761,0,0,2.533,,,,,,,,,,
26.997,78.363,20.003,-0.128,9.971,2.545,30.12,-4.11,67.761,0,0,2.451,,,,,,,,,,
27.098,80.333,18.981,-0.121,10.221,2.415,30.165,-2.957,67.761,0,0,2.448,,,,,,,,,,
27.198,82.23,18.834,-0.171,10.462,2.396,30.101,-7.145,67.761,0,0,2.425,,,,,,,,,,
27.298,84.133,18.688,-0.166,10.705,2.378,30.124,-6.863,67.761,0,0,2.409,,,,,,,,,,
27.398,86.022,18.997,-0.097,10.945,2.417,30.136,-3.931,67.761,0,0,2.421,,,,,,,,,,
27.498,87.907,19.402,-0.115,11.185,2.469,30.117,-4.028,67.761,0,0,2.443,,,,,,,,,,
27.598,89.816,19.165,-0.19,11.428,2.438,30.088,-6.382,67.761,0,0,2.432,,,,,,,,,,
27.698,91.729,18.833,-0.16,11.671,2.396,30.117,-6.413,67.761,0,0,2.542,,,,,,,,,,
27.798,93.679,19.484,-0.251,11.919,2.479,30.049,-9.25,67.761,0,0,2.443,,,,,,,,,,
27.898,95.641,18.803,-0.148,12.169,2.392,30.094,-7.04,67.761,0,0,2.435,,,,,,,,,,
27.998,97.536,18.965,-0.147,12.41,2.413,30.106,-7.22,67.761,0,0,2.395,,,,,,,,,,
28.098,99.412,19.068,-0.165,12.649,2.426,30.094,-5.806,67.761,0,0,2.489,,,,,,,,,,
28.198,101.325,19.505,-0.213,12.892,2.482,30.044,-8.895,67.761,0,0,2.491,,,,,,,,,,
28.298,103.293,19.807,-0.184,13.142,2.52,30.099,-7.668,67.761,0,0,2.474,,,,,,,,,,
28.398,105.241,19.333,-0.211,13.39,2.46,30.078,-6.651,67.761,0,0,2.663,,,,,,,,,,
28.498,107.247,21.007,-0.267,13.646,2.673,30.021,-10.694,67.761,0,0,2.632,,,,,,,,,,
28.598,109.353,20.877,-0.175,13.913,2.656,30.104,-4.682,67.761,0,0,2.45,,,,,,,,,,
28.699,111.362,18.917,-0.14,14.169,2.407,30.122,-4.537,67.761,0,0,2.634,,,,,,,,,,
28.799,113.314,20.374,-0.341,14.418,2.592,29.992,-12.567,67.761,0,0,2.502,,,,,,,,,,
28.899,115.342,19.823,-0.154,14.676,2.522,30.081,-6.055,67.761,0,0,2.296,,,,,,,,,,
28.999,117.21,17.416,-0.137,14.913,2.216,30.11,-6.823,67.761,0,0,2.319,,,,,,,,,,
29.099,118.972,18.062,-0.194,15.137,2.298,30.044,-9.683,67.761,0,0,2.326,,,,,,,,,,
29.199,120.787,18.485,-0.237,15.368,2.352,30.062,-9.863,67.761,0,0,2.288,,,,,,,,,,
29.299,122.611,17.951,-0.192,15.6,2.284,30.085,-9.375,67.761,0,0,2.412,,,,,,,,,,
29.399,124.452,19.622,-0.2,15.835,2.497,30.058,-9.111,67.761,0,0,2.204,,,,,,,,,,
29.499,126.275,17.333,-0.136,16.067,2.205,30.138,-5.139,67.761,0,0,2.271,,,,,,,,,,
29.599,128.005,17.604,-0.227,16.287,2.24,30.085,-6.842,67.761,0,0,2.517,,,,,,,,,,
29.699,129.874,19.772,-0.283,16.525,2.516,30.003,-7.377,67.761,0,0,2.467,,,,,,,,,,
29.799,131.883,19.95,-0.11,16.78,2.538,30.129,-3.055,67.761,0,0,2.425,,,,,,,,,,
29.899,133.804,18.787,-0.166,17.025,2.39,30.108,-8.589,67.761,0,0,2.462,,,,,,,,,,
29.999,135.702,18.585,-0.273,17.266,2.365,30.033,-8.9,67.761,0,0,2.265,,,,,,,,,,
30.099,137.557,18.022,-0.066,17.502,2.293,30.145,-3.23,67.761,0,0,2.317,,,,,,,,,,
30.2,139.339,17.621,-0.241,17.729,2.242,30.083,-5.73,67.761,0,0,2.26,,,,,,,,,,
30.3,141.131,17.288,-0.25,17.957,2.2,30.074,-9.011,67.761,0,0,2.183,,,,,,,,,,
30.4,142.86,17.267,-0.092,18.177,2.197,30.124,-2.037,67.761,0,0,2.212,,,,,,,,,,
30.5,144.572,17.484,-0.168,18.395,2.225,30.115,-8.579,67.761,0,0,2.171,,,,,,,,,,
30.6,146.285,16.963,-0.144,18.613,2.158,30.117,-6.428,67.761,0,0,1.958,,,,,,,,,,
30.7,147.895,15.679,-0.006,18.817,1.995,30.188,-1.137,67.761,0,0,1.847,,,,,,,,,,
30.8,149.33,14.023,-0.134,19,1.784,30.122,-3.886,67.761,0,0,1.663,,,,,,,,,,
30.9,150.663,12.39,-0.17,19.17,1.576,30.136,-6.914,67.761,0,0,1.585,,,,,,,,,,
31,151.895,12.482,-0.094,19.326,1.588,30.158,-3.7,67.761,0,0,1.488,,,,,,,,,,
31.1,153.072,11.801,-0.102,19.476,1.502,30.156,-5.905,67.761,0,0,1.615,,,,,,,,,,
31.2,154.274,12.798,-0.199,19.629,1.628,30.129,-8.834,67.761,0,0,1.967,,,,,,,,,,
31.3,155.677,14.997,-0.362,19.807,1.908,30.001,-11.918,67.761,0,0,2.758,,,,,,,,,,
31.4,157.432,21.184,-0.412,20.031,2.695,29.877,-19.798,67.761,0,0,2.606,,,,,,,,,,
31.5,159.577,21.856,-0.101,20.304,2.781,30.074,-4.939,67.761,0,0,2.62,,,,,,,,,,
31.6,161.69,20.109,-0.178,20.573,2.559,30.092,-5.543,67.761,0,0,2.531,,,,,,,,,,
31.701,163.692,18.812,-0.253,20.827,2.394,30.078,-7.975,67.761,0,0,2.549,,,,,,,,,,
31.801,165.651,19.595,-0.296,21.076,2.493,30.012,-12.658,67.761,0,0,2.521,,,,,,,,,,
31.901,167.634,19.682,-0.202,21.329,2.504,30.033,-11.802,67.761,0,0,2.337,,,,,,,,,,
32.001,169.526,17.999,-0.147,21.57,2.29,30.108,-4.861,67.761,0,0,2.3,,,,,,,,,,
32.101,171.293,17.57,-0.277,21.794,2.235,30.037,-9.795,67.761,0,0,2.49,,,,,,,,,,
32.201,173.154,19.058,-0.437,22.031,2.425,29.905,-17.734,67.761,0,0,2.509,,,,,,,,,,
32.301,175.158,19.659,-0.283,22.286,2.501,29.989,-11.888,67.761,0,0,2.608,,,,,,,,,,
32.401,177.193,19.867,-0.343,22.545,2.528,29.976,-11.833,67.761,0,0,2.536,,,,,,,,,,
32.501,179.213,19.232,-0.275,22.802,2.447,30.014,-8.227,67.761,0,0,2.423,,,,,,,,,,
32.601,181.142,18.449,-0.261,23.047,2.347,30.012,-12.673,67.761,0,0,2.448,,,,,,,,,,
32.701,183.026,18.785,-0.277,23.287,2.39,30.001,-7.826,67.761,0,0,2.42,,,,,,,,,,
32.801,184.934,20.079,-0.136,23.53,2.555,30.058,-7.938,67.761,0,0,2.615,,,,,,,,,,
32.901,186.913,21.118,-0.218,23.782,2.687,29.994,-9.439,67.761,0,0,2.614,,,,,,,,,,
33.001,189.004,21.06,-0.2,24.048,2.68,30.026,-7.917,67.761,0,0,2.597,,,,,,,,,,
33.101,191.061,20.308,-0.163,24.31,2.584,30.069,-8.31,67.761,0,0,2.595,,,,,,,,,,
33.201,193.088,20.405,-0.191,24.567,2.596,30.024,-10.061,67.761,0,0,2.61,,,,,,,,,,
33.301,195.129,20.477,-0.224,24.827,2.605,30.005,-12.345,67.761,0,0,2.673,,,,,,,,,,
33.401,197.211,20.491,-0.278,25.092,2.607,30.008,-9.624,67.761,0,0,2.687,,,,,,,,,,
33.502,199.35,21.042,-0.208,25.364,2.677,30.03,-5.708,67.761,0,0,2.836,,,,,,,,,,
33.602,201.528,22.228,-0.252,25.641,2.828,29.985,-10.191,67.761,0,0,2.711,,,,,,,,,,
33.702,203.719,21.138,-0.178,25.92,2.689,30.072,-6.056,67.761,0,0,2.695,,,,,,,,,,
33.802,205.823,20.927,-0.182,26.188,2.663,30.056,-6.443,67.761,0,0,2.682,,,,,,,,,,
33.902,207.916,21.755,-0.088,26.454,2.768,30.094,-3.956,67.761,0,0,2.586,,,,,,,,,,
34.002,209.978,20.71,-0.12,26.716,2.635,30.092,-4.557,67.761,0,0,2.667,,,,,,,,,,
34.102,212.027,20.84,-0.21,26.977,2.652,30.033,-7.217,67.761,0,0,3.048,,,,,,,,,,
34.202,214.246,23.633,-0.369,27.259,3.007,29.882,-12.625,67.761,0,0,3.176,,,,,,,,,,
34.302,216.759,25.928,-0.138,27.579,3.299,30.005,-4.649,67.761,0,0,3.206,,,,,,,,,,
34.402,219.327,25.75,-0.104,27.906,3.276,30.078,-1.915,67.761,0,0,3.349,,,,,,,,,,
34.502,221.9,27.042,-0.1,28.233,3.441,30.051,-4.945,67.761,0,0,3.445,,,,,,,,,,
34.602,224.586,26.973,-0.226,28.575,3.432,29.989,-10.155,67.761,0,0,3.394,,,,,,,,,,
34.702,227.284,26.696,-0.128,28.918,3.397,30.051,-4.619,67.761,0,0,3.408,,,,,,,,,,
34.802,229.943,27.751,-0.082,29.257,3.531,30.072,-4.443,67.761,0,0,3.647,,,,,,,,,,
34.902,232.693,27.691,-0.387,29.607,3.523,29.832,-13.696,67.761,0,0,3.692,,,,,,,,,,
35.002,235.614,29.066,-0.195,29.978,3.698,29.95,-11.697,67.761,0,0,3.679,,,,,,,,,,
35.103,238.555,28.754,-0.183,30.352,3.659,29.994,-8.527,67.761,0,0,3.747,,,,,,,,,,
35.203,241.455,29.895,-0.207,30.721,3.804,29.95,-9.005,67.761,0,0,3.929,,,,,,,,,,
35.303,244.465,31.453,-0.26,31.104,4.002,29.861,-11.735,67.761,0,0,3.912,,,,,,,,,,
35.403,247.567,30.566,-0.23,31.499,3.889,29.914,-11.313,67.761,0,0,3.636,,,,,,,,,,
35.503,250.531,28.257,-0.128,31.876,3.595,30.026,-6.996,67.761,0,0,3.284,,,,,,,,,,
35.603,253.194,24.501,-0.206,32.215,3.117,30.026,-8.784,67.761,0,0,3.255,,,,,,,,,,
35.703,255.67,24.286,-0.406,32.53,3.09,29.875,-15.651,67.761,0,0,3.293,,,,,,,,,,
35.803,258.218,25.277,-0.367,32.854,3.216,29.873,-11.902,67.761,0,0,3.393,,,,,,,,,,
35.903,260.871,27.431,-0.214,33.192,3.49,29.948,-6.751,67.761,0,0,4.017,,,,,,,,,,
36.003,263.705,29.57,-0.662,33.552,3.762,29.542,-22.761,67.761,0,0,4.439,,,,,,,,,,
36.103,267.044,35.73,-0.422,33.977,4.546,29.583,-19.829,67.761,0,0,4.409,,,,,,,,,,
36.203,270.641,34.225,-0.325,34.435,4.355,29.848,-14.452,67.761,0,0,4.439,,,,,,,,,,
36.303,274.151,33.416,-0.326,34.881,4.252,29.857,-12.58,67.761,0,0,4.441,,,,,,,,,,
36.403,277.614,33.52,-0.358,35.322,4.265,29.797,-15.12,67.761,0,0,4.454,,,,,,,,,,
36.503,281.102,34.366,-0.303,35.766,4.373,29.82,-15.803,67.761,0,0,4.49,,,,,,,,,,
36.603,284.618,34.143,-0.366,36.213,4.344,29.779,-17.086,67.761,0,0,4.433,,,,,,,,,,
36.703,288.121,33.863,-0.305,36.659,4.309,29.882,-14.348,67.761,0,0,4.477,,,,,,,,,,
36.803,291.608,34.013,-0.335,37.103,4.328,29.793,-15.113,67.761,0,0,4.379,,,,,,,,,,
36.904,295.109,33.469,-0.252,37.548,4.258,29.88,-10.541,67.761,0,0,4.498,,,,,,,,,,
37.004,298.583,34.364,-0.339,37.99,4.372,29.786,-15.683,67.761,0,0,4.446,,,,,,,,,,
37.104,302.097,34.565,-0.241,38.437,4.398,29.889,-14.895,67.761,0,0,3.895,,,,,,,,,,
37.204,305.43,31.902,0.104,38.861,4.059,30.19,1.346,67.761,0,0,3.917,,,,,,,,,,
37.304,308.417,30.179,-0.204,39.241,3.84,29.978,-8.872,67.761,0,0,3.935,,,,,,,,,,
37.404,311.441,31.371,-0.208,39.626,3.991,29.937,-9.876,67.761,0,0,4.443,,,,,,,,,,
37.504,314.684,33.349,-0.602,40.039,4.243,29.592,-18.842,67.761,0,0,4.438,,,,,,,,,,
37.604,318.234,34.513,-0.288,40.49,4.391,29.889,-5.335,67.761,0,0,4.368,,,,,,,,,,
37.704,321.731,32.989,-0.225,40.935,4.197,29.985,-3.819,67.761,0,0,4.388,,,,,,,,,,
37.804,325.144,33.268,-0.294,41.369,4.233,29.893,-10.967,67.761,0,0,4.401,,,,,,,,,,
37.904,328.58,33.567,-0.264,41.807,4.271,29.88,-11.931,67.761,0,0,4.397,,,,,,,,,,
38.004,332.038,34.469,-0.135,42.247,4.386,29.937,-8.199,67.761,0,0,4.442,,,,,,,,,,
38.104,335.51,34.762,-0.189,42.688,4.423,29.893,-10.682,67.761,0,0,4.484,,,,,,,,,,
38.204,339.019,35.765,-0.135,43.135,4.551,29.937,-8.715,67.761,0,0,4.365,,,,,,,,,,
38.304,342.486,34.47,-0.131,43.576,4.386,29.985,-7.98,67.761,0,0,3.967,,,,,,,,,,
38.404,345.745,30.446,-0.048,43.991,3.874,30.12,-1.783,67.761,0,0,3.976,,,,,,,,,,
38.505,348.815,30.519,-0.277,44.381,3.883,29.946,-7.132,67.761,0,0,3.949,,,,,,,,,,
38.605,351.887,31.4,-0.156,44.772,3.995,29.987,-5.254,67.761,0,0,4.381,,,,,,,,,,
38.705,355.124,33.845,-0.401,45.184,4.306,29.683,-18.248,67.761,0,0,4.379,,,,,,,,,,
38.805,358.621,34.396,-0.221,45.629,4.376,29.889,-10.356,67.761,0,0,4.352,,,,,,,,,,
38.905,362.085,34.076,-0.112,46.07,4.336,29.994,-6.705,67.761,0,0,4.098,,,,,,,,,,
39.005,365.372,32.097,-0.061,46.488,4.084,30.051,-2.371,67.761,0,0,4.189,,,,,,,,,,
39.105,368.572,32.273,-0.263,46.895,4.106,29.852,-12.259,67.761,0,0,4.205,,,,,,,,,,
39.205,371.857,33.489,-0.193,47.313,4.261,29.921,-6.178,67.761,0,0,4.198,,,,,,,,,,
39.305,375.169,32.301,-0.287,47.734,4.11,29.914,-11.579,67.761,0,0,4.198,,,,,,,,,,
39.405,378.458,33.523,-0.173,48.153,4.265,29.934,-7.756,67.761,0,0,4.314,,,,,,,,,,
39.505,381.787,33.843,-0.303,48.577,4.306,29.809,-9.66,67.761,0,0,4.25,,,,,,,,,,
39.605,385.159,32.86,-0.264,49.005,4.181,29.868,-11.772,67.761,0,0,4.228,,,,,,,,,,
39.705,388.473,33.661,-0.202,49.427,4.283,29.905,-7.494,67.761,0,0,4.226,,,,,,,,,,
39.805,391.766,32.64,-0.298,49.846,4.153,29.845,-10.707,67.761,0,0,4.265,,,,,,,,,,
39.905,395.101,33.557,-0.269,50.27,4.27,29.818,-15.783,67.761,0,0,3.693,,,,,,,,,,
40.005,398.298,29.678,0.024,50.677,3.776,30.138,1.41,67.761,0,0,3.7,,,,,,,,,,
40.105,401.138,27.369,-0.345,51.039,3.482,29.866,-14.357,67.761,0,0,4.241,,,,,,,,,,
40.206,404.144,31.922,-0.694,51.421,4.062,29.457,-29.758,67.761,0,0,3.958,,,,,,,,,,
40.306,407.422,33.092,-0.079,51.838,4.21,29.982,-3.187,67.761,0,0,3.917,,,,,,,,,,
40.406,410.544,30.377,-0.143,52.235,3.865,29.962,-9.299,67.761,0,0,3.897,,,,,,,,,,
40.506,413.565,30.073,-0.25,52.62,3.826,29.889,-12.596,67.761,0,0,3.998,,,,,,,,,,
40.606,416.651,30.64,-0.391,53.012,3.898,29.784,-16.449,67.761,0,0,3.981,,,,,,,,,,
40.706,419.801,31.494,-0.212,53.413,4.007,29.907,-5.46,67.761,0,0,3.916,,,,,,,,,,
40.806,422.903,31.37,-0.118,53.808,3.991,29.98,-4.089,67.761,0,0,3.926,,,,,,,,,,
40.906,425.964,31.822,-0.115,54.197,4.049,29.98,-5.625,67.761,0,0,3.976,,,,,,,,,,
41.006,429.066,31.606,-0.148,54.592,4.021,29.918,-10.765,67.761,0,0,3.928,,,,,,,,,,
41.106,432.173,30.091,-0.293,54.987,3.829,29.928,-9.771,67.761,0,0,3.9,,,,,,,,,,
41.206,435.23,29.624,-0.261,55.376,3.769,29.909,-8.623,67.761,0,0,3.902,,,,,,,,,,
41.306,438.278,30.472,-0.201,55.764,3.877,29.921,-7.309,67.761,0,0,4.315,,,,,,,,,,
41.406,441.465,34.381,-0.323,56.17,4.374,29.724,-13.398,67.761,0,0,4.29,,,,,,,,,,
41.506,444.886,35.031,-0.112,56.605,4.457,29.923,-4.296,67.761,0,0,4.227,,,,,,,,,,
41.606,448.257,32.729,-0.195,57.034,4.164,29.964,-5.228,67.761,0,0,4.22,,,,,,,,,,
41.706,451.546,32.736,-0.191,57.452,4.165,29.921,-9.219,67.761,0,0,4.227,,,,,,,,,,
41.807,454.839,33.256,-0.196,57.871,4.231,29.891,-5.894,67.761,0,0,4.19,,,,,,,,,,
41.908,458.175,32.268,-0.241,58.296,4.106,29.893,-10.93,67.761,0,0,3.99,,,,,,,,,,
42.007,461.37,31.563,-0.082,58.702,4.016,30.012,-2.707,67.761,0,0,4.014,,,,,,,,,,
