Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],x ArUco [m],y ArUco [m],z ArUco [m],roll ArUco [deg],pitch ArUco [deg],yaw ArUco [deg]
11.417,-0.0,-0.025,-0.043,-0.0,-0.003,31.623,-1.606,-0.0,0.0,0.0,0.0,,,,,,
11.512,-0.0,0.014,-0.033,-0.0,0.002,31.6,-1.574,-0.0,0.0,0.0,0.0,,,,,,
11.599,-0.0,-0.032,-0.035,-0.0,-0.004,31.591,-1.418,-0.0,0.0,0.0,0.0,,,,,,
11.702,-0.0,0.021,-0.037,-0.0,0.003,31.595,-1.424,-0.0,0.0,0.0,0.0,,,,,,
11.825,-0.0,0.022,-0.047,-0.0,0.003,31.6,-1.497,-0.0,0.0,0.0,0.0,,,,,,
11.931,-0.0,-0.029,-0.039,-0.0,-0.004,31.582,-1.557,-0.0,0.0,0.0,0.0,,,,,,
12.035,-0.0,-0.001,-0.039,-0.0,-0.0,31.582,-1.686,-0.0,0.0,0.0,0.0,,,,,,
12.141,-0.0,0.012,-0.035,-0.0,0.002,31.591,-1.56,-0.0,0.0,0.0,0.0,,,,,,
12.246,-0.0,0.006,-0.029,-0.0,0.001,31.602,-1.693,-0.0,0.0,0.0,0.0,,,,,,
12.35,-0.0,-0.01,-0.038,-0.0,-0.001,31.593,-1.935,-0.0,0.0,0.0,0.0,,,,,,
12.456,-0.0,0.001,-0.032,-0.0,0.0,31.6,-1.377,-0.0,0.0,0.0,0.0,,,,,,
12.565,-0.0,-0.007,-0.043,-0.0,-0.001,31.588,-1.714,-0.0,0.0,0.0,0.0,,,,,,
12.67,-0.0,-0.018,-0.039,-0.0,-0.002,31.586,-1.5,-0.0,0.0,0.0,0.0,,,,,,
12.768,-0.0,-0.022,-0.039,-0.0,-0.003,31.607,-1.842,-0.0,0.0,0.0,0.0,,,,,,
12.876,-0.0,0.029,-0.035,-0.0,0.004,31.607,-1.54,-0.0,0.0,0.0,0.0,,,,,,
12.98,-0.0,0.005,-0.041,-0.0,0.001,31.584,-1.948,-0.0,0.0,0.0,0.0,,,,,,
13.087,-0.0,-0.013,-0.043,-0.0,-0.002,31.582,-1.72,-0.0,0.0,0.0,0.0,,,,,,
13.189,-0.0,0.022,-0.03,-0.0,0.003,31.607,-1.503,-0.0,0.0,0.0,0.0,,,,,,
13.288,-0.0,-0.005,-0.029,-0.0,-0.001,31.577,-1.256,-0.0,0.0,0.0,0.0,,,,,,
13.393,-0.0,0.01,-0.036,-0.0,0.001,31.579,-1.648,-0.0,0.0,0.0,0.0,,,,,,
13.498,-0.0,-0.005,-0.043,-0.0,-0.001,31.577,-1.38,-0.0,0.0,0.0,0.0,,,,,,
13.6,-0.0,0.032,-0.037,-0.0,0.004,31.536,-1.567,-0.0,0.0,0.0,0.0,,,,,,
13.709,-0.0,-0.036,-0.045,-0.0,-0.005,31.588,-1.273,-0.0,0.0,0.0,0.0,,,,,,
13.816,-0.0,0.003,-0.038,-0.0,0.0,31.584,-1.568,-0.0,0.0,0.0,0.0,,,,,,
13.923,-0.0,-0.025,-0.052,-0.0,-0.003,31.584,-1.203,-0.0,0.0,0.0,0.0,,,,,,
14.02,-0.0,0.047,-0.038,-0.0,0.006,31.579,-1.784,-0.0,0.0,0.0,0.0,,,,,,
14.124,-0.0,-0.012,-0.04,-0.0,-0.002,31.579,-1.533,-0.0,0.0,0.0,0.0,,,,,,
14.23,-0.0,-0.005,-0.036,-0.0,-0.001,31.591,-1.678,-0.0,0.0,0.0,0.0,,,,,,
14.335,-0.0,0.01,-0.033,-0.0,0.001,31.561,-1.474,-0.0,0.0,0.0,0.0,,,,,,
14.442,-0.0,0.009,-0.033,-0.0,0.001,31.598,-1.756,-0.0,0.0,0.0,0.0,,,,,,
14.545,-0.0,-0.027,-0.042,-0.0,-0.003,31.6,-1.46,-0.0,0.0,0.0,0.0,,,,,,
14.649,-0.0,-0.018,-0.045,-0.0,-0.002,31.604,-1.437,-0.0,0.0,0.0,0.0,,,,,,
14.755,-0.0,-0.008,-0.043,-0.0,-0.001,31.575,-1.628,-0.0,0.0,0.0,0.0,,,,,,
14.862,-0.0,0.015,-0.04,-0.0,0.002,31.568,-1.56,-0.0,0.0,0.0,0.0,,,,,,
