Timestamp [s],Wind 3D norm [m/s],Wind 2D norm [m/s],Horizontal wind direction [°],Vertical wind direction [°],U Vector [m/s],V Vector [m/s],W Vector [m/s],Temperature [°C],Speed of sound [m/s],Humidity [%],Dew point [°C],Pressure [hPa],Air density [kg/cm³],Pitch [°],Roll [°],Heading [°],TrueHead [°]
4.74,2.905,2.896,104.045,4.507,-2.809,0.703,0.228,0.64,332.242,43.18,-10.423,967.729,1.22736275,-6.931,-6.588,303.042,303.042
4.841,0.786,0.748,106.16,-17.761,-0.719,0.208,-0.24,0.179,331.963,44.673,-10.415,967.746,1.22944999,-6.928,-6.055,303.193,303.193
4.94,2.203,2.203,221.105,-0.731,1.448,1.66,-0.028,0.046,331.882,45.041,-10.434,967.725,1.23002505,-7.054,-6.169,303.558,303.558
5.04,1.981,1.974,244.65,4.97,1.784,0.845,0.172,-0.629,331.471,47.323,-10.432,967.732,1.23308098,-7.003,-6.178,303.384,303.384
5.14,0.791,0.692,230.803,29.019,0.536,0.437,0.384,-0.862,331.33,48.2,-10.415,967.749,1.23415518,-7.184,-5.355,303.379,303.379
5.238,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.503,-99.44,967.751,13.70429707,-6.978,-5.07,303.756,303.756
5.341,1.475,1.465,105.225,6.624,-1.413,0.385,0.17,-0.033,331.833,45.271,-10.442,967.724,1.23038149,-7.079,-5.079,303.45,303.45
5.441,0.999,0.766,220.031,-39.89,0.493,0.587,-0.641,0.012,331.861,45.139,-10.437,967.763,1.23022556,-6.935,-5.032,302.974,302.974
5.541,2.263,2.209,233.445,12.553,1.775,1.316,0.492,-0.571,331.506,47.139,-10.428,967.735,1.23282301,-6.785,-4.622,303.8,303.8
5.64,1.107,1.076,240.393,13.468,0.936,0.532,0.258,-1.169,331.143,49.3,-10.415,967.735,1.23553026,-6.974,-4.666,303.376,303.376
5.74,2.042,2.041,126.732,-1.474,-1.636,1.221,-0.053,-0.157,331.758,45.733,-10.428,967.735,1.23095262,-6.971,-4.952,303.609,303.609
5.838,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.503,-99.44,967.747,13.70423889,-6.654,-5.238,303.911,303.911
5.941,1.04,1.03,124.429,-8.058,-0.849,0.582,-0.146,0.013,331.861,45.19,-10.423,967.731,1.23018122,-7.332,-4.903,303.591,303.591
6.04,2.316,2.31,219.817,4.158,1.479,1.774,0.168,-0.135,331.772,45.638,-10.434,967.734,1.23085082,-7.077,-5.853,303.833,303.833
6.141,1.739,1.725,243.009,7.406,1.537,0.783,0.224,-0.72,331.416,47.738,-10.405,967.742,1.23350096,-6.94,-6.376,303.946,303.946
6.241,1.091,1.089,123.224,3.528,-0.911,0.597,0.067,-0.193,331.737,45.912,-10.412,967.738,1.23111486,-7.596,-4.7,304.464,304.464
6.34,2.737,2.737,86.572,0.0,-2.732,-0.164,0.0,0.792,332.334,42.688,-10.428,967.751,1.22670865,-6.892,-6.086,303.711,303.711
6.441,1.318,1.303,67.293,8.727,-1.202,-0.503,0.2,0.088,331.907,44.963,-10.417,967.753,1.22986913,-7.167,-7.352,303.637,303.637
6.541,1.382,1.365,232.051,-8.992,1.076,0.839,-0.216,0.279,332.023,44.385,-10.405,967.742,1.22899508,-7.371,-6.59,304.395,304.395
6.64,2.238,2.219,244.533,7.477,2.004,0.954,0.291,-0.334,331.651,46.391,-10.411,967.758,1.23177946,-6.453,-6.054,303.129,303.129
6.741,0.961,0.956,218.723,5.754,0.598,0.746,0.096,-0.693,331.433,47.693,-10.393,967.738,1.23337317,-7.294,-7.264,303.115,303.115
6.838,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.5,-99.44,967.758,13.70439053,-6.84,-8.262,304.438,304.438
6.938,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.5,-99.44,967.757,13.70438004,-6.939,-6.964,303.907,303.907
7.041,0.99,0.968,166.062,-12.07,-0.233,0.939,-0.207,0.016,331.864,45.241,-10.405,967.73,1.23016322,-7.143,-6.807,304.258,304.258
7.14,2.339,2.326,223.529,5.958,1.602,1.686,0.243,-0.282,331.682,46.191,-10.417,967.732,1.23151016,-7.204,-8.22,303.824,303.824
7.241,1.445,1.431,245.792,7.961,1.305,0.587,0.2,-0.96,331.27,48.485,-10.431,967.732,1.23457885,-7.187,-7.864,304.385,304.385
7.341,1.746,1.739,132.044,-5.257,-1.291,1.165,-0.16,-0.265,331.693,46.134,-10.417,967.754,1.231462,-7.208,-6.825,304.448,304.448
7.439,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.512,-99.44,967.735,13.70406818,-7.256,-6.953,303.696,303.696
7.541,1.186,1.186,112.388,1.345,-1.097,0.452,0.028,0.098,331.913,44.931,-10.417,967.758,1.22983181,-7.153,-7.72,304.018,304.018
7.641,2.008,1.998,221.295,-5.693,1.319,1.501,-0.199,0.037,331.876,45.272,-10.378,967.745,1.230088,-7.095,-7.33,304.025,304.025
7.741,2.194,2.188,246.566,4.299,2.007,0.87,0.164,-0.566,331.51,47.229,-10.399,967.734,1.23279512,-7.053,-6.557,303.252,303.252
7.841,0.728,0.715,169.233,10.721,-0.134,0.703,0.135,-0.423,331.597,46.738,-10.399,967.744,1.23216105,-6.959,-6.823,303.855,303.855
7.941,2.43,2.405,102.172,8.178,-2.351,0.507,0.346,0.702,332.28,42.969,-10.428,967.75,1.22710907,-7.184,-7.174,303.536,303.536
8.039,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.569,-99.44,967.746,13.70422459,-7.071,-6.782,303.025,303.025
8.141,0.964,0.936,217.81,-13.676,0.574,0.74,-0.228,0.273,332.019,44.324,-10.428,967.747,1.22903109,-7.04,-6.586,303.914,303.914
8.241,2.491,2.395,234.307,15.992,1.945,1.397,0.686,-0.054,331.821,45.454,-10.411,967.759,1.23051882,-6.896,-7.11,304.463,304.463
8.341,1.199,1.124,234.685,20.386,0.917,0.65,0.418,-0.814,331.359,48.069,-10.405,967.76,1.23395264,-6.832,-6.955,304.104,304.104
8.439,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.599,-99.44,967.756,13.70436573,-6.831,-6.746,303.734,303.734
8.539,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.503,-99.44,967.746,13.70422745,-6.641,-6.863,303.945,303.945
8.641,1.111,1.107,170.174,-5.007,-0.189,1.091,-0.097,-0.003,331.852,45.27,-10.415,967.754,1.23028147,-6.905,-6.471,304.058,304.058
8.741,2.962,2.954,216.027,4.148,1.737,2.389,0.214,-0.203,331.73,45.906,-10.423,967.735,1.23115921,-6.707,-6.315,303.796,303.796
8.841,2.121,1.983,236.946,20.754,1.662,1.082,0.752,-0.957,331.272,48.531,-10.417,967.74,1.23457694,-6.974,-6.21,303.633,303.633
8.941,1.736,1.707,148.82,-10.584,-0.884,1.46,-0.319,-0.64,331.465,47.424,-10.415,967.759,1.23316419,-7.133,-5.878,303.969,303.969
9.041,3.006,2.998,124.702,3.997,-2.465,1.707,0.209,0.217,331.986,44.585,-10.405,967.739,1.22926903,-7.048,-5.18,304.207,304.207
9.141,1.479,1.465,118.257,7.791,-1.291,0.694,0.2,-0.026,331.838,45.404,-10.399,967.757,1.23038602,-7.223,-5.159,303.525,303.525
9.241,1.739,1.709,211.11,-10.699,0.883,1.463,-0.323,0.006,331.857,45.22,-10.421,967.744,1.23022878,-7.161,-5.402,304.095,304.095
9.341,2.28,2.167,235.84,18.099,1.793,1.217,0.708,-0.487,331.558,46.889,-10.417,967.74,1.23244822,-6.997,-4.7,304.141,304.141
9.441,1.139,1.121,195.655,10.222,0.302,1.079,0.202,-0.801,331.366,47.883,-10.442,967.751,1.23388588,-6.927,-4.288,303.94,303.94
9.541,2.682,2.675,123.718,4.326,-2.225,1.485,0.202,0.27,332.017,44.394,-10.412,967.754,1.22905433,-6.775,-4.903,304.059,304.059
9.641,2.357,2.357,112.209,0.0,-2.182,0.891,0.0,0.22,331.987,44.516,-10.423,967.753,1.22927797,-6.909,-5.141,304.671,304.671
9.741,0.825,0.69,153.706,-33.324,-0.305,0.618,-0.453,0.158,331.95,44.757,-10.411,967.74,1.22953689,-6.8,-4.504,303.887,303.887
9.841,2.579,2.542,226.3,9.666,1.838,1.756,0.433,-0.043,331.828,45.463,-10.398,967.739,1.23044062,-6.953,-4.627,304.172,304.172
9.941,1.318,1.241,240.757,19.63,1.083,0.606,0.443,-0.885,331.316,48.347,-10.398,967.744,1.23424995,-6.906,-5.44,303.751,303.751
10.041,0.473,0.442,157.625,-21.115,-0.168,0.408,-0.17,-0.721,331.416,47.741,-10.405,967.748,1.23351371,-7.013,-5.477,303.685,303.685
10.139,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.558,-99.44,967.733,13.70404434,-7.061,-5.255,302.93,302.93
10.241,0.608,0.582,119.241,16.764,-0.508,0.284,0.175,0.054,331.886,45.065,-10.42,967.742,1.23001099,-7.069,-5.763,303.676,303.676
10.341,1.931,1.916,220.824,-7.198,1.252,1.45,-0.242,-0.005,331.851,45.291,-10.411,967.749,1.23028255,-7.208,-6.419,303.531,303.531
10.439,10.346,10.319,188.567,-4.086,1.537,10.204,-0.737,-25.198,316.177,100.0,-10.398,967.75,1.35528469,-7.15,-6.209,304.024,304.024
10.541,0.915,0.913,196.689,4.111,0.262,0.874,0.066,-0.872,331.324,48.273,-10.405,967.741,1.23419023,-7.258,-6.001,303.521,303.521
10.641,2.47,2.436,127.184,-9.461,-1.941,1.472,-0.406,-0.058,331.819,45.534,-10.393,967.734,1.2305032,-7.115,-6.749,303.389,303.389
10.741,1.824,1.824,106.1,0.0,-1.752,0.506,0.0,-0.014,331.845,45.286,-10.42,967.755,1.23033154,-7.252,-6.967,303.853,303.853
10.841,0.879,0.842,199.967,-16.699,0.287,0.791,-0.252,0.027,331.87,45.165,-10.417,967.746,1.23013842,-7.097,-6.398,304.292,304.292
10.941,2.032,2.029,237.42,2.956,1.71,1.093,0.105,-0.296,331.674,46.259,-10.412,967.738,1.23158181,-7.191,-6.652,303.419,303.419
11.042,0.871,0.866,245.411,-6.29,0.787,0.36,-0.095,-0.815,331.358,48.049,-10.412,967.751,1.23394632,-6.987,-7.424,303.89,303.89
11.141,1.84,1.84,108.048,-0.603,-1.75,0.57,-0.019,0.319,332.047,44.204,-10.42,967.748,1.22882593,-7.052,-7.18,303.743,303.743
11.239,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.528,-99.44,967.756,13.70437336,-6.952,-6.717,303.539,303.539
11.341,0.977,0.977,75.27,-1.236,-0.945,-0.248,-0.021,0.391,332.092,44.025,-10.405,967.752,1.22850347,-6.947,-7.232,303.345,303.345
11.441,2.298,2.298,225.908,-0.404,1.65,1.599,-0.016,0.233,331.995,44.483,-10.42,967.762,1.22923219,-6.862,-7.559,303.857,303.857
11.541,1.863,1.863,252.246,0.0,1.775,0.568,0.0,-0.578,331.502,47.223,-10.412,967.735,1.23285329,-6.901,-6.956,303.39,303.39
11.641,0.573,0.573,251.748,0.0,0.544,0.179,0.0,-0.556,331.516,47.105,-10.423,967.751,1.23277438,-6.903,-6.621,303.865,303.865
11.739,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.583,-99.44,967.76,13.70442867,-7.037,-7.009,303.213,303.213
11.841,0.678,0.642,65.534,18.748,-0.584,-0.266,0.218,0.319,332.048,44.234,-10.412,967.749,1.22882521,-7.074,-7.183,304.201,304.201
11.941,1.146,1.139,238.399,-6.52,0.97,0.597,-0.13,0.262,332.013,44.418,-10.412,967.754,1.22908795,-7.225,-6.43,303.475,303.475
12.041,2.074,2.074,261.375,0.0,2.051,0.311,0.0,-0.257,331.698,46.15,-10.405,967.746,1.23141444,-7.195,-6.284,303.866,303.866
12.141,0.586,0.586,262.177,-2.474,0.58,0.08,-0.025,-0.801,331.367,48.05,-10.399,967.75,1.23388064,-7.217,-6.873,303.779,303.779
12.241,1.926,1.926,119.481,-0.702,-1.676,0.948,-0.024,0.11,331.921,44.949,-10.401,967.759,1.22977531,-7.042,-6.976,303.578,303.578
12.339,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.572,-99.44,967.753,13.70432091,-6.976,-6.344,303.862,303.862
12.441,0.88,0.846,167.257,-16.182,-0.187,0.825,-0.245,0.065,331.893,45.084,-10.405,967.75,1.22997081,-7.06,-6.305,303.585,303.585
12.541,2.176,2.165,235.804,5.807,1.791,1.217,0.22,-0.113,331.785,45.625,-10.417,967.754,1.23077595,-6.947,-6.776,303.753,303.753
12.641,1.39,1.384,253.661,5.448,1.328,0.389,0.132,-0.755,331.395,47.838,-10.412,967.752,1.2336756,-6.922,-6.495,303.503,303.503
12.741,1.204,1.194,117.858,7.512,-1.055,0.558,0.157,-0.039,331.831,45.487,-10.388,967.749,1.23043323,-6.944,-5.846,302.619,302.619
12.839,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.572,-99.44,967.757,13.70438004,-6.958,-5.885,303.725,303.725
12.941,0.938,0.938,79.669,-0.631,-0.923,-0.168,-0.01,0.346,332.063,44.018,-10.449,967.758,1.22872102,-6.936,-6.192,303.587,303.587
13.041,1.804,1.801,228.993,-3.625,1.359,1.182,-0.114,0.272,332.019,44.354,-10.42,967.759,1.22904897,-6.976,-5.855,304.471,304.471
13.141,1.995,1.989,246.544,4.279,1.825,0.792,0.149,-0.405,331.608,46.697,-10.393,967.742,1.23207605,-7.12,-5.303,303.342,303.342
13.241,0.753,0.699,238.684,21.771,0.598,0.364,0.279,-0.573,331.506,47.268,-10.395,967.75,1.23284864,-7.083,-5.293,303.807,303.807
13.339,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.541,-99.44,967.754,13.70434189,-7.095,-5.578,303.588,303.588
13.441,1.709,1.709,110.496,0.0,-1.6,0.598,0.0,0.328,332.053,44.31,-10.382,967.761,1.22879934,-7.18,-5.406,303.868,303.868
13.541,1.221,1.219,212.817,-3.151,0.66,1.024,-0.067,0.491,332.152,43.749,-10.393,967.751,1.2280525,-7.163,-4.984,303.282,303.282
13.641,2.372,2.37,246.102,2.531,2.167,0.96,0.105,-0.18,331.745,45.916,-10.399,967.745,1.23106551,-7.125,-5.326,303.515,303.515
13.742,1.083,0.994,263.811,23.397,0.988,0.107,0.43,-0.764,331.39,47.939,-10.393,967.763,1.2337271,-7.055,-5.606,304.116,304.116
13.842,1.364,1.353,127.523,-7.175,-1.073,0.824,-0.17,-0.023,331.84,45.437,-10.387,967.765,1.23038232,-7.051,-5.62,303.409,303.409
13.94,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.558,-99.44,967.761,13.70443535,-6.938,-5.493,304.146,304.146
14.042,0.882,0.872,102.697,-8.449,-0.851,0.192,-0.13,0.299,332.035,44.387,-10.387,967.747,1.22891188,-7.032,-5.94,303.699,303.699
14.142,2.028,2.016,230.409,-6.406,1.553,1.285,-0.226,0.06,331.89,45.143,-10.393,967.767,1.23001337,-7.068,-6.35,304.005,304.005
14.242,1.915,1.886,247.343,9.861,1.741,0.727,0.328,-0.557,331.516,47.259,-10.382,967.752,1.23277354,-6.962,-6.407,303.606,303.606
14.342,0.967,0.953,142.249,9.813,-0.583,0.753,0.165,-0.326,331.656,46.525,-10.367,967.751,1.23172808,-7.804,-6.339,303.353,303.353
14.442,2.484,2.484,109.858,0.0,-2.336,0.844,0.0,0.563,332.197,43.621,-10.364,967.757,1.22773397,-9.914,-6.786,302.748,302.748
14.542,1.601,1.601,111.826,0.0,-1.487,0.595,0.0,0.214,331.984,44.64,-10.393,967.753,1.22929883,-15.784,-6.728,300.203,300.203
14.642,1.774,1.74,215.595,-11.149,1.013,1.415,-0.343,0.319,332.048,44.281,-10.399,967.759,1.22883809,-6.851,-6.01,304.443,304.443
14.742,2.284,2.255,243.561,9.091,2.02,1.004,0.361,-0.243,331.706,46.167,-10.389,967.744,1.23134959,-2.79,-7.365,306.568,306.568
14.842,0.869,0.796,226.214,23.734,0.574,0.551,0.35,-0.728,331.411,47.742,-10.412,967.757,1.23355734,-8.075,-7.242,305.161,305.161
14.94,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.544,-99.44,967.75,13.70428658,-8.647,-6.771,305.048,305.048
15.04,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.558,-99.44,967.748,13.70424843,-6.141,-7.257,306.538,306.538
15.142,0.706,0.673,179.013,-17.473,-0.012,0.673,-0.212,0.254,332.008,44.553,-10.381,967.761,1.22913027,-6.583,-7.705,305.205,305.205
15.242,2.215,2.214,234.274,1.336,1.797,1.293,0.052,-0.051,331.823,45.465,-10.405,967.756,1.2305001,-7.206,-7.533,304.376,304.376
15.342,1.798,1.794,252.547,4.119,1.711,0.538,0.129,-0.689,331.435,47.649,-10.401,967.76,1.23338628,-7.519,-6.935,305.516,305.516
15.442,1.545,1.544,138.449,0.728,-1.024,1.156,0.02,-0.056,331.82,45.545,-10.388,967.751,1.23051524,-7.063,-7.056,304.726,304.726
15.54,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.586,-99.44,967.753,13.70432758,-6.397,-7.423,304.979,304.979
15.642,1.423,1.407,109.692,8.475,-1.325,0.474,0.21,-0.012,331.847,45.311,-10.412,967.759,1.23032749,-5.602,-7.047,304.951,304.951
15.742,1.701,1.659,222.651,-12.762,1.124,1.22,-0.376,-0.152,331.762,45.823,-10.399,967.752,1.23094797,-1.985,-6.23,306.876,306.876
15.842,2.164,2.116,235.656,12.037,1.747,1.194,0.451,-0.676,331.443,47.57,-10.409,967.75,1.23331356,-4.332,-7.594,307.065,307.065
15.942,1.173,1.169,166.496,4.837,-0.273,1.137,0.099,-0.654,331.457,47.546,-10.395,967.753,1.23321569,-6.549,-6.825,305.533,305.533
16.042,2.341,2.341,112.767,0.0,-2.159,0.906,0.0,0.266,332.015,44.474,-10.393,967.754,1.22907007,-6.941,-6.301,305.399,305.399
16.142,1.858,1.848,106.202,5.989,-1.775,0.516,0.194,0.191,331.969,44.598,-10.426,967.756,1.22941303,-6.488,-7.055,305.709,305.709
16.242,0.918,0.9,199.232,-11.534,0.296,0.849,-0.184,0.181,331.964,44.727,-10.399,967.751,1.22944868,-7.187,-6.554,305.238,305.238
16.341,2.489,2.412,237.588,14.201,2.037,1.293,0.61,-0.073,331.81,45.621,-10.382,967.744,1.23058164,-7.364,-5.77,304.932,304.932
16.442,1.438,1.398,245.309,13.576,1.27,0.584,0.338,-0.881,331.318,48.401,-10.381,967.754,1.23424673,-7.279,-5.819,305.304,305.304
16.54,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.541,-99.44,967.747,13.70423889,-7.438,-5.573,305.324,305.324
16.64,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,31.558,-99.44,967.749,13.70426559,-7.063,-5.886,305.114,305.114
16.742,0.707,0.701,115.88,-7.672,-0.631,0.306,-0.094,-0.066,331.814,45.537,-10.399,967.744,1.23054957,-7.348,-5.51,304.744,304.744
16.841,2.466,2.466,216.809,0.212,1.478,1.975,0.009,-0.125,331.778,45.786,-10.384,967.742,1.23081243,-7.656,-5.136,304.738,304.738
16.942,1.951,1.951,247.661,0.0,1.805,0.742,0.0,-0.931,331.288,48.595,-10.377,967.741,1.2344557,-6.571,-5.633,304.399,304.399
17.042,1.238,1.235,159.112,-3.637,-0.44,1.154,-0.079,-0.623,331.475,47.47,-10.388,967.737,1.23305809,-7.253,-5.347,304.619,304.619
17.141,2.675,2.675,113.391,0.0,-2.455,1.062,0.0,0.207,331.979,44.577,-10.417,967.745,1.22932529,-7.005,-5.155,304.478,304.478
