Timestamp [s],Wind 3D norm [m/s],Wind 2D norm [m/s],Horizontal wind direction [°],Vertical wind direction [°],U Vector [m/s],V Vector [m/s],W Vector [m/s],Temperature [°C],Speed of sound [m/s],Humidity [%],Dew point [°C],Pressure [hPa],Air density [kg/cm³],Pitch [°],Roll [°],Heading [°],TrueHead [°]
42.219,2.079,2.053,152.217,-9.067,-0.957,1.816,-0.328,14.949,341.531,80.112,11.553,977.271,1.17296195,-8.409,-4.659,299.667,299.667
42.32,0.926,0.873,163.821,-19.459,-0.243,0.839,-0.309,15.073,341.602,79.348,11.528,977.284,1.17248356,-6.472,-4.589,300.947,300.947
42.42,3.082,3.065,215.488,-6.021,1.779,2.496,-0.323,15.122,341.632,79.166,11.541,977.267,1.17225957,-1.583,-5.309,301.855,301.855
42.519,3.527,3.522,245.368,3.128,3.201,1.468,0.192,14.796,341.439,80.817,11.535,977.255,1.17357481,-8.086,-3.657,300.665,300.665
42.62,3.302,3.299,260.802,2.696,3.256,0.527,0.155,14.082,341.016,84.687,11.545,977.252,1.17648363,0.375,-5.86,302.399,302.399
42.719,2.018,2.012,260.187,4.593,1.982,0.343,0.162,14.038,340.988,84.736,11.511,977.257,1.17668295,2.491,-6.297,302.383,302.383
42.82,0.388,0.099,296.648,75.209,0.088,-0.044,0.375,14.609,341.328,81.828,11.541,977.258,1.17433882,-6.691,-7.089,301.376,301.376
42.92,0.977,0.945,67.299,14.639,-0.872,-0.365,0.247,15.051,341.59,79.497,11.535,977.254,1.17253315,7.232,-3.218,303.704,303.704
43.02,1.121,0.782,247.754,-45.794,0.724,0.296,-0.804,14.956,341.533,79.948,11.528,977.244,1.172912,-4.048,-5.648,300.754,300.754
43.119,2.947,2.941,246.244,-3.646,2.691,1.185,-0.187,14.881,341.488,80.268,11.515,977.246,1.17322707,-16.69,-7.334,298.26,298.26
43.219,3.549,3.504,257.185,9.121,3.416,0.777,0.563,14.607,341.326,81.787,11.532,977.259,1.17435169,2.237,-4.622,303.068,303.068
43.32,2.488,2.479,279.108,4.737,2.448,-0.392,0.205,13.95,340.937,85.361,11.535,977.255,1.1770308,0.525,-4.351,302.561,302.561
43.419,1.002,0.805,300.446,36.556,0.694,-0.408,0.597,14.051,340.997,84.813,11.537,977.255,1.17661929,-3.387,-6.317,300.671,300.671
43.52,1.773,1.67,116.178,-19.589,-1.499,0.737,-0.594,14.97,341.54,79.784,11.511,977.279,1.17290413,1.812,-6.011,303.034,303.034
43.62,0.606,0.606,79.843,0.0,-0.597,-0.107,0.0,15.012,341.566,79.614,11.519,977.272,1.17272151,9.123,-5.73,303.786,303.786
43.72,1.715,1.696,245.026,-8.511,1.537,0.716,-0.254,15.025,341.575,79.636,11.537,977.269,1.17265606,14.449,-6.582,303.961,303.961
43.82,3.369,3.368,251.929,1.617,3.202,1.045,0.095,14.745,341.409,81.133,11.545,977.274,1.17380214,-6.495,-8.051,300.615,300.615
43.92,3.272,3.272,267.422,0.0,3.269,0.147,0.0,14.015,340.974,84.94,11.524,977.261,1.17677939,-7.857,-7.721,300.77,300.77
44.02,2.266,2.265,284.443,1.85,2.193,-0.565,0.073,13.803,340.849,86.16,11.532,977.26,1.17764401,0.54,-7.657,302.182,302.182
44.12,0.431,0.403,54.687,-20.756,-0.329,-0.233,-0.153,14.612,341.329,81.743,11.528,977.261,1.17433548,1.703,-9.13,303.223,303.223
44.219,1.509,1.5,96.078,-6.253,-1.491,0.159,-0.164,15.041,341.585,79.641,11.553,977.277,1.17259622,-5.362,-10.239,300.784,300.784
44.32,1.084,1.046,117.69,-15.293,-0.926,0.486,-0.286,15.129,341.635,78.998,11.516,977.269,1.172243,-2.271,-10.088,302.256,302.256
44.419,2.149,2.145,237.942,-3.265,1.818,1.139,-0.122,15.012,341.567,79.676,11.532,977.272,1.17271435,-1.292,-8.823,301.857,301.857
44.519,2.758,2.758,264.644,0.0,2.746,0.257,0.0,14.405,341.207,82.935,11.545,977.256,1.17516851,7.41,-9.902,303.682,303.682
44.62,3.408,3.407,286.402,1.803,3.268,-0.962,0.107,13.869,340.888,85.77,11.528,977.247,1.17735624,24.105,-9.998,306.039,306.039
44.72,1.916,1.902,295.277,6.925,1.72,-0.812,0.231,14.201,341.086,83.957,11.531,977.248,1.17599499,24.118,-7.153,305.179,305.179
44.819,0.687,0.66,11.389,-16.062,-0.13,-0.647,-0.19,14.744,341.408,81.11,11.54,977.25,1.1737783,2.079,-7.782,302.487,302.487
44.92,2.419,2.035,45.177,-32.713,-1.444,-1.435,-1.307,14.801,341.442,80.814,11.54,977.256,1.17355418,12.936,-10.479,305.215,305.215
45.019,0.951,0.898,41.092,-19.213,-0.59,-0.677,-0.313,14.928,341.518,80.24,11.556,977.248,1.17301691,-5.098,-8.23,301.581,301.581
45.119,1.761,1.756,277.387,-4.203,1.741,-0.226,-0.129,14.824,341.457,80.786,11.557,977.257,1.17345166,0.304,-8.888,302.731,302.731
45.219,3.523,3.504,292.149,6.005,3.245,-1.321,0.369,14.259,341.12,83.646,11.532,977.254,1.17576575,-12.93,-7.507,298.847,298.847
45.319,3.804,3.799,294.62,3.156,3.453,-1.583,0.209,13.686,340.781,86.961,11.556,977.271,1.17812622,-41.154,-4.759,286.103,286.103
45.419,0.453,0.451,307.133,-4.216,0.36,-0.272,-0.033,13.98,340.955,85.266,11.548,977.257,1.17690754,-20.232,-11.949,295.133,295.133
45.519,0.748,0.614,102.695,-34.802,-0.599,0.135,-0.427,14.765,341.421,80.999,11.54,977.269,1.17371392,36.251,-7.745,305.433,305.433
45.619,0.69,0.076,354.477,-83.704,0.007,-0.075,-0.686,14.613,341.329,81.714,11.524,977.27,1.17434394,34.874,2.035,300.803,300.803
45.719,1.069,1.059,271.327,-7.658,1.059,-0.025,-0.142,14.667,341.362,81.489,11.535,977.256,1.1740998,2.764,-6.93,302.96,302.96
45.819,2.946,2.934,287.931,5.139,2.791,-0.903,0.264,14.344,341.171,83.253,11.543,977.255,1.17541575,-13.052,-13.562,298.194,298.194
45.919,3.801,3.793,298.088,3.588,3.347,-1.786,0.238,13.793,340.845,86.317,11.55,977.255,1.17766798,-12.172,-7.89,298.751,298.751
46.019,3.108,3.093,301.911,-5.592,2.626,-1.635,-0.303,13.703,340.789,86.651,11.519,977.253,1.17804885,0.712,-0.483,302.119,302.119
46.119,1.853,1.848,25.552,-4.368,-0.797,-1.667,-0.141,14.561,341.3,82.1,11.545,977.269,1.1745441,11.116,-5.403,304.465,304.465
46.219,2.162,1.808,47.105,-33.287,-1.324,-1.23,-1.187,14.773,341.427,81.072,11.561,977.252,1.17365372,-19.217,-9.334,296.503,296.503
46.32,1.249,1.212,56.088,-13.943,-1.006,-0.676,-0.301,14.612,341.33,81.805,11.54,977.24,1.17430449,-39.406,-5.727,286.598,286.598
46.419,1.36,1.254,262.31,-22.719,1.243,0.168,-0.525,14.633,341.343,81.784,11.556,977.236,1.17420769,0.523,-2.396,301.83,301.83
46.519,3.378,3.332,293.027,9.495,3.067,-1.303,0.557,14.15,341.057,84.407,11.561,977.248,1.17619419,-0.813,-5.333,301.73,301.73
46.62,3.637,3.626,300.995,4.39,3.108,-1.867,0.278,13.618,340.739,87.227,11.535,977.248,1.17838776,-4.357,-6.873,301.091,301.091
46.719,1.457,1.443,312.183,-7.864,1.069,-0.969,-0.199,14.116,341.035,84.451,11.535,977.231,1.17632496,7.598,-4.378,303.193,303.193
46.819,1.106,1.092,64.237,-9.247,-0.983,-0.475,-0.178,14.896,341.499,80.406,11.556,977.239,1.17313683,1.578,-7.123,302.595,302.595
46.919,2.101,2.088,71.513,-6.244,-1.981,-0.662,-0.228,14.96,341.537,80.035,11.548,977.257,1.17290413,-2.339,-4.173,301.931,301.931
47.02,0.8,0.69,247.064,-30.387,0.636,0.269,-0.405,14.855,341.475,80.575,11.548,977.243,1.17331254,-5.7,-1.835,300.191,300.191
47.119,2.608,2.607,256.107,1.544,2.53,0.626,0.07,14.586,341.315,81.971,11.545,977.233,1.1744014,-6.298,-8.755,300.762,300.762
47.219,3.081,3.081,283.938,0.0,2.99,-0.742,0.0,13.978,340.953,85.169,11.528,977.254,1.17692077,0.652,-6.889,302.829,302.829
47.32,2.469,2.44,292.698,8.729,2.251,-0.942,0.375,13.855,340.88,85.826,11.524,977.242,1.17741168,4.794,-1.661,302.852,302.852
47.42,1.496,1.339,119.881,-26.517,-1.161,0.667,-0.668,14.562,341.298,81.891,11.507,977.237,1.17451715,0.566,-6.213,302.282,302.282
47.519,1.571,1.562,96.234,-6.182,-1.553,0.17,-0.169,14.896,341.497,80.187,11.515,977.253,1.17317176,0.219,-8.499,301.805,301.805
47.62,0.947,0.888,156.584,-20.465,-0.353,0.815,-0.331,14.772,341.426,81.016,11.55,977.227,1.17363024,-14.357,-8.175,297.788,297.788
47.72,2.517,2.517,226.784,-1.078,1.834,1.723,-0.047,14.64,341.346,81.632,11.535,977.225,1.17417228,-11.264,-4.028,298.805,298.805
47.819,3.004,3.0,253.798,3.15,2.881,0.837,0.165,14.171,341.067,84.084,11.524,977.22,1.17608917,8.719,-6.659,303.71,303.71
47.92,1.999,1.993,276.109,4.376,1.982,-0.212,0.153,13.613,340.737,87.287,11.541,977.231,1.17838633,1.532,-12.05,303.241,303.241
48.019,0.942,0.886,326.243,-19.888,0.492,-0.737,-0.321,14.026,340.983,85.089,11.561,977.23,1.17668092,6.318,-7.697,304.018,304.018
48.117,-99.53,-99.51,0.0,0.0,-99.4,-99.41,-99.42,-99.44,-99.43,47.743,-99.44,977.233,13.83857059,0.894,-4.509,300.987,300.987
48.219,1.276,1.269,84.19,-6.356,-1.262,-0.128,-0.141,14.959,341.536,80.02,11.545,977.227,1.17287087,-5.797,-9.084,300.458,300.458
48.319,0.997,0.985,209.251,-8.741,0.481,0.859,-0.151,15.015,341.567,79.6,11.519,977.237,1.17266774,1.807,-9.467,303.759,303.759
48.419,2.768,2.768,243.726,-0.558,2.482,1.225,-0.027,14.844,341.468,80.614,11.545,977.245,1.17336142,-6.338,-6.355,300.344,300.344
48.519,3.211,3.197,259.681,5.206,3.146,0.573,0.291,14.22,341.097,83.888,11.537,977.239,1.17590714,-10.805,-7.986,298.735,298.735
48.62,2.459,2.45,284.636,4.845,2.371,-0.619,0.208,13.969,340.948,85.265,11.537,977.245,1.17694247,12.162,-8.104,304.292,304.292
48.719,0.611,0.597,336.971,12.304,0.234,-0.55,0.13,14.72,341.394,81.265,11.545,977.253,1.17387629,2.765,-8.654,302.734,302.734
48.819,1.746,1.736,63.109,6.339,-1.548,-0.785,0.193,15.111,341.624,79.114,11.52,977.232,1.17227197,-0.28,-8.638,302.525,302.525
48.919,1.241,1.2,49.916,-14.771,-0.918,-0.773,-0.316,14.946,341.527,80.04,11.535,977.229,1.17293239,17.261,-9.714,305.92,305.92
49.019,1.17,1.139,234.341,-13.27,0.925,0.664,-0.269,15.046,341.587,79.508,11.532,977.241,1.17254031,7.381,-7.69,304.182,304.182
49.119,2.497,2.49,274.42,4.21,2.483,-0.192,0.183,14.791,341.434,80.71,11.511,977.242,1.17358971,2.983,-4.481,302.793,302.793
49.219,3.415,3.415,284.166,0.0,3.311,-0.836,0.0,14.155,341.057,84.128,11.517,977.259,1.17620337,-6.836,-11.275,300.641,300.641
49.319,1.404,1.404,283.345,0.0,1.366,-0.324,0.0,14.134,341.045,84.246,11.517,977.234,1.17626131,-23.925,-12.358,293.899,293.899
49.419,0.763,0.716,108.389,-20.376,-0.679,0.226,-0.266,14.902,341.5,80.121,11.508,977.215,1.173105,7.838,-10.439,304.462,304.462
49.519,0.562,0.516,41.514,-23.454,-0.342,-0.386,-0.224,15.143,341.644,78.97,11.524,977.227,1.17213237,1.088,-2.268,302.101,302.101
49.62,0.814,0.78,231.369,-16.784,0.609,0.487,-0.235,14.993,341.556,79.823,11.541,977.225,1.17273152,-5.82,-7.644,300.383,300.383
49.719,2.359,2.358,246.899,-1.462,2.169,0.925,-0.06,14.861,341.476,80.378,11.517,977.236,1.1732949,-1.887,-13.966,302.544,302.544
49.819,2.982,2.982,283.546,0.0,2.899,-0.698,0.0,14.353,341.176,83.145,11.532,977.226,1.17534983,2.672,-9.797,302.662,302.662
49.919,3.006,2.961,294.53,9.925,2.694,-1.229,0.518,14.025,340.981,84.912,11.529,977.231,1.17669773,2.194,-2.513,301.85,301.85
50.019,2.099,2.048,300.696,12.674,1.761,-1.045,0.46,14.344,341.17,83.127,11.52,977.242,1.17541063,-3.767,-6.191,301.373,301.373
50.119,0.782,0.766,60.205,11.532,-0.665,-0.381,0.156,14.827,341.456,80.593,11.524,977.254,1.17345154,2.748,-11.533,303.978,303.978
50.219,1.539,1.437,56.696,-21.042,-1.201,-0.789,-0.553,14.968,341.54,79.906,11.532,977.218,1.17283106,17.237,-5.115,303.842,303.842
50.319,1.482,1.355,233.972,-23.936,1.096,0.797,-0.601,14.645,341.348,81.507,11.517,977.239,1.17417848,20.41,-3.273,302.849,302.849
50.419,3.147,3.13,254.855,5.977,3.021,0.818,0.328,14.698,341.38,81.273,11.525,977.248,1.1739701,-44.878,-7.787,282.091,282.091
50.519,2.567,2.557,286.492,5.11,2.452,-0.726,0.229,14.184,341.075,84.024,11.527,977.244,1.17606211,-22.135,-7.466,295.525,295.525
50.62,2.361,2.346,290.47,6.556,2.198,-0.82,0.27,14.011,340.972,84.942,11.521,977.237,1.17676675,21.953,-1.028,303.389,303.389
50.719,1.089,1.089,317.768,-1.308,0.732,-0.806,-0.025,14.698,341.38,81.246,11.52,977.246,1.17396998,24.779,-6.787,304.855,304.855
50.819,1.763,1.729,72.251,-11.354,-1.646,-0.527,-0.347,15.019,341.571,79.644,11.532,977.255,1.17266607,-10.685,-13.957,299.372,299.372
50.92,0.577,0.195,349.467,-70.227,0.036,-0.192,-0.543,14.973,341.542,79.767,11.511,977.25,1.17285597,-32.243,-0.58,292.093,292.093
51.019,2.21,2.186,260.347,-8.434,2.156,0.367,-0.324,14.944,341.526,80.029,11.532,977.236,1.17294765,5.037,-0.259,301.92,301.92
51.119,3.343,3.33,293.623,4.994,3.051,-1.334,0.291,14.456,341.236,82.547,11.524,977.242,1.17495048,18.062,-13.621,307.38,307.38
51.219,4.025,4.013,300.589,4.481,3.454,-2.042,0.314,13.772,340.831,86.314,11.528,977.235,1.17774081,5.679,-9.719,303.335,303.335
51.319,2.759,2.743,316.271,-6.176,1.896,-1.982,-0.297,14.11,341.03,84.331,11.508,977.192,1.17631185,-0.795,1.111,301.578,301.578
51.419,1.814,1.788,9.323,-9.704,-0.29,-1.764,-0.306,14.745,341.409,81.063,11.532,977.213,1.17373037,1.946,-5.015,302.646,302.646
51.519,1.613,1.516,20.592,-19.965,-0.533,-1.42,-0.551,14.614,341.331,81.774,11.537,977.233,1.17428744,-0.776,-12.284,303.201,303.201
51.619,1.559,1.32,332.142,-32.188,0.617,-1.167,-0.831,14.759,341.416,80.931,11.521,977.206,1.17367303,1.81,-4.063,302.043,302.043
51.719,3.038,3.03,302.623,4.097,2.552,-1.633,0.217,14.545,341.29,82.1,11.529,977.205,1.17453837,23.899,0.156,301.898,301.898
51.819,4.254,4.24,302.33,4.678,3.583,-2.268,0.347,14.078,341.012,84.552,11.517,977.21,1.1764617,10.76,-8.769,304.327,304.327
51.919,3.822,3.812,304.688,-4.264,3.134,-2.169,-0.284,13.715,340.796,86.61,11.524,977.216,1.17795396,-25.783,-9.248,292.835,292.835
52.019,2.095,2.039,305.447,-13.254,1.661,-1.182,-0.48,14.295,341.141,83.438,11.529,977.219,1.17557681,-37.505,-1.525,291.365,291.365
52.119,1.218,0.474,358.001,-67.106,0.017,-0.474,-1.122,14.743,341.406,80.928,11.505,977.216,1.17375445,3.011,-1.996,301.8,301.8
52.219,0.939,0.713,15.228,-40.56,-0.187,-0.688,-0.611,14.935,341.52,79.951,11.508,977.236,1.17299569,19.198,-10.384,306.368,306.368
52.319,1.99,1.988,292.27,-2.601,1.84,-0.753,-0.09,14.924,341.514,80.159,11.537,977.23,1.17302275,-4.677,-5.792,301.085,301.085
52.419,4.012,4.009,291.772,1.901,3.723,-1.487,0.133,14.589,341.315,81.818,11.52,977.225,1.17438817,-6.048,-2.626,300.489,300.489
52.519,4.615,4.615,293.719,0.0,4.225,-1.856,0.0,13.919,340.918,85.448,11.521,977.239,1.17714381,5.51,-8.085,303.31,303.31
52.619,4.056,4.053,296.03,-2.466,3.642,-1.778,-0.174,13.883,340.895,85.508,11.496,977.236,1.17729843,-2.506,-9.665,301.801,301.801
52.719,2.191,1.869,321.332,-31.443,1.168,-1.46,-1.143,14.845,341.466,80.439,11.512,977.24,1.17336643,-0.742,-5.492,301.605,301.605
52.819,1.194,1.03,15.589,-30.408,-0.277,-0.992,-0.604,15.096,341.616,79.188,11.52,977.227,1.17232406,4.059,-7.121,302.957,302.957
52.919,1.075,0.927,291.348,-30.499,0.863,-0.337,-0.546,14.98,341.546,79.719,11.508,977.231,1.17280602,-11.19,-10.5,298.649,298.649
53.019,2.814,2.811,280.205,-2.635,2.766,-0.498,-0.129,14.985,341.55,79.781,11.525,977.242,1.17279148,-15.301,-8.056,297.616,297.616
53.119,4.666,4.665,290.463,1.007,4.371,-1.631,0.082,14.441,341.228,82.655,11.529,977.23,1.17499387,6.055,-6.585,303.241,303.241
53.219,4.963,4.962,293.17,-0.895,4.562,-1.953,-0.078,13.852,340.877,85.764,11.511,977.214,1.17739236,-12.315,-6.829,299.017,299.017
53.319,3.73,3.698,287.018,-7.497,3.536,-1.082,-0.487,13.851,340.878,85.846,11.524,977.207,1.17738295,-18.906,-9.008,295.913,295.913
53.419,1.456,1.169,327.994,-36.578,0.62,-0.992,-0.868,14.874,341.484,80.299,11.515,977.213,1.17321217,16.41,-5.142,304.535,304.535
53.519,1.08,0.467,312.455,-64.345,0.345,-0.315,-0.973,14.745,341.407,80.957,11.512,977.208,1.17373395,14.242,-4.663,304.386,304.386
53.619,2.118,2.015,271.31,-17.895,2.015,-0.046,-0.651,14.828,341.458,80.626,11.532,977.215,1.17339492,-1.013,-8.938,301.818,301.818
53.719,4.035,4.035,279.017,0.0,3.985,-0.632,0.0,14.665,341.361,81.505,11.537,977.221,1.17406452,-3.184,-9.675,301.267,301.267
53.819,5.458,5.458,289.635,-0.533,5.141,-1.834,-0.051,13.771,340.828,86.131,11.496,977.235,1.17775691,-2.803,-6.583,302.252,302.252
53.919,4.797,4.791,288.43,-2.763,4.545,-1.515,-0.231,13.456,340.643,88.114,11.529,977.22,1.1790216,0.825,-5.297,302.023,302.023
54.019,2.773,2.468,294.943,-27.147,2.237,-1.041,-1.265,14.354,341.176,83.083,11.522,977.205,1.17532241,-0.363,-9.423,302.414,302.414
54.119,0.942,0.303,341.341,-71.232,0.097,-0.287,-0.892,14.879,341.487,80.328,11.525,977.213,1.17318857,-2.43,-6.055,300.53,300.53
54.219,2.724,1.675,240.701,-52.055,1.461,0.82,-2.148,14.96,341.535,79.935,11.529,977.212,1.17285752,-0.896,-6.448,302.524,302.524
54.319,4.429,4.392,250.414,-7.373,4.138,1.472,-0.568,14.974,341.542,79.725,11.503,977.205,1.1728009,-0.83,-8.247,302.285,302.285
54.419,4.357,4.354,280.85,-2.048,4.276,-0.82,-0.156,14.414,341.212,82.814,11.532,977.213,1.17508137,2.751,-8.722,302.743,302.743
54.519,4.825,4.822,280.687,-2.087,4.738,-0.894,-0.176,13.824,340.861,85.932,11.512,977.205,1.17749715,-0.506,-5.496,301.245,301.245
54.619,3.779,3.752,282.827,-6.855,3.658,-0.833,-0.451,13.851,340.877,85.825,11.52,977.208,1.1773876,0.15,-6.7,301.616,301.616
54.719,1.476,1.041,297.605,-45.147,0.923,-0.482,-1.047,14.88,341.488,80.349,11.529,977.207,1.17317784,1.944,-9.845,303.442,303.442
54.819,2.486,0.838,234.672,-70.3,0.684,0.485,-2.341,15.048,341.587,79.417,11.517,977.195,1.1724838,-8.355,-6.27,299.991,299.991
54.919,3.129,2.932,247.227,-20.463,2.703,1.135,-1.094,15.121,341.63,79.044,11.517,977.204,1.17219734,-8.946,-3.812,300.32,300.32
55.019,4.241,4.24,258.313,-1.324,4.152,0.859,-0.098,14.957,341.535,79.985,11.537,977.198,1.17284727,1.995,-7.257,301.896,301.896
55.119,4.351,4.351,268.313,0.0,4.349,0.128,0.0,14.103,341.028,84.575,11.545,977.21,1.17634642,-17.428,-7.469,296.261,296.261
55.219,3.202,3.202,273.685,0.0,3.195,-0.206,0.0,13.672,340.771,86.83,11.52,977.211,1.1781255,-28.587,-6.12,293.065,293.065
55.319,1.297,1.297,262.069,-1.154,1.285,0.179,-0.026,14.438,341.226,82.665,11.528,977.208,1.17498004,-24.286,-5.506,293.946,293.946
55.419,1.006,0.821,213.591,-35.269,0.454,0.684,-0.581,14.867,341.481,80.412,11.529,977.195,1.17321324,9.045,-6.11,303.802,303.802
55.519,2.6,2.131,231.536,-34.979,1.668,1.325,-1.491,14.904,341.502,80.197,11.525,977.216,1.17308939,22.056,-6.767,305.182,305.182
55.619,3.512,3.454,259.657,-10.416,3.398,0.62,-0.635,14.905,341.503,80.168,11.521,977.208,1.17307687,35.826,-4.132,302.98,302.98
55.719,4.57,4.569,273.617,-0.83,4.56,-0.288,-0.066,14.389,341.196,82.885,11.52,977.209,1.17518783,-27.116,-3.835,294.674,294.674
55.819,4.421,4.412,269.658,-3.774,4.411,0.026,-0.291,13.561,340.706,87.525,11.532,977.211,1.17857587,-30.4,-6.616,290.372,290.372
55.919,3.801,3.791,282.187,-4.19,3.706,-0.8,-0.278,13.606,340.733,87.35,11.545,977.209,1.17838478,41.83,-5.032,303.213,303.213
56.019,1.702,1.621,329.342,-17.733,0.827,-1.395,-0.518,14.665,341.361,81.475,11.531,977.223,1.17406964,41.216,-3.692,302.373,302.373
56.119,1.504,1.429,346.918,-18.089,0.324,-1.392,-0.467,14.914,341.509,80.231,11.541,977.21,1.17303574,10.678,-5.478,303.847,303.847
56.218,2.154,1.049,256.672,-60.842,1.021,0.242,-1.881,14.926,341.514,79.979,11.505,977.221,1.173015,-41.935,-4.76,285.545,285.545
56.319,4.274,4.254,252.74,-5.473,4.063,1.262,-0.408,14.884,341.492,80.407,11.545,977.223,1.17317128,-22.788,-9.66,294.993,294.993
56.419,4.464,4.464,289.521,-0.005,4.208,-1.492,-0.0,14.278,341.131,83.519,11.527,977.206,1.1756345,37.117,-8.09,304.919,304.919
56.519,5.057,5.057,296.006,-0.655,4.545,-2.217,-0.058,13.787,340.84,86.234,11.529,977.203,1.17763853,24.812,-1.541,303.636,303.636
56.619,4.112,4.029,307.788,-11.575,3.184,-2.469,-0.825,14.152,341.055,84.075,11.503,977.199,1.17615151,34.471,-5.257,303.636,303.636
56.719,3.253,3.221,343.586,-8.117,0.91,-3.089,-0.459,14.833,341.46,80.546,11.521,977.184,1.17334461,5.55,-10.14,304.566,304.566
56.819,1.638,1.611,341.264,-10.468,0.517,-1.526,-0.298,15.115,341.627,79.089,11.52,977.167,1.1721741,-30.211,-7.451,292.256,292.256
56.919,1.543,1.495,286.527,-14.391,1.433,-0.425,-0.384,14.982,341.548,79.772,11.521,977.176,1.17272437,-29.443,-8.425,291.414,291.414
57.019,3.897,3.887,298.141,4.055,3.428,-1.833,0.276,14.73,341.4,81.141,11.532,977.176,1.17374778,23.418,-12.501,307.562,307.562
57.119,5.078,5.077,299.906,0.681,4.401,-2.531,0.06,14.104,341.027,84.457,11.525,977.167,1.17629945,40.478,-2.216,301.927,301.927
57.219,4.297,4.278,310.599,-5.386,3.248,-2.784,-0.403,13.961,340.944,85.332,11.541,977.157,1.17686594,7.693,-0.101,302.993,302.993
57.319,3.162,3.132,338.638,-7.944,1.141,-2.917,-0.437,14.636,341.345,81.729,11.55,977.155,1.17409801,-28.566,-9.398,291.486,291.486
57.419,2.357,2.313,353.955,-11.075,0.244,-2.3,-0.453,14.814,341.448,80.55,11.503,977.156,1.17339361,-6.07,-15.896,301.265,301.265
57.519,1.35,1.295,308.248,-16.488,1.017,-0.802,-0.383,14.844,341.466,80.467,11.517,977.175,1.17329061,-2.902,-2.506,300.511,300.511
57.619,2.909,2.905,281.352,-3.2,2.848,-0.572,-0.162,14.714,341.388,81.055,11.501,977.17,1.17381823,7.07,2.536,301.294,301.294
57.719,4.749,4.739,296.889,3.594,4.227,-2.143,0.298,14.245,341.112,83.712,11.529,977.158,1.17570937,19.775,-8.651,305.308,305.308
57.819,4.757,4.757,296.739,0.078,4.249,-2.14,0.006,13.686,340.781,86.895,11.545,977.174,1.17801166,-8.618,-9.621,299.409,299.409
57.919,3.962,3.864,307.135,-12.788,3.08,-2.333,-0.877,13.769,340.828,86.29,11.521,977.178,1.17768955,-15.19,-5.911,297.739,297.739
58.019,2.147,2.113,356.825,-10.237,0.117,-2.11,-0.382,14.743,341.407,81.008,11.52,977.173,1.17369592,2.911,-6.247,303.339,303.339
58.119,2.521,2.505,352.447,-6.472,0.329,-2.483,-0.284,14.79,341.434,80.745,11.517,977.175,1.17350829,35.72,-4.287,303.827,303.827
58.219,3.056,3.056,335.499,0.251,1.267,-2.781,0.013,14.75,341.411,81.04,11.532,977.157,1.17364621,10.995,-8.698,303.876,303.876
58.319,3.579,3.552,311.143,7.041,2.675,-2.337,0.439,14.575,341.308,82.032,11.545,977.152,1.1743474,-19.728,-10.896,295.616,295.616
58.419,4.459,4.447,302.3,4.191,3.759,-2.376,0.326,13.986,340.958,85.144,11.532,977.15,1.17675781,-41.733,-3.916,286.889,286.889
58.519,3.971,3.964,300.857,3.409,3.403,-2.033,0.236,13.705,340.791,86.723,11.534,977.138,1.17789638,-37.319,-3.679,288.783,288.783
58.619,1.577,1.509,328.837,-16.891,0.781,-1.291,-0.458,14.613,341.33,81.718,11.525,977.126,1.17416799,13.786,-10.399,305.589,305.589
58.719,2.456,2.446,21.312,-5.134,-0.889,-2.279,-0.22,14.915,341.509,80.164,11.529,977.136,1.17294657,38.509,-5.744,304.923,304.923
58.819,2.408,2.347,16.895,-12.879,-0.682,-2.246,-0.537,14.889,341.494,80.363,11.542,977.144,1.17305672,12.846,-5.767,304.076,304.076
58.919,2.645,2.624,319.252,-7.062,1.713,-1.988,-0.325,14.858,341.476,80.51,11.538,977.119,1.17315733,-10.57,-7.915,299.208,299.208
59.019,4.593,4.58,302.05,4.255,3.882,-2.431,0.341,14.44,341.226,82.54,11.507,977.105,1.17485678,-14.06,-6.945,298.207,298.207
59.119,4.64,4.64,302.135,-0.41,3.929,-2.468,-0.033,13.982,340.955,85.102,11.521,977.125,1.17674935,-2.915,-3.259,300.736,300.736
59.219,4.731,4.425,307.681,-20.72,3.502,-2.705,-1.674,13.909,340.912,85.557,11.529,977.11,1.17702782,9.198,-7.591,305.023,305.023
59.319,3.003,2.956,341.753,-10.141,0.926,-2.807,-0.529,14.583,341.312,81.83,11.517,977.096,1.17425644,10.751,-11.859,305.897,305.897
59.418,2.191,2.172,13.515,-7.471,-0.508,-2.112,-0.285,14.623,341.335,81.64,11.52,977.114,1.17411613,-8.669,-4.316,299.9,299.9
59.519,1.676,1.674,345.937,-3.092,0.407,-1.623,-0.09,14.772,341.424,80.882,11.525,977.109,1.17349696,-1.461,-2.699,301.285,301.285
59.619,3.102,3.091,305.72,4.924,2.509,-1.804,0.266,14.598,341.32,81.771,11.52,977.106,1.17420781,6.088,-9.715,303.695,303.695
59.719,4.512,4.495,306.845,4.984,3.597,-2.696,0.392,14.123,341.037,84.214,11.5,977.109,1.17616212,2.706,-7.143,304.398,304.398
59.819,4.195,4.194,310.277,-1.276,3.2,-2.712,-0.093,13.694,340.784,86.735,11.525,977.096,1.17789471,16.144,-4.075,303.975,303.975
59.919,3.405,3.4,330.482,-3.017,1.675,-2.959,-0.179,14.146,341.053,84.242,11.528,977.106,1.17605031,13.308,-7.084,304.879,304.879
