frame,t_sec,x_center,y_center,w,h,ok,speed_pix_per_s
451,7.5242,4030.000,1705.500,48.000,29.000,1,660.021
452,7.5409,4041.500,1706.000,49.000,30.000,1,689.962
453,7.5575,4051.500,1705.000,47.000,28.000,1,602.390
454,7.5742,4063.000,1705.000,46.000,28.000,1,689.311
455,7.5909,4073.500,1704.000,47.000,28.000,1,632.218
456,7.6076,4084.000,1703.500,48.000,29.000,1,630.084
457,7.6243,4094.500,1703.000,47.000,28.000,1,630.084
458,7.6410,4105.000,1702.500,46.000,27.000,1,630.084
459,7.6577,4116.500,1703.000,43.000,26.000,1,689.962
460,7.6743,4125.000,1702.000,44.000,26.000,1,513.004
461,7.6910,4136.000,1702.000,44.000,26.000,1,659.341
462,7.7077,4147.000,1701.500,46.000,27.000,1,660.021
463,7.7244,4156.000,1701.000,46.000,28.000,1,540.292
464,7.7411,4166.500,1700.000,47.000,28.000,1,632.218
465,7.7577,4176.500,1699.000,47.000,28.000,1,602.390
466,7.7744,4186.500,1699.000,47.000,28.000,1,599.401
467,7.7911,4195.500,1698.500,45.000,27.000,1,540.292
468,7.8078,4206.000,1698.500,46.000,27.000,1,629.371
469,7.8245,4215.000,1698.000,46.000,28.000,1,540.292
470,7.8412,4225.000,1697.500,48.000,29.000,1,600.149
471,7.8579,4234.500,1697.000,47.000,28.000,1,570.219
472,7.8745,4244.000,1696.500,46.000,27.000,1,570.219
473,7.8912,4254.000,1696.000,46.000,28.000,1,600.149
474,7.9079,4263.500,1696.000,49.000,30.000,1,569.431
475,7.9246,4271.500,1695.000,47.000,28.000,1,483.252
476,7.9413,4280.000,1695.000,46.000,28.000,1,509.491
477,7.9580,4290.000,1695.000,46.000,28.000,1,599.401
478,7.9746,4299.000,1694.500,48.000,29.000,1,540.292
479,7.9913,4308.000,1693.500,48.000,29.000,1,542.780
480,8.0080,4317.000,1693.000,46.000,28.000,1,540.292
481,8.0247,4326.000,1692.000,46.000,28.000,1,542.780
482,8.0414,4335.000,1692.000,44.000,26.000,1,539.461
483,8.0580,4342.500,1691.500,45.000,27.000,1,450.548
484,8.0747,4350.500,1691.000,43.000,26.000,1,480.456
485,8.0914,4359.500,1690.500,45.000,27.000,1,540.292
486,8.1081,4368.000,1690.000,44.000,26.000,1,510.371
487,8.1248,4376.500,1690.500,45.000,27.000,1,510.371
488,8.1415,4384.500,1689.500,45.000,27.000,1,483.252
489,8.1582,4393.000,1689.000,44.000,26.000,1,510.371
490,8.1748,4401.500,1689.500,45.000,27.000,1,510.371
491,8.1915,4409.000,1687.000,44.000,26.000,1,473.868
492,8.2082,4418.000,1687.500,46.000,27.000,1,540.292
493,8.2249,4425.000,1687.000,46.000,28.000,1,420.649
494,8.2416,4433.500,1687.500,45.000,27.000,1,510.371
495,8.2583,4441.000,1685.000,44.000,26.000,1,473.868
496,8.2749,4450.000,1685.500,46.000,27.000,1,540.292
497,8.2916,4456.500,1685.500,45.000,27.000,1,389.610
498,8.3083,4464.000,1684.000,44.000,26.000,1,458.453
499,8.3250,4472.000,1684.000,44.000,26.000,1,479.520
500,8.3417,4480.000,1683.500,46.000,27.000,1,480.456
501,8.3583,4487.000,1683.500,46.000,27.000,1,419.580
502,8.3750,4493.500,1682.500,45.000,27.000,1,394.194
503,8.3917,4501.000,1682.000,44.000,26.000,1,450.548
504,8.4084,4508.500,1681.500,45.000,27.000,1,450.548
505,8.4251,4515.500,1681.500,45.000,27.000,1,419.580
506,8.4418,4521.500,1680.000,47.000,28.000,1,370.709
507,8.4585,4529.500,1680.500,45.000,27.000,1,480.456
508,8.4751,4536.500,1679.500,45.000,27.000,1,423.840
509,8.4918,4542.500,1679.000,43.000,26.000,1,360.887
510,8.5085,4550.000,1678.500,42.000,25.000,1,450.548
511,8.5252,4557.000,1678.000,44.000,26.000,1,420.649
512,8.5419,4564.000,1678.000,44.000,26.000,1,419.580
513,8.5586,4570.000,1678.000,44.000,26.000,1,359.640
514,8.5752,4577.500,1677.500,45.000,27.000,1,450.548
515,8.5919,4582.500,1676.000,47.000,28.000,1,312.896
516,8.6086,4589.500,1676.000,49.000,30.000,1,419.580
517,8.6253,4596.500,1675.000,47.000,28.000,1,423.840
518,8.6420,4603.500,1674.500,45.000,27.000,1,420.649
519,8.6586,4609.500,1674.500,45.000,27.000,1,359.640
520,8.6753,4615.000,1673.000,44.000,26.000,1,341.711
521,8.6920,4622.000,1673.000,44.000,26.000,1,419.580
522,8.7087,4628.000,1673.500,46.000,27.000,1,360.887
523,8.7254,4633.500,1673.500,45.000,27.000,1,329.670
524,8.7421,4639.500,1672.500,45.000,27.000,1,364.601
525,8.7588,4645.500,1671.500,45.000,27.000,1,364.601
526,8.7754,4651.000,1670.500,46.000,27.000,1,335.075
527,8.7921,4657.500,1670.500,45.000,27.000,1,389.610
528,8.8088,4663.000,1670.000,44.000,26.000,1,331.030
529,8.8255,4669.000,1670.000,44.000,26.000,1,359.640
530,8.8422,4674.500,1670.500,45.000,27.000,1,331.030
531,8.8589,4680.500,1669.500,45.000,27.000,1,364.601
532,8.8755,4685.500,1668.500,45.000,27.000,1,305.636
533,8.8922,4690.500,1668.500,45.000,27.000,1,299.700
534,8.9089,4697.000,1667.500,46.000,27.000,1,394.194
535,8.9256,4702.500,1667.500,45.000,27.000,1,329.670
536,8.9423,4707.500,1666.500,45.000,27.000,1,305.636
537,8.9589,4711.500,1666.500,45.000,27.000,1,239.760
538,8.9756,4717.000,1666.000,44.000,26.000,1,331.030
539,8.9923,4722.500,1665.500,45.000,27.000,1,331.030
540,9.0090,4728.000,1665.500,46.000,27.000,1,329.670
541,9.0257,4733.000,1664.500,46.000,27.000,1,305.636
542,9.0424,4737.000,1665.000,46.000,28.000,1,241.626
543,9.0591,4742.500,1664.000,47.000,28.000,1,335.075
544,9.0757,4747.000,1663.500,46.000,27.000,1,271.390
545,9.0924,4752.000,1663.500,46.000,27.000,1,299.700
546,9.1091,4757.500,1662.500,45.000,27.000,1,335.075
547,9.1258,4760.500,1662.500,45.000,27.000,1,179.820
548,9.1425,4766.000,1661.500,46.000,27.000,1,335.075
549,9.1592,4770.000,1662.000,46.000,28.000,1,241.626
550,9.1758,4774.000,1661.000,46.000,28.000,1,247.139
551,9.1925,4778.500,1661.000,47.000,28.000,1,269.730
552,9.2092,4782.500,1660.500,45.000,27.000,1,241.626
553,9.2259,4787.500,1659.500,45.000,27.000,1,305.636
554,9.2426,4791.000,1659.000,44.000,26.000,1,211.920
555,9.2592,4796.500,1660.000,43.000,26.000,1,335.075
556,9.2759,4799.000,1659.000,44.000,26.000,1,161.394
557,9.2926,4804.000,1659.000,44.000,26.000,1,299.700
558,9.3093,4807.500,1658.500,45.000,27.000,1,211.920
559,9.3260,4811.500,1658.500,45.000,27.000,1,239.760
560,9.3427,4815.000,1657.500,46.000,27.000,1,218.185
561,9.3594,4820.500,1658.000,47.000,28.000,1,331.030
562,9.3760,4823.500,1656.500,45.000,27.000,1,201.045
563,9.3927,4826.500,1656.500,45.000,27.000,1,179.820
564,9.4094,4830.000,1656.500,46.000,27.000,1,209.790
565,9.4261,4833.500,1656.500,45.000,27.000,1,209.790
566,9.4428,4837.500,1655.500,45.000,27.000,1,247.139
567,9.4595,4841.000,1655.000,44.000,26.000,1,211.920
568,9.4761,4844.500,1655.500,45.000,27.000,1,211.920
569,9.4928,4847.000,1654.500,46.000,27.000,1,161.394
570,9.5095,4852.000,1654.500,46.000,27.000,1,299.700
571,9.5262,4854.000,1654.500,46.000,27.000,1,119.880
572,9.5429,4857.500,1654.500,45.000,27.000,1,209.790
573,9.5595,4860.500,1653.500,45.000,27.000,1,189.547
574,9.5762,4863.500,1653.500,45.000,27.000,1,179.820
575,9.5929,4867.000,1653.000,44.000,26.000,1,211.920
576,9.6096,4869.000,1653.000,44.000,26.000,1,119.880
577,9.6263,4872.500,1652.500,45.000,27.000,1,211.920
578,9.6430,4875.000,1652.000,44.000,26.000,1,152.818
579,9.6597,4878.000,1652.000,44.000,26.000,1,179.820
580,9.6763,4881.500,1651.500,45.000,27.000,1,211.920
581,9.6930,4883.000,1651.000,44.000,26.000,1,94.774
582,9.7097,4886.000,1650.000,44.000,26.000,1,189.547
583,9.7264,4889.500,1651.500,45.000,27.000,1,228.245
584,9.7431,4890.000,1650.000,44.000,26.000,1,94.774
585,9.7598,4894.000,1650.000,44.000,26.000,1,239.760
586,9.7764,4897.000,1650.000,44.000,26.000,1,179.820
587,9.7931,4899.000,1649.000,44.000,26.000,1,134.030
588,9.8098,4901.500,1649.500,45.000,27.000,1,152.818
589,9.8265,4902.500,1648.500,45.000,27.000,1,84.768
590,9.8432,4906.000,1648.000,44.000,26.000,1,211.920
591,9.8598,4908.000,1648.000,44.000,26.000,1,119.880
592,9.8765,4910.500,1648.500,45.000,27.000,1,152.818
593,9.8932,4911.500,1647.500,45.000,27.000,1,84.768
594,9.9099,4913.500,1647.500,45.000,27.000,1,119.880
595,9.9266,4916.000,1647.000,44.000,26.000,1,152.818
596,9.9433,4918.500,1647.500,45.000,27.000,1,152.818
597,9.9600,4920.000,1647.000,44.000,26.000,1,94.774
598,9.9766,4922.500,1647.500,45.000,27.000,1,152.818
599,9.9933,4923.500,1645.500,45.000,27.000,1,134.030
600,10.0100,4926.000,1646.000,44.000,26.000,1,152.818
601,10.0267,4927.000,1646.000,44.000,26.000,1,59.940
602,10.0434,4928.000,1646.000,44.000,26.000,1,59.940
603,10.0601,4930.000,1646.000,44.000,26.000,1,119.880
604,10.0767,4932.000,1646.000,44.000,26.000,1,119.880
605,10.0934,4934.000,1645.000,44.000,26.000,1,134.030
606,10.1101,4935.500,1645.500,45.000,27.000,1,94.774
607,10.1268,4936.000,1644.000,44.000,26.000,1,94.774
608,10.1435,4938.000,1644.000,44.000,26.000,1,119.880
609,10.1601,4940.000,1645.000,44.000,26.000,1,134.030
610,10.1768,4941.000,1645.000,44.000,26.000,1,59.940
611,10.1935,4942.000,1645.000,44.000,26.000,1,59.940
612,10.2102,4943.500,1644.500,45.000,27.000,1,94.774
613,10.2269,4944.000,1644.000,44.000,26.000,1,42.384
614,10.2436,4945.000,1644.000,44.000,26.000,1,59.940
615,10.2603,4946.000,1644.000,44.000,26.000,1,59.940
616,10.2769,4947.000,1643.000,44.000,26.000,1,84.768
617,10.2936,4948.000,1643.000,44.000,26.000,1,59.940
618,10.3103,4949.000,1643.000,44.000,26.000,1,59.940
619,10.3270,4950.500,1643.500,45.000,27.000,1,94.774
620,10.3437,4951.000,1642.000,44.000,26.000,1,94.774
621,10.3604,4952.000,1643.000,44.000,26.000,1,84.768
622,10.3770,4953.000,1643.000,44.000,26.000,1,59.940
623,10.3937,4954.000,1643.000,44.000,26.000,1,59.940
624,10.4104,4954.000,1643.000,44.000,26.000,1,0.000
625,10.4271,4955.000,1642.000,44.000,26.000,1,84.768
626,10.4438,4955.500,1642.500,45.000,27.000,1,42.384
627,10.4604,4955.000,1642.000,44.000,26.000,1,42.384
628,10.4771,4956.500,1642.500,45.000,27.000,1,94.774
629,10.4938,4956.000,1641.000,44.000,26.000,1,94.774
630,10.5105,4957.500,1642.500,45.000,27.000,1,127.152
631,10.5272,4956.000,1642.000,44.000,26.000,1,94.774
632,10.5439,4957.000,1643.000,44.000,26.000,1,84.768
633,10.5606,4958.000,1643.000,44.000,26.000,1,59.940
634,10.5772,4958.000,1643.000,44.000,26.000,1,0.000
635,10.5939,4958.000,1643.000,44.000,26.000,1,0.000
636,10.6106,4958.000,1643.000,44.000,26.000,1,0.000
637,10.6273,4958.000,1643.000,44.000,26.000,1,0.000
638,10.6440,4958.000,1643.000,44.000,26.000,1,0.000
639,10.6607,4958.500,1642.500,45.000,27.000,1,42.384
640,10.6773,4958.000,1642.000,44.000,26.000,1,42.384
641,10.6940,4958.000,1642.000,44.000,26.000,1,0.000
642,10.7107,4958.000,1642.000,44.000,26.000,1,0.000
643,10.7274,4958.000,1642.000,44.000,26.000,1,0.000
644,10.7441,4958.000,1642.000,44.000,26.000,1,0.000
645,10.7607,4958.000,1642.000,44.000,26.000,1,0.000
646,10.7774,4958.000,1642.000,44.000,26.000,1,0.000
647,10.7941,4959.000,1642.000,44.000,26.000,1,59.940
648,10.8108,4959.000,1643.000,44.000,26.000,1,59.940
649,10.8275,4959.000,1643.000,44.000,26.000,1,0.000
650,10.8442,4959.000,1643.000,44.000,26.000,1,0.000
651,10.8609,4959.000,1643.000,44.000,26.000,1,0.000
652,10.8775,4959.000,1643.000,44.000,26.000,1,0.000
653,10.8942,4959.000,1643.000,44.000,26.000,1,0.000
654,10.9109,4959.000,1643.000,44.000,26.000,1,0.000
655,10.9276,4959.000,1643.000,44.000,26.000,1,0.000
656,10.9443,4959.000,1643.000,44.000,26.000,1,0.000
657,10.9610,4959.000,1643.000,44.000,26.000,1,0.000
658,10.9776,4959.000,1643.000,44.000,26.000,1,0.000
659,10.9943,4958.000,1642.000,44.000,26.000,1,84.768
660,11.0110,4958.000,1642.000,44.000,26.000,1,0.000
661,11.0277,4958.000,1642.000,44.000,26.000,1,0.000
662,11.0444,4959.000,1642.000,44.000,26.000,1,59.940
663,11.0610,4959.000,1642.000,44.000,26.000,1,0.000
664,11.0777,4959.000,1642.000,44.000,26.000,1,0.000
