frame,t_sec,x_center,y_center,w,h,ok,speed_pix_per_s
452,7.5409,2719.500,1719.500,53.000,29.000,1,513.004
453,7.5575,2726.500,1719.500,53.000,29.000,1,419.580
454,7.5742,2734.500,1719.500,53.000,29.000,1,479.520
455,7.5909,2741.500,1719.500,53.000,29.000,1,419.580
456,7.6076,2749.500,1719.500,53.000,29.000,1,479.520
457,7.6243,2758.500,1719.500,53.000,29.000,1,539.461
458,7.6410,2764.500,1719.500,53.000,29.000,1,359.640
459,7.6577,2773.500,1719.500,53.000,29.000,1,539.461
460,7.6743,2781.500,1719.500,53.000,29.000,1,479.520
461,7.6910,2788.500,1719.500,53.000,29.000,1,419.580
462,7.7077,2797.000,1720.000,52.000,28.000,1,510.371
463,7.7244,2804.500,1719.500,53.000,29.000,1,450.548
464,7.7411,2811.500,1719.500,53.000,29.000,1,419.580
465,7.7577,2820.500,1719.500,53.000,29.000,1,539.461
466,7.7744,2827.500,1719.500,53.000,29.000,1,419.580
467,7.7911,2836.000,1719.500,54.000,29.000,1,509.491
468,7.8078,2844.000,1719.500,54.000,29.000,1,479.520
469,7.8245,2852.000,1719.500,54.000,29.000,1,479.520
470,7.8412,2859.000,1720.500,54.000,29.000,1,423.840
471,7.8579,2866.000,1719.500,54.000,29.000,1,423.840
472,7.8745,2875.000,1719.500,54.000,29.000,1,539.461
473,7.8912,2882.000,1719.500,54.000,29.000,1,419.580
474,7.9079,2889.000,1719.500,54.000,29.000,1,419.580
475,7.9246,2897.000,1719.500,54.000,29.000,1,479.520
476,7.9413,2905.000,1719.500,54.000,29.000,1,479.520
477,7.9580,2913.000,1719.500,54.000,29.000,1,479.520
478,7.9746,2920.000,1720.500,54.000,29.000,1,423.840
479,7.9913,2928.000,1719.500,54.000,29.000,1,483.252
480,8.0080,2935.000,1720.500,54.000,29.000,1,423.840
481,8.0247,2942.500,1720.500,53.000,29.000,1,449.550
482,8.0414,2950.500,1719.500,53.000,29.000,1,483.252
483,8.0580,2958.000,1720.000,52.000,28.000,1,450.548
484,8.0747,2965.500,1720.500,53.000,29.000,1,450.548
485,8.0914,2972.000,1719.000,52.000,28.000,1,399.850
486,8.1081,2979.500,1719.500,51.000,27.000,1,450.548
487,8.1248,2987.500,1719.500,51.000,27.000,1,479.520
488,8.1415,2996.000,1720.000,52.000,28.000,1,510.371
489,8.1582,3002.500,1719.500,51.000,27.000,1,390.761
490,8.1748,3010.000,1720.000,52.000,28.000,1,450.548
491,8.1915,3017.500,1719.500,51.000,27.000,1,450.548
492,8.2082,3025.000,1720.500,50.000,27.000,1,453.529
493,8.2249,3032.500,1719.500,51.000,27.000,1,453.529
494,8.2416,3039.500,1719.500,51.000,27.000,1,419.580
495,8.2583,3048.000,1720.000,52.000,28.000,1,510.371
496,8.2749,3054.000,1719.500,50.000,27.000,1,360.887
497,8.2916,3061.500,1720.500,51.000,27.000,1,453.529
498,8.3083,3068.500,1719.500,51.000,27.000,1,423.840
499,8.3250,3076.500,1720.500,51.000,27.000,1,483.252
500,8.3417,3083.000,1720.500,50.000,27.000,1,389.610
501,8.3583,3090.500,1719.500,51.000,27.000,1,453.529
502,8.3750,3097.500,1719.500,51.000,27.000,1,419.580
503,8.3917,3105.000,1720.000,52.000,28.000,1,450.548
504,8.4084,3112.000,1720.000,52.000,28.000,1,419.580
505,8.4251,3118.500,1720.500,53.000,29.000,1,390.761
506,8.4418,3126.500,1718.500,51.000,27.000,1,494.278
507,8.4585,3134.500,1719.500,51.000,27.000,1,483.252
508,8.4751,3142.000,1719.000,52.000,28.000,1,450.548
509,8.4918,3148.000,1719.500,50.000,27.000,1,360.887
510,8.5085,3156.500,1719.500,51.000,27.000,1,509.491
511,8.5252,3164.000,1719.500,50.000,27.000,1,449.550
512,8.5419,3171.500,1719.500,51.000,27.000,1,449.550
513,8.5586,3178.500,1719.500,51.000,27.000,1,419.580
514,8.5752,3185.000,1720.500,50.000,27.000,1,394.194
515,8.5919,3193.000,1719.500,50.000,27.000,1,483.252
516,8.6086,3200.500,1719.500,51.000,27.000,1,449.550
517,8.6253,3207.000,1719.500,50.000,27.000,1,389.610
518,8.6420,3214.000,1720.500,50.000,27.000,1,423.840
519,8.6586,3221.500,1720.000,49.000,26.000,1,450.548
520,8.6753,3228.000,1720.000,48.000,26.000,1,389.610
521,8.6920,3235.500,1719.500,47.000,25.000,1,450.548
522,8.7087,3243.000,1720.000,48.000,26.000,1,450.548
523,8.7254,3251.000,1720.000,48.000,26.000,1,479.520
524,8.7421,3256.500,1718.500,47.000,25.000,1,341.711
525,8.7588,3266.500,1718.500,47.000,25.000,1,599.401
526,8.7754,3270.500,1718.500,47.000,25.000,1,239.760
527,8.7921,3278.500,1718.500,47.000,25.000,1,479.520
528,8.8088,3286.000,1719.000,48.000,26.000,1,450.548
529,8.8255,3293.500,1719.500,47.000,25.000,1,450.548
530,8.8422,3301.500,1719.500,47.000,25.000,1,479.520
531,8.8589,3307.500,1719.500,47.000,25.000,1,359.640
532,8.8755,3315.500,1718.500,47.000,25.000,1,483.252
533,8.8922,3322.000,1718.500,46.000,25.000,1,389.610
534,8.9089,3329.500,1719.500,47.000,25.000,1,453.529
535,8.9256,3337.000,1719.000,48.000,26.000,1,450.548
536,8.9423,3344.000,1719.000,48.000,26.000,1,419.580
537,8.9589,3351.000,1719.000,48.000,26.000,1,419.580
538,8.9756,3359.000,1719.000,48.000,26.000,1,479.520
539,8.9923,3366.500,1719.000,49.000,26.000,1,449.550
540,9.0090,3371.000,1718.500,50.000,27.000,1,271.390
541,9.0257,3379.500,1718.000,49.000,26.000,1,510.371
542,9.0424,3386.000,1719.000,48.000,26.000,1,394.194
543,9.0591,3394.000,1719.000,48.000,26.000,1,479.520
544,9.0757,3401.000,1719.000,48.000,26.000,1,419.580
545,9.0924,3407.000,1719.000,48.000,26.000,1,359.640
546,9.1091,3414.500,1718.500,47.000,25.000,1,450.548
547,9.1258,3421.500,1718.500,47.000,25.000,1,419.580
548,9.1425,3428.500,1718.500,47.000,25.000,1,419.580
549,9.1592,3435.500,1717.500,47.000,25.000,1,423.840
550,9.1758,3442.500,1717.500,47.000,25.000,1,419.580
551,9.1925,3449.500,1717.500,47.000,25.000,1,419.580
552,9.2092,3456.500,1717.500,47.000,25.000,1,419.580
553,9.2259,3463.500,1717.500,47.000,25.000,1,419.580
554,9.2426,3470.500,1717.500,47.000,25.000,1,419.580
555,9.2592,3477.500,1717.500,47.000,25.000,1,419.580
556,9.2759,3484.500,1717.500,47.000,25.000,1,419.580
557,9.2926,3490.500,1717.000,45.000,24.000,1,360.887
558,9.3093,3498.500,1717.500,47.000,25.000,1,480.456
559,9.3260,3505.000,1717.500,46.000,25.000,1,389.610
560,9.3427,3512.500,1717.500,47.000,25.000,1,449.550
561,9.3594,3519.000,1716.500,46.000,25.000,1,394.194
562,9.3760,3526.000,1717.500,46.000,25.000,1,423.840
563,9.3927,3533.500,1717.500,47.000,25.000,1,449.550
564,9.4094,3539.500,1716.500,47.000,25.000,1,364.601
565,9.4261,3546.500,1716.500,47.000,25.000,1,419.580
566,9.4428,3552.500,1716.500,47.000,25.000,1,359.640
567,9.4595,3559.000,1716.500,46.000,25.000,1,389.610
568,9.4761,3566.500,1716.500,47.000,25.000,1,449.550
569,9.4928,3573.000,1716.500,46.000,25.000,1,389.610
570,9.5095,3580.500,1715.500,47.000,25.000,1,453.529
571,9.5262,3587.500,1715.500,47.000,25.000,1,419.580
572,9.5429,3594.500,1715.500,47.000,25.000,1,419.580
573,9.5595,3600.500,1715.500,47.000,25.000,1,359.640
574,9.5762,3607.500,1715.500,47.000,25.000,1,419.580
575,9.5929,3614.500,1715.500,47.000,25.000,1,419.580
576,9.6096,3621.500,1715.500,47.000,25.000,1,419.580
577,9.6263,3627.500,1714.500,47.000,25.000,1,364.601
578,9.6430,3635.500,1714.500,47.000,25.000,1,479.520
579,9.6597,3641.500,1714.500,47.000,25.000,1,359.640
580,9.6763,3648.500,1714.500,47.000,25.000,1,419.580
581,9.6930,3654.500,1714.500,47.000,25.000,1,359.640
582,9.7097,3662.000,1714.500,46.000,25.000,1,449.550
583,9.7264,3669.500,1714.500,47.000,25.000,1,449.550
584,9.7431,3675.000,1714.500,46.000,25.000,1,329.670
585,9.7598,3682.500,1713.500,47.000,25.000,1,453.529
586,9.7764,3688.000,1714.500,46.000,25.000,1,335.075
587,9.7931,3695.500,1713.500,47.000,25.000,1,453.529
588,9.8098,3702.000,1713.500,46.000,25.000,1,389.610
589,9.8265,3709.500,1713.500,47.000,25.000,1,449.550
590,9.8432,3714.000,1713.500,46.000,25.000,1,269.730
591,9.8598,3721.500,1712.500,47.000,25.000,1,453.529
592,9.8765,3727.500,1712.500,47.000,25.000,1,359.640
593,9.8932,3735.500,1712.500,47.000,25.000,1,479.520
594,9.9099,3741.000,1712.500,46.000,25.000,1,329.670
595,9.9266,3748.500,1712.500,47.000,25.000,1,449.550
596,9.9433,3755.000,1712.500,46.000,25.000,1,389.610
597,9.9600,3761.500,1712.500,47.000,25.000,1,389.610
598,9.9766,3768.500,1711.500,47.000,25.000,1,423.840
599,9.9933,3774.500,1711.500,47.000,25.000,1,359.640
600,10.0100,3780.500,1711.500,47.000,25.000,1,359.640
601,10.0267,3787.500,1710.500,47.000,25.000,1,423.840
602,10.0434,3794.500,1710.500,47.000,25.000,1,419.580
603,10.0601,3800.500,1710.500,47.000,25.000,1,359.640
604,10.0767,3806.500,1710.500,47.000,25.000,1,359.640
605,10.0934,3813.500,1710.500,47.000,25.000,1,419.580
606,10.1101,3819.500,1710.500,47.000,25.000,1,359.640
607,10.1268,3826.500,1709.500,47.000,25.000,1,423.840
608,10.1435,3832.500,1709.500,47.000,25.000,1,359.640
609,10.1601,3839.500,1709.500,47.000,25.000,1,419.580
610,10.1768,3846.000,1709.500,46.000,25.000,1,389.610
611,10.1935,3852.500,1709.500,47.000,25.000,1,389.610
612,10.2102,3858.500,1709.500,47.000,25.000,1,359.640
613,10.2269,3864.000,1708.500,46.000,25.000,1,335.075
614,10.2436,3871.500,1708.500,47.000,25.000,1,449.550
615,10.2603,3877.000,1708.500,46.000,25.000,1,329.670
616,10.2769,3884.500,1708.500,47.000,25.000,1,449.550
617,10.2936,3891.000,1708.500,46.000,25.000,1,389.610
618,10.3103,3897.500,1708.500,47.000,25.000,1,389.610
619,10.3270,3903.000,1707.500,46.000,25.000,1,335.075
620,10.3437,3910.000,1708.500,46.000,25.000,1,423.840
621,10.3604,3916.500,1707.500,47.000,25.000,1,394.194
622,10.3770,3921.000,1707.500,46.000,25.000,1,269.730
623,10.3937,3928.000,1707.500,46.000,25.000,1,419.580
624,10.4104,3935.000,1707.500,46.000,25.000,1,419.580
625,10.4271,3941.500,1706.500,47.000,25.000,1,394.194
626,10.4438,3947.000,1706.500,46.000,25.000,1,329.670
627,10.4604,3953.500,1706.500,47.000,25.000,1,389.610
628,10.4771,3959.500,1706.500,47.000,25.000,1,359.640
629,10.4938,3966.000,1706.500,46.000,25.000,1,389.610
630,10.5105,3972.500,1706.500,47.000,25.000,1,389.610
631,10.5272,3977.500,1705.500,47.000,25.000,1,305.636
632,10.5439,3984.500,1705.500,47.000,25.000,1,419.580
633,10.5606,3990.500,1705.500,47.000,25.000,1,359.640
634,10.5772,3997.500,1704.500,47.000,25.000,1,423.840
635,10.5939,4003.000,1704.500,46.000,25.000,1,329.670
636,10.6106,4010.000,1704.500,46.000,25.000,1,419.580
637,10.6273,4016.500,1704.500,47.000,25.000,1,389.610
638,10.6440,4021.000,1703.500,46.000,25.000,1,276.310
639,10.6607,4027.500,1704.500,47.000,25.000,1,394.194
640,10.6773,4033.000,1703.500,46.000,25.000,1,335.075
641,10.6940,4040.000,1704.500,46.000,25.000,1,423.840
642,10.7107,4047.000,1704.500,46.000,25.000,1,419.580
643,10.7274,4053.500,1703.500,47.000,25.000,1,394.194
644,10.7441,4058.000,1703.500,46.000,25.000,1,269.730
645,10.7607,4065.000,1703.500,46.000,25.000,1,419.580
646,10.7774,4071.500,1702.500,47.000,25.000,1,394.194
647,10.7941,4077.000,1702.500,46.000,25.000,1,329.670
648,10.8108,4083.500,1701.500,47.000,25.000,1,394.194
649,10.8275,4088.000,1701.500,46.000,25.000,1,269.730
650,10.8442,4095.000,1702.500,46.000,25.000,1,423.840
651,10.8609,4101.500,1701.500,47.000,25.000,1,394.194
652,10.8775,4105.500,1700.500,47.000,25.000,1,247.139
653,10.8942,4113.000,1701.500,46.000,25.000,1,453.529
654,10.9109,4119.500,1700.500,47.000,25.000,1,394.194
655,10.9276,4124.000,1700.500,46.000,25.000,1,269.730
656,10.9443,4131.000,1700.500,46.000,25.000,1,419.580
657,10.9610,4137.500,1700.500,47.000,25.000,1,389.610
658,10.9776,4143.000,1699.500,46.000,25.000,1,335.075
659,10.9943,4150.000,1699.500,46.000,25.000,1,419.580
660,11.0110,4155.500,1699.500,47.000,25.000,1,329.670
661,11.0277,4161.500,1699.500,47.000,25.000,1,359.640
662,11.0444,4167.500,1698.500,47.000,25.000,1,364.601
663,11.0610,4173.500,1697.500,47.000,25.000,1,364.601
664,11.0777,4179.500,1697.500,47.000,25.000,1,359.640
665,11.0944,4185.500,1697.500,47.000,25.000,1,359.640
666,11.1111,4191.000,1697.500,46.000,25.000,1,329.670
667,11.1278,4198.000,1697.500,46.000,25.000,1,419.580
668,11.1445,4204.500,1697.500,47.000,25.000,1,389.610
669,11.1612,4209.000,1696.500,46.000,25.000,1,276.310
670,11.1778,4216.000,1696.500,46.000,25.000,1,419.580
671,11.1945,4222.500,1696.500,47.000,25.000,1,389.610
672,11.2112,4227.000,1696.500,46.000,25.000,1,269.730
673,11.2279,4233.000,1695.500,46.000,25.000,1,364.601
674,11.2446,4239.500,1695.500,47.000,25.000,1,389.610
675,11.2613,4244.500,1695.500,47.000,25.000,1,299.700
676,11.2779,4252.000,1694.500,46.000,25.000,1,453.529
677,11.2946,4258.500,1694.500,47.000,25.000,1,389.610
678,11.3113,4262.500,1693.500,47.000,25.000,1,247.139
679,11.3280,4270.000,1693.500,46.000,25.000,1,449.550
680,11.3447,4276.500,1693.500,47.000,25.000,1,389.610
681,11.3613,4280.500,1692.500,47.000,25.000,1,247.139
682,11.3780,4287.000,1692.500,46.000,25.000,1,389.610
683,11.3947,4293.000,1692.500,46.000,25.000,1,359.640
684,11.4114,4299.000,1692.500,46.000,25.000,1,359.640
685,11.4281,4306.000,1692.500,46.000,25.000,1,419.580
686,11.4448,4311.500,1691.500,47.000,25.000,1,335.075
687,11.4615,4315.500,1691.500,47.000,25.000,1,239.760
688,11.4781,4323.000,1690.500,46.000,25.000,1,453.529
689,11.4948,4329.500,1690.500,47.000,25.000,1,389.610
690,11.5115,4333.500,1690.500,47.000,25.000,1,239.760
691,11.5282,4340.000,1689.500,46.000,25.000,1,394.194
692,11.5449,4346.000,1690.500,46.000,25.000,1,364.601
693,11.5616,4352.000,1689.500,46.000,25.000,1,364.601
694,11.5782,4358.000,1689.500,46.000,25.000,1,359.640
695,11.5949,4364.500,1688.500,47.000,25.000,1,394.194
696,11.6116,4368.500,1687.500,47.000,25.000,1,247.139
697,11.6283,4375.000,1687.500,46.000,25.000,1,389.610
698,11.6450,4381.000,1688.500,46.000,25.000,1,364.601
699,11.6616,4387.000,1687.500,46.000,25.000,1,364.601
700,11.6783,4393.500,1687.500,47.000,25.000,1,389.610
701,11.6950,4397.500,1686.500,47.000,25.000,1,247.139
702,11.7117,4404.000,1686.500,46.000,25.000,1,389.610
703,11.7284,4409.000,1686.500,46.000,25.000,1,299.700
704,11.7451,4416.000,1685.500,46.000,25.000,1,423.840
705,11.7618,4422.500,1685.500,47.000,25.000,1,389.610
706,11.7784,4426.500,1685.500,47.000,25.000,1,239.760
707,11.7951,4432.500,1684.500,47.000,25.000,1,364.601
708,11.8118,4439.000,1684.500,46.000,25.000,1,389.610
709,11.8285,4445.500,1684.500,47.000,25.000,1,389.610
710,11.8452,4449.000,1684.500,46.000,25.000,1,209.790
711,11.8619,4456.000,1683.500,46.000,25.000,1,423.840
712,11.8785,4462.000,1683.500,46.000,25.000,1,359.640
713,11.8952,4467.500,1682.500,47.000,25.000,1,335.075
714,11.9119,4471.500,1681.500,47.000,25.000,1,247.139
715,11.9286,4477.000,1682.500,46.000,25.000,1,335.075
716,11.9453,4483.000,1682.500,46.000,25.000,1,359.640
717,11.9619,4489.000,1681.500,46.000,25.000,1,364.601
718,11.9786,4494.000,1681.500,46.000,25.000,1,299.700
719,11.9953,4499.000,1681.500,46.000,25.000,1,299.700
720,12.0120,4505.500,1680.500,47.000,25.000,1,394.194
721,12.0287,4509.500,1679.500,47.000,25.000,1,247.139
722,12.0454,4514.500,1679.500,47.000,25.000,1,299.700
723,12.0621,4520.500,1679.500,47.000,25.000,1,359.640
724,12.0787,4525.500,1679.500,47.000,25.000,1,299.700
725,12.0954,4530.500,1678.500,47.000,25.000,1,305.636
726,12.1121,4534.500,1678.500,47.000,25.000,1,239.760
727,12.1288,4541.000,1678.500,46.000,25.000,1,389.610
728,12.1455,4546.000,1678.500,46.000,25.000,1,299.700
729,12.1622,4550.000,1678.500,46.000,25.000,1,239.760
730,12.1788,4555.000,1677.500,46.000,25.000,1,305.636
731,12.1955,4560.000,1677.500,46.000,25.000,1,299.700
732,12.2122,4565.000,1677.500,46.000,25.000,1,299.700
733,12.2289,4570.000,1676.500,46.000,25.000,1,305.636
734,12.2456,4575.000,1676.500,46.000,25.000,1,299.700
735,12.2622,4580.000,1676.500,46.000,25.000,1,299.700
736,12.2789,4585.000,1676.500,46.000,25.000,1,299.700
737,12.2956,4590.000,1675.500,46.000,25.000,1,305.636
738,12.3123,4595.000,1675.500,46.000,25.000,1,299.700
739,12.3290,4599.000,1674.500,46.000,25.000,1,247.139
740,12.3457,4603.000,1674.500,46.000,25.000,1,239.760
741,12.3624,4609.000,1674.500,46.000,25.000,1,359.640
742,12.3790,4613.000,1673.500,46.000,25.000,1,247.139
743,12.3957,4617.000,1674.500,46.000,25.000,1,247.139
744,12.4124,4622.000,1673.500,46.000,25.000,1,305.636
745,12.4291,4626.000,1673.500,46.000,25.000,1,239.760
746,12.4458,4630.000,1672.500,46.000,25.000,1,247.139
747,12.4625,4634.000,1672.500,46.000,25.000,1,239.760
748,12.4791,4639.000,1671.500,46.000,25.000,1,305.636
749,12.4958,4644.000,1671.500,46.000,25.000,1,299.700
750,12.5125,4647.000,1671.500,46.000,25.000,1,179.820
751,12.5292,4652.000,1671.500,46.000,25.000,1,299.700
752,12.5459,4656.000,1670.500,46.000,25.000,1,247.139
753,12.5625,4660.000,1670.500,46.000,25.000,1,239.760
754,12.5792,4664.000,1670.500,46.000,25.000,1,239.760
755,12.5959,4668.000,1669.500,46.000,25.000,1,247.139
756,12.6126,4673.000,1669.500,46.000,25.000,1,299.700
757,12.6293,4677.000,1669.500,46.000,25.000,1,239.760
758,12.6460,4681.000,1668.500,46.000,25.000,1,247.139
759,12.6627,4685.000,1668.500,46.000,25.000,1,239.760
760,12.6793,4688.000,1668.500,46.000,25.000,1,179.820
761,12.6960,4693.000,1668.500,46.000,25.000,1,299.700
762,12.7127,4697.000,1667.500,46.000,25.000,1,247.139
763,12.7294,4700.000,1667.500,46.000,25.000,1,179.820
764,12.7461,4704.000,1666.500,46.000,25.000,1,247.139
765,12.7628,4708.000,1666.500,46.000,25.000,1,239.760
766,12.7794,4712.000,1666.500,46.000,25.000,1,239.760
767,12.7961,4715.000,1666.500,46.000,25.000,1,179.820
768,12.8128,4719.000,1665.500,46.000,25.000,1,247.139
769,12.8295,4723.000,1665.500,46.000,25.000,1,239.760
770,12.8462,4727.000,1665.500,46.000,25.000,1,239.760
771,12.8628,4731.000,1664.500,46.000,25.000,1,247.139
772,12.8795,4734.000,1665.500,46.000,25.000,1,189.547
773,12.8962,4737.000,1664.500,46.000,25.000,1,189.547
774,12.9129,4741.000,1664.500,46.000,25.000,1,239.760
775,12.9296,4745.000,1663.500,46.000,25.000,1,247.139
776,12.9463,4748.000,1663.500,46.000,25.000,1,179.820
777,12.9630,4752.000,1662.500,46.000,25.000,1,247.139
778,12.9796,4755.000,1663.500,46.000,25.000,1,189.547
779,12.9963,4759.000,1662.500,46.000,25.000,1,247.139
780,13.0130,4762.000,1662.500,46.000,25.000,1,179.820
781,13.0297,4766.000,1661.500,46.000,25.000,1,247.139
782,13.0464,4769.000,1661.500,46.000,25.000,1,179.820
783,13.0631,4772.000,1661.500,46.000,25.000,1,179.820
784,13.0797,4775.000,1661.500,46.000,25.000,1,179.820
785,13.0964,4779.000,1660.500,46.000,25.000,1,247.139
786,13.1131,4782.000,1660.500,46.000,25.000,1,179.820
787,13.1298,4785.000,1659.500,46.000,25.000,1,189.547
788,13.1465,4788.000,1660.500,46.000,25.000,1,189.547
789,13.1631,4791.000,1660.500,46.000,25.000,1,179.820
790,13.1798,4794.000,1659.500,46.000,25.000,1,189.547
791,13.1965,4797.000,1659.500,46.000,25.000,1,179.820
792,13.2132,4801.000,1658.500,46.000,25.000,1,247.139
793,13.2299,4804.000,1658.500,46.000,25.000,1,179.820
794,13.2466,4807.000,1658.500,46.000,25.000,1,179.820
795,13.2633,4810.000,1657.500,46.000,25.000,1,189.547
796,13.2799,4812.000,1657.500,46.000,25.000,1,119.880
797,13.2966,4815.000,1657.500,46.000,25.000,1,179.820
798,13.3133,4818.000,1657.500,46.000,25.000,1,179.820
799,13.3300,4821.000,1657.500,46.000,25.000,1,179.820
800,13.3467,4824.000,1656.500,46.000,25.000,1,189.547
801,13.3634,4827.000,1656.500,46.000,25.000,1,179.820
802,13.3800,4830.000,1656.500,46.000,25.000,1,179.820
803,13.3967,4833.500,1656.500,47.000,25.000,1,209.790
804,13.4134,4834.000,1655.500,46.000,25.000,1,67.015
805,13.4301,4838.000,1655.500,46.000,25.000,1,239.760
806,13.4468,4841.000,1655.500,46.000,25.000,1,179.820
807,13.4634,4843.000,1654.500,46.000,25.000,1,134.030
808,13.4801,4846.000,1654.500,46.000,25.000,1,179.820
809,13.4968,4849.000,1654.500,46.000,25.000,1,179.820
810,13.5135,4851.000,1654.500,46.000,25.000,1,119.880
811,13.5302,4853.000,1654.500,46.000,25.000,1,119.880
812,13.5469,4856.000,1653.500,46.000,25.000,1,189.547
813,13.5636,4859.000,1653.500,46.000,25.000,1,179.820
814,13.5802,4862.000,1653.500,46.000,25.000,1,179.820
815,13.5969,4864.000,1653.500,46.000,25.000,1,119.880
816,13.6136,4867.000,1652.500,46.000,25.000,1,189.547
817,13.6303,4869.000,1652.500,46.000,25.000,1,119.880
818,13.6470,4870.000,1652.500,46.000,25.000,1,59.940
819,13.6637,4874.000,1652.500,46.000,25.000,1,239.760
820,13.6803,4876.000,1651.500,46.000,25.000,1,134.030
821,13.6970,4879.000,1651.500,46.000,25.000,1,179.820
822,13.7137,4881.000,1651.500,46.000,25.000,1,119.880
823,13.7304,4883.000,1651.500,46.000,25.000,1,119.880
824,13.7471,4884.000,1650.500,46.000,25.000,1,84.768
825,13.7637,4887.000,1650.500,46.000,25.000,1,179.820
826,13.7804,4889.000,1650.500,46.000,25.000,1,119.880
827,13.7971,4892.000,1650.500,46.000,25.000,1,179.820
828,13.8138,4894.000,1649.500,46.000,25.000,1,134.030
829,13.8305,4896.000,1649.500,46.000,25.000,1,119.880
830,13.8472,4897.500,1649.000,45.000,24.000,1,94.774
831,13.8639,4899.500,1649.000,45.000,24.000,1,119.880
832,13.8805,4901.500,1649.000,45.000,24.000,1,119.880
833,13.8972,4904.000,1648.500,46.000,25.000,1,152.818
834,13.9139,4905.500,1649.000,45.000,24.000,1,94.774
835,13.9306,4908.000,1648.500,46.000,25.000,1,152.818
836,13.9473,4909.500,1648.000,45.000,24.000,1,94.774
837,13.9640,4911.500,1647.000,45.000,24.000,1,134.030
838,13.9806,4914.000,1647.500,46.000,25.000,1,152.818
839,13.9973,4915.000,1647.500,46.000,25.000,1,59.940
840,14.0140,4918.000,1647.500,46.000,25.000,1,179.820
841,14.0307,4919.000,1647.500,46.000,25.000,1,59.940
842,14.0474,4921.000,1646.500,46.000,25.000,1,134.030
843,14.0640,4923.000,1646.500,46.000,25.000,1,119.880
844,14.0807,4925.000,1646.500,46.000,25.000,1,119.880
845,14.0974,4926.000,1646.500,46.000,25.000,1,59.940
846,14.1141,4928.000,1646.500,46.000,25.000,1,119.880
847,14.1308,4930.000,1645.500,46.000,25.000,1,134.030
848,14.1475,4932.000,1645.500,46.000,25.000,1,119.880
849,14.1642,4933.000,1645.500,46.000,25.000,1,59.940
850,14.1808,4934.000,1644.500,46.000,25.000,1,84.768
851,14.1975,4935.500,1645.000,45.000,24.000,1,94.774
852,14.2142,4937.500,1645.000,45.000,24.000,1,119.880
853,14.2309,4938.500,1645.000,45.000,24.000,1,59.940
854,14.2476,4941.000,1644.500,46.000,25.000,1,152.818
855,14.2643,4941.500,1644.000,45.000,24.000,1,42.384
856,14.2809,4944.000,1644.500,46.000,25.000,1,152.818
857,14.2976,4945.000,1643.500,46.000,25.000,1,84.768
858,14.3143,4946.000,1643.500,46.000,25.000,1,59.940
859,14.3310,4947.000,1643.500,46.000,25.000,1,59.940
860,14.3477,4948.500,1643.000,45.000,24.000,1,94.774
861,14.3643,4949.500,1643.000,45.000,24.000,1,59.940
862,14.3810,4952.000,1643.500,46.000,25.000,1,152.818
863,14.3977,4953.000,1642.500,46.000,25.000,1,84.768
864,14.4144,4954.000,1642.500,46.000,25.000,1,59.940
865,14.4311,4955.000,1642.500,46.000,25.000,1,59.940
866,14.4478,4956.000,1642.500,46.000,25.000,1,59.940
867,14.4645,4958.000,1642.500,46.000,25.000,1,119.880
868,14.4811,4959.000,1642.500,46.000,25.000,1,59.940
869,14.4978,4960.000,1641.500,46.000,25.000,1,84.768
870,14.5145,4961.000,1641.500,46.000,25.000,1,59.940
871,14.5312,4961.000,1642.500,46.000,25.000,1,59.940
872,14.5479,4963.000,1642.500,46.000,25.000,1,119.880
873,14.5646,4964.000,1641.500,46.000,25.000,1,84.768
874,14.5812,4965.000,1641.500,46.000,25.000,1,59.940
875,14.5979,4966.000,1641.500,46.000,25.000,1,59.940
876,14.6146,4967.000,1641.500,46.000,25.000,1,59.940
877,14.6313,4968.000,1641.500,46.000,25.000,1,59.940
878,14.6480,4969.000,1641.500,46.000,25.000,1,59.940
879,14.6646,4969.000,1641.500,46.000,25.000,1,0.000
880,14.6813,4970.000,1640.500,46.000,25.000,1,84.768
881,14.6980,4970.000,1640.500,46.000,25.000,1,0.000
882,14.7147,4972.000,1640.500,46.000,25.000,1,119.880
883,14.7314,4972.000,1641.500,46.000,25.000,1,59.940
884,14.7481,4973.000,1641.500,46.000,25.000,1,59.940
885,14.7648,4974.000,1640.500,46.000,25.000,1,84.768
886,14.7814,4975.000,1640.500,46.000,25.000,1,59.940
887,14.7981,4975.000,1640.500,46.000,25.000,1,0.000
888,14.8148,4975.000,1640.500,46.000,25.000,1,0.000
889,14.8315,4976.000,1640.500,46.000,25.000,1,59.940
890,14.8482,4976.000,1640.500,46.000,25.000,1,0.000
891,14.8649,4977.000,1640.500,46.000,25.000,1,59.940
892,14.8815,4978.000,1640.500,46.000,25.000,1,59.940
893,14.8982,4978.000,1640.500,46.000,25.000,1,0.000
894,14.9149,4978.000,1640.500,46.000,25.000,1,0.000
895,14.9316,4979.000,1639.500,46.000,25.000,1,84.768
896,14.9483,4979.000,1640.500,46.000,25.000,1,59.940
897,14.9649,4979.000,1640.500,46.000,25.000,1,0.000
898,14.9816,4980.000,1640.500,46.000,25.000,1,59.940
899,14.9983,4981.000,1640.500,46.000,25.000,1,59.940
900,15.0150,4981.000,1639.500,46.000,25.000,1,59.940
901,15.0317,4981.000,1640.500,46.000,25.000,1,59.940
