Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],x ArUco [m],y ArUco [m],z ArUco [m],roll ArUco [deg],pitch ArUco [deg],yaw ArUco [deg]
10.124,-0.0,-0.001,0.01,-0.0,-0.0,31.974,0.417,-0.0,0.0,0.0,0.0,,,,,,
10.194,-0.0,0.01,0.008,-0.0,0.001,31.988,0.167,-0.0,0.0,0.0,0.0,,,,,,
10.302,-0.0,-0.019,0.004,-0.0,-0.002,31.981,0.575,-0.0,0.0,0.0,0.0,,,,,,
10.394,-0.0,-0.035,-0.001,-0.0,-0.004,31.956,0.395,-0.0,0.0,0.0,0.0,,,,,,
10.536,-0.0,0.023,0.01,-0.0,0.003,32.009,0.202,-0.0,0.0,0.0,0.0,,,,,,
10.642,-0.0,-0.006,0.009,-0.0,-0.001,31.963,0.379,-0.0,0.0,0.0,0.0,,,,,,
10.752,0.0,-0.031,0.009,0.0,-0.004,31.961,0.537,0.0,0.0,0.0,0.0,,,,,,
10.85,0.0,-0.008,0.005,0.0,-0.001,31.954,0.171,0.0,0.0,0.0,0.0,,,,,,
10.946,-0.0,-0.009,0.01,-0.0,-0.001,31.965,0.277,-0.0,0.0,0.0,0.0,,,,,,
11.044,0.0,0.014,0.008,0.0,0.002,31.965,0.341,0.0,0.0,0.0,0.0,,,,,,
11.158,-0.0,0.01,0.004,-0.0,0.001,31.968,0.285,-0.0,0.0,0.0,0.0,,,,,,
11.25,-0.0,0.007,0.005,-0.0,0.001,31.952,-0.044,-0.0,0.0,0.0,0.0,,,,,,
11.356,0.0,0.006,0.009,0.0,0.001,31.958,0.399,0.0,0.0,0.0,0.0,,,,,,
11.451,-0.0,0.018,0.009,-0.0,0.002,31.968,0.246,-0.0,0.0,0.0,0.0,,,,,,
11.552,0.0,-0.0,0.008,0.0,-0.0,31.958,0.578,0.0,0.0,0.0,0.0,,,,,,
11.653,-0.0,0.015,0.006,-0.0,0.002,31.954,0.249,-0.0,0.0,0.0,0.0,,,,,,
11.75,0.0,0.008,0.007,0.0,0.001,31.965,0.264,0.0,0.0,0.0,0.0,,,,,,
11.856,0.0,0.004,0.008,0.0,0.0,31.972,0.074,0.0,0.0,0.0,0.0,,,,,,
11.954,0.0,-0.012,0.006,0.0,-0.001,31.977,0.212,0.0,0.0,0.0,0.0,,,,,,
12.053,-0.0,-0.016,0.002,-0.0,-0.002,31.974,0.343,-0.0,0.0,0.0,0.0,,,,,,
12.157,-0.0,-0.011,0.005,-0.0,-0.001,31.956,0.19,-0.0,0.0,0.0,0.0,,,,,,
12.254,-0.0,-0.003,0.006,-0.0,-0.0,31.977,0.012,48.599,0.0,0.0,14.0,,,,,,
12.362,0.0,-0.033,-0.011,0.0,-0.004,31.961,-0.671,48.599,0.0,0.0,14.0,,,,,,
12.459,0.196,4.584,-0.267,0.025,0.583,31.799,-12.371,48.599,0.0,0.0,14.0,,,,,,
12.557,0.925,9.651,-0.271,0.118,1.228,31.671,-9.703,48.599,0.0,0.0,14.0,,,,,,
12.661,2.128,13.997,-0.25,0.271,1.781,31.538,-10.571,48.599,0.0,0.0,14.0,,,,,,
12.764,3.778,18.317,-0.306,0.481,2.331,31.378,-10.528,48.599,0.0,0.0,14.0,,,,,,
12.867,5.88,23.764,-0.236,0.748,3.024,31.344,-9.477,48.599,0.0,0.0,14.0,,,,,,
12.971,8.52,28.839,-0.209,1.084,3.669,31.198,-10.314,48.599,0.0,0.0,14.0,,,,,,
13.072,11.677,31.777,-0.398,1.486,4.043,30.924,-18.729,48.599,0.0,0.0,14.0,,,,,,
13.171,15.163,37.431,-0.235,1.929,4.763,30.901,-17.666,48.599,0.0,0.0,14.0,,,,,,
13.271,19.102,43.194,-0.155,2.43,5.496,30.894,-8.878,48.599,0.0,0.0,14.0,,,,,,
13.372,23.487,46.325,-0.291,2.988,5.894,30.512,-9.006,48.599,0.0,0.0,14.0,,,,,,
13.47,28.332,49.087,-0.447,3.605,6.246,30.286,-16.122,48.599,0.0,0.0,14.0,,,,,,
13.57,33.629,55.9,-0.296,4.279,7.112,30.277,-10.64,48.599,0.0,0.0,14.0,,,,,,
13.67,39.378,58.486,-0.396,5.01,7.441,30.04,-15.426,48.599,0.0,0.0,14.0,,,,,,
13.772,45.58,65.1,-0.333,5.799,8.283,29.98,-11.479,48.599,0.0,0.0,14.0,,,,,,
13.87,52.231,68.691,-0.191,6.646,8.74,29.957,-14.539,48.599,0.0,0.0,14.0,,,,,,
13.971,59.327,71.837,-0.303,7.548,9.14,29.704,-15.895,48.599,0.0,0.0,14.0,,,,,,
14.073,66.877,76.599,-0.309,8.509,9.746,29.432,-16.85,48.599,0.0,0.0,14.0,,,,,,
14.172,75.046,83.454,-0.389,9.548,10.618,29.256,-8.206,48.599,0.0,0.0,14.0,,,,,,
