Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],x ArUco [m],y ArUco [m],z ArUco [m],roll ArUco [deg],pitch ArUco [deg],yaw ArUco [deg]
19.406,62.886,8.037,-0.046,8.001,1.023,31.241,-0.658,48.599,0.0,0.0,1.0,,,,,,
19.541,63.938,8.039,-0.064,8.135,1.023,31.237,-1.566,48.599,0.0,0.0,1.0,,,,,,
19.677,64.981,7.817,-0.063,8.268,0.995,31.225,-2.561,48.599,0.0,0.0,1.0,,,,,,
19.809,66.039,7.687,-0.085,8.402,0.978,31.255,-3.47,48.599,0.0,0.0,1.0,,,,,,
19.944,67.09,7.813,-0.06,8.536,0.994,31.264,-3.664,48.599,0.0,0.0,1.0,,,,,,
20.08,68.133,7.734,-0.089,8.669,0.984,31.227,-2.8,48.599,0.0,0.0,1.0,,,,,,
20.216,69.206,7.9,-0.072,8.805,1.005,31.207,-3.53,48.599,0.0,0.0,1.0,,,,,,
20.349,70.266,7.878,-0.069,8.94,1.002,31.225,-1.425,48.599,0.0,0.0,1.0,,,,,,
20.481,71.316,7.927,-0.071,9.074,1.009,31.237,-2.157,48.599,0.0,0.0,1.0,,,,,,
20.618,72.344,7.876,-0.094,9.205,1.002,31.232,-3.451,48.599,0.0,0.0,1.0,,,,,,
20.752,73.426,7.981,-0.027,9.342,1.015,31.218,-2.494,48.599,0.0,0.0,1.0,,,,,,
20.885,74.47,7.81,-0.071,9.475,0.994,31.214,-2.949,48.599,0.0,0.0,1.0,,,,,,
21.019,75.521,7.722,-0.077,9.609,0.982,31.221,-4.341,48.599,0.0,0.0,1.0,,,,,,
21.152,76.57,7.696,-0.062,9.742,0.979,31.214,-4.931,48.599,0.0,0.0,1.0,,,,,,
21.285,77.611,7.43,-0.128,9.875,0.945,31.216,-4.205,48.599,0.0,0.0,1.0,,,,,,
21.415,78.646,7.74,-0.087,10.006,0.985,31.202,-4.395,48.599,0.0,0.0,1.0,,,,,,
21.547,79.673,7.699,-0.102,10.137,0.98,31.218,-3.572,48.599,0.0,0.0,1.0,,,,,,
21.679,80.708,7.773,-0.077,10.269,0.989,31.232,-4.164,48.599,0.0,0.0,1.0,,,,,,
21.814,81.743,7.704,-0.083,10.401,0.98,31.205,-0.905,48.599,0.0,0.0,1.0,,,,,,
21.947,82.796,8.189,-0.05,10.535,1.042,31.239,-0.574,48.599,0.0,0.0,1.0,,,,,,
22.082,83.85,8.321,-0.022,10.669,1.059,31.218,-1.433,48.599,0.0,0.0,1.0,,,,,,
22.216,84.911,8.084,-0.057,10.804,1.029,31.223,-1.016,48.599,0.0,0.0,1.0,,,,,,
22.35,85.964,7.834,-0.08,10.938,0.997,31.23,-2.127,48.599,0.0,0.0,1.0,,,,,,
22.483,87.015,7.751,-0.09,11.071,0.986,31.227,-4.009,48.599,0.0,0.0,1.0,,,,,,
22.616,88.056,7.602,-0.089,11.204,0.967,31.237,-2.797,48.599,0.0,0.0,1.0,,,,,,
22.75,89.098,7.823,-0.059,11.336,0.995,31.216,-2.492,48.599,0.0,0.0,1.0,,,,,,
22.884,90.149,7.832,-0.08,11.47,0.997,31.189,-2.979,48.599,0.0,0.0,1.0,,,,,,
23.019,91.2,7.888,-0.085,11.604,1.004,31.225,-3.351,48.599,0.0,0.0,1.0,,,,,,
23.158,92.258,7.988,-0.045,11.738,1.016,31.214,-3.496,48.599,0.0,0.0,1.0,,,,,,
23.295,93.349,7.886,-0.085,11.877,1.003,31.221,-3.757,48.599,0.0,0.0,1.0,,,,,,
23.43,94.416,7.798,-0.076,12.013,0.992,31.216,-2.271,48.599,0.0,0.0,1.0,,,,,,
23.564,95.477,7.83,-0.044,12.148,0.996,31.195,-3.022,48.599,0.0,0.0,1.0,,,,,,
23.694,96.535,7.604,-0.109,12.283,0.968,31.182,-3.215,48.599,0.0,0.0,1.0,,,,,,
23.831,97.554,7.528,-0.101,12.412,0.958,31.205,-2.981,48.599,0.0,0.0,1.0,,,,,,
23.963,98.626,7.638,-0.11,12.549,0.972,31.182,-2.908,48.599,0.0,0.0,1.0,,,,,,
24.095,99.653,7.701,-0.127,12.679,0.98,31.186,-3.35,48.599,0.0,0.0,1.0,,,,,,
24.226,100.694,7.59,-0.084,12.812,0.966,31.198,-3.25,48.599,0.0,0.0,1.0,,,,,,
24.362,101.721,7.733,-0.098,12.942,0.984,31.214,-2.82,48.599,0.0,0.0,1.0,,,,,,
24.493,102.781,8.08,-0.021,13.077,1.028,31.205,-1.846,48.599,0.0,0.0,1.0,,,,,,
24.628,103.819,8.344,-0.033,13.209,1.062,31.248,-0.917,48.599,0.0,0.0,1.0,,,,,,
24.768,104.872,8.345,-0.018,13.343,1.062,31.223,-2.01,48.599,0.0,0.0,1.0,,,,,,
24.902,105.973,7.732,-0.062,13.483,0.984,31.225,-3.568,48.599,0.0,0.0,1.0,,,,,,
25.036,107.024,7.503,-0.079,13.617,0.955,31.211,-3.928,48.599,0.0,0.0,1.0,,,,,,
25.169,108.081,7.635,-0.111,13.752,0.971,31.207,-2.532,48.599,0.0,0.0,1.0,,,,,,
25.301,109.124,7.922,-0.063,13.884,1.008,31.193,-1.977,48.599,0.0,0.0,1.0,,,,,,
25.433,110.152,7.811,-0.093,14.015,0.994,31.186,-2.678,48.599,0.0,0.0,1.0,,,,,,
25.571,111.187,7.687,-0.074,14.147,0.978,31.205,-3.503,48.599,0.0,0.0,1.0,,,,,,
25.71,112.285,7.896,-0.051,14.287,1.005,31.2,-4.685,48.599,0.0,0.0,1.0,,,,,,
25.847,113.367,7.794,-0.093,14.424,0.992,31.195,-2.734,48.599,0.0,0.0,1.0,,,,,,
25.981,114.435,8.086,-0.06,14.56,1.029,31.221,-1.792,48.599,0.0,0.0,1.0,,,,,,
26.117,115.494,7.892,-0.078,14.695,1.004,31.221,-3.74,48.599,0.0,0.0,1.0,,,,,,
26.253,116.551,7.461,-0.1,14.829,0.949,31.202,-3.481,48.599,0.0,0.0,1.0,,,,,,
26.391,117.624,7.586,-0.104,14.966,0.965,31.173,-3.323,48.599,0.0,0.0,1.0,,,,,,
26.527,118.704,7.79,-0.099,15.103,0.991,31.193,-4.025,48.599,0.0,0.0,1.0,,,,,,
26.661,119.763,8.038,-0.052,15.238,1.023,31.198,-1.321,48.599,0.0,0.0,1.0,,,,,,
26.795,120.825,8.282,-0.028,15.373,1.054,31.216,-1.134,48.599,0.0,0.0,1.0,,,,,,
26.931,121.879,8.288,-0.022,15.507,1.055,31.264,-1.001,48.599,0.0,0.0,1.0,,,,,,
27.069,122.948,7.856,-0.064,15.643,1.0,31.23,-3.125,48.599,0.0,0.0,1.0,,,,,,
27.204,124.029,7.467,-0.112,15.781,0.95,31.193,-3.423,48.599,0.0,0.0,1.0,,,,,,
27.343,125.088,7.754,-0.099,15.915,0.987,31.193,-3.574,48.599,0.0,0.0,1.0,,,,,,
27.479,126.17,7.772,-0.075,16.053,0.989,31.209,-2.957,48.599,0.0,0.0,1.0,,,,,,
27.615,127.236,7.781,-0.067,16.189,0.99,31.2,-3.578,48.599,0.0,0.0,1.0,,,,,,
27.756,128.311,7.677,-0.081,16.326,0.977,31.218,-3.618,48.599,0.0,0.0,1.0,,,,,,
27.897,129.409,7.864,-0.07,16.465,1.001,31.193,-1.021,48.599,0.0,0.0,1.0,,,,,,
28.029,130.516,7.834,-0.101,16.606,0.997,31.202,-3.847,48.599,0.0,0.0,1.0,,,,,,
28.162,131.558,7.568,-0.111,16.739,0.963,31.2,-3.986,48.599,0.0,0.0,1.0,,,,,,
28.294,132.591,7.583,-0.098,16.87,0.965,31.175,-5.042,48.599,0.0,0.0,1.0,,,,,,
28.428,133.633,7.542,-0.132,17.003,0.96,31.179,-4.267,48.599,0.0,0.0,1.0,,,,,,
28.562,134.683,7.613,-0.114,17.136,0.969,31.195,-4.059,48.599,0.0,0.0,1.0,,,,,,
28.696,135.726,7.816,-0.102,17.269,0.995,31.184,-3.755,48.599,0.0,0.0,1.0,,,,,,
28.832,136.786,8.241,-0.035,17.404,1.049,31.195,-1.43,48.599,0.0,0.0,1.0,,,,,,
28.968,137.856,8.233,-0.029,17.54,1.048,31.209,-1.694,48.599,0.0,0.0,1.0,,,,,,
29.102,138.918,8.023,-0.063,17.675,1.021,31.211,-2.418,48.599,0.0,0.0,1.0,,,,,,
29.236,139.977,7.717,-0.062,17.81,0.982,31.23,-3.454,48.599,0.0,0.0,1.0,,,,,,
29.376,141.027,7.505,-0.105,17.944,0.955,31.198,-4.2,48.599,0.0,0.0,1.0,,,,,,
29.512,142.116,7.861,-0.06,18.082,1.0,31.209,-3.609,48.599,0.0,0.0,1.0,,,,,,
29.648,143.183,7.783,-0.094,18.218,0.99,31.179,-3.377,48.599,0.0,0.0,1.0,,,,,,
29.783,144.257,7.833,-0.068,18.354,0.997,31.2,-4.122,48.599,0.0,0.0,1.0,,,,,,
29.918,145.308,7.736,-0.065,18.488,0.984,31.221,-3.997,48.599,0.0,0.0,1.0,,,,,,
30.053,146.375,7.829,-0.085,18.624,0.996,31.198,-4.264,48.599,0.0,0.0,1.0,,,,,,
30.19,147.426,8.017,-0.043,18.758,1.02,31.198,-3.693,48.599,0.0,0.0,1.0,,,,,,
30.326,148.501,7.806,-0.079,18.895,0.993,31.189,-4.441,48.599,0.0,0.0,1.0,,,,,,
30.463,149.574,7.532,-0.107,19.031,0.958,31.189,-4.703,48.599,0.0,0.0,1.0,,,,,,
30.593,150.639,7.641,-0.104,19.166,0.972,31.177,-5.488,48.599,0.0,0.0,1.0,,,,,,
30.727,151.658,7.563,-0.133,19.296,0.962,31.189,-3.715,48.599,0.0,0.0,1.0,,,,,,
30.865,152.716,7.665,-0.101,19.431,0.975,31.179,-3.434,48.599,0.0,0.0,1.0,,,,,,
30.998,153.791,8.162,-0.064,19.568,1.039,31.175,-0.861,48.599,0.0,0.0,1.0,,,,,,
31.132,154.855,8.274,-0.028,19.703,1.053,31.205,-1.8,48.599,0.0,0.0,1.0,,,,,,
31.265,155.898,8.174,-0.029,19.836,1.04,31.195,-3.311,48.599,0.0,0.0,1.0,,,,,,
31.395,156.936,8.085,-0.086,19.968,1.029,31.221,-1.952,48.599,0.0,0.0,1.0,,,,,,
31.527,157.963,7.828,-0.083,20.098,0.996,31.202,-2.451,48.599,0.0,0.0,1.0,,,,,,
31.658,158.991,7.839,-0.088,20.229,0.997,31.177,-4.272,48.599,0.0,0.0,1.0,,,,,,
31.792,160.018,7.682,-0.11,20.36,0.977,31.179,-3.935,48.599,0.0,0.0,1.0,,,,,,
31.925,161.068,7.682,-0.087,20.493,0.977,31.17,-4.501,48.599,0.0,0.0,1.0,,,,,,
32.058,162.111,7.728,-0.081,20.626,0.983,31.186,-3.27,48.599,0.0,0.0,1.0,,,,,,
32.194,163.162,7.728,-0.09,20.76,0.983,31.125,-3.604,48.599,0.0,0.0,1.0,,,,,,
32.325,164.22,7.747,-0.11,20.894,0.986,31.198,-3.236,48.599,0.0,0.0,1.0,,,,,,
32.459,165.247,7.681,-0.104,21.025,0.977,31.175,-2.769,48.599,0.0,0.0,1.0,,,,,,
32.595,166.298,7.735,-0.121,21.159,0.984,31.184,-3.838,48.599,0.0,0.0,1.0,,,,,,
32.728,167.365,7.795,-0.1,21.295,0.992,31.125,-2.596,48.599,0.0,0.0,1.0,,,,,,
32.863,168.408,7.883,-0.074,21.427,1.003,31.186,-2.052,48.599,0.0,0.0,1.0,,,,,,
32.995,169.467,7.898,-0.086,21.562,1.005,31.195,-3.426,48.599,0.0,0.0,1.0,,,,,,
33.127,170.503,7.767,-0.081,21.694,0.988,31.195,-4.318,48.599,0.0,0.0,1.0,,,,,,
33.257,171.538,7.744,-0.112,21.826,0.985,31.184,-4.875,48.599,0.0,0.0,1.0,,,,,,
33.393,172.564,7.659,-0.104,21.956,0.975,31.177,-5.737,48.599,0.0,0.0,1.0,,,,,,
33.52,173.629,7.564,-0.148,22.092,0.962,31.145,-3.64,48.599,0.0,0.0,1.0,,,,,,
33.658,174.617,7.65,-0.09,22.217,0.973,31.2,-5.77,48.599,0.0,0.0,1.0,,,,,,
33.792,175.698,7.709,-0.112,22.355,0.981,31.184,-3.573,48.599,0.0,0.0,1.0,,,,,,
33.925,176.749,7.847,-0.108,22.489,0.998,31.17,-3.328,48.599,0.0,0.0,1.0,,,,,,
34.057,177.793,8.197,-0.066,22.621,1.043,31.12,-0.821,48.599,0.0,0.0,1.0,,,,,,
34.189,178.839,8.35,-0.043,22.755,1.062,31.138,-1.692,48.599,0.0,0.0,1.0,,,,,,
34.321,179.876,8.278,-0.03,22.886,1.053,31.195,-2.382,48.599,0.0,0.0,1.0,,,,,,
34.457,180.913,8.121,-0.08,23.018,1.033,31.184,-1.839,48.599,0.0,0.0,1.0,,,,,,
34.589,181.98,7.802,-0.078,23.154,0.993,31.189,-3.263,48.599,0.0,0.0,1.0,,,,,,
34.726,183.007,7.718,-0.109,23.285,0.982,31.168,-3.706,48.599,0.0,0.0,1.0,,,,,,
34.861,184.088,7.704,-0.1,23.422,0.98,31.141,-3.646,48.599,0.0,0.0,1.0,,,,,,
34.991,185.146,7.879,-0.082,23.557,1.002,31.179,-2.635,48.599,0.0,0.0,1.0,,,,,,
35.124,186.159,7.803,-0.1,23.686,0.993,31.191,-2.891,48.599,0.0,0.0,1.0,,,,,,
35.257,187.202,7.932,-0.096,23.819,1.009,31.175,-3.691,48.599,0.0,0.0,1.0,,,,,,
35.389,188.245,7.645,-0.114,23.951,0.973,31.161,-2.2,48.599,0.0,0.0,1.0,,,,,,
35.524,189.288,7.908,-0.088,24.084,1.006,31.157,-3.185,48.599,0.0,0.0,1.0,,,,,,
35.655,190.34,7.827,-0.097,24.218,0.996,31.17,-3.13,48.599,0.0,0.0,1.0,,,,,,
35.79,191.367,7.853,-0.093,24.348,0.999,31.195,-3.226,48.599,0.0,0.0,1.0,,,,,,
35.925,192.426,7.92,-0.057,24.483,1.008,31.134,-3.697,48.599,0.0,0.0,1.0,,,,,,
36.054,193.485,7.924,-0.101,24.618,1.008,31.161,-2.752,48.599,0.0,0.0,1.0,,,,,,
36.192,194.504,7.752,-0.097,24.748,0.986,31.15,-3.694,48.599,0.0,0.0,1.0,,,,,,
36.318,195.578,7.63,-0.133,24.884,0.971,31.15,-3.842,48.599,0.0,0.0,1.0,,,,,,
36.451,196.566,7.659,-0.103,25.01,0.974,31.177,-6.176,48.599,0.0,0.0,1.0,,,,,,
36.58,197.608,7.508,-0.129,25.143,0.955,31.163,-4.088,48.599,0.0,0.0,1.0,,,,,,
36.708,198.619,7.675,-0.094,25.271,0.977,31.17,-5.076,48.599,0.0,0.0,1.0,,,,,,
36.838,199.623,7.826,-0.096,25.399,0.996,31.182,-4.168,48.599,0.0,0.0,1.0,,,,,,
36.962,200.642,7.682,-0.099,25.529,0.977,31.175,-5.422,48.599,0.0,0.0,1.0,,,,,,
37.088,201.615,7.596,-0.102,25.652,0.966,31.189,-5.961,48.599,0.0,0.0,1.0,,,,,,
37.219,202.603,7.547,-0.125,25.778,0.96,31.175,-3.569,48.599,0.0,0.0,1.0,,,,,,
37.35,203.631,7.566,-0.154,25.909,0.963,31.173,-4.644,48.599,0.0,0.0,1.0,,,,,,
37.475,204.657,7.552,-0.147,26.039,0.961,31.147,-4.299,48.599,0.0,0.0,1.0,,,,,,
37.602,205.638,7.573,-0.111,26.164,0.964,31.179,-5.8,48.599,0.0,0.0,1.0,,,,,,
37.73,206.641,7.639,-0.094,26.292,0.972,31.182,-5.644,48.599,0.0,0.0,1.0,,,,,,
37.858,207.638,7.575,-0.113,26.419,0.964,31.154,-5.888,48.599,0.0,0.0,1.0,,,,,,
37.982,208.642,7.606,-0.11,26.546,0.968,31.131,-5.944,48.599,29.596,0.0,1.0,-3.05,0.44,4.97,174.0,18.6,-2.6
38.11,209.615,7.598,-0.099,26.67,0.967,31.159,-6.294,48.599,29.76,0.0,1.0,-3.09,0.47,5.2,177.2,11.9,-1.2
38.24,210.619,7.66,-0.099,26.798,0.975,31.088,-5.609,48.599,29.628,0.0,1.0,-2.83,0.45,4.97,177.1,16.2,-2.4
38.365,211.638,7.556,-0.124,26.928,0.961,31.15,-5.616,48.599,29.638,0.0,1.0,-2.71,0.45,4.97,177.0,14.3,-0.4
38.491,212.626,7.611,-0.139,27.053,0.968,31.177,-4.165,48.599,29.633,0.0,1.0,-2.58,0.44,4.96,174.9,14.3,-4.0
38.616,213.607,7.499,-0.158,27.178,0.954,31.143,-4.322,48.599,29.568,0.0,1.0,-2.39,0.44,4.85,174.3,13.7,-2.3
38.742,214.588,7.592,-0.137,27.303,0.966,31.186,-5.466,48.599,29.593,0.0,1.0,-2.29,0.45,4.86,173.9,12.5,-2.7
38.869,215.577,7.508,-0.136,27.429,0.955,31.17,-4.359,48.599,29.569,0.0,1.0,-2.14,0.44,4.81,174.4,13.2,-2.9
38.995,216.58,7.438,-0.156,27.556,0.946,31.168,-4.243,48.599,29.556,0.0,1.0,-2.0,0.43,4.77,174.9,12.5,-2.4
39.12,217.568,7.66,-0.099,27.682,0.975,31.154,-6.265,48.599,29.542,0.0,1.0,-1.86,0.44,4.76,174.0,11.8,-2.5
39.249,218.542,7.716,-0.099,27.806,0.982,31.157,-5.064,48.599,29.556,0.0,1.0,-1.75,0.46,4.75,174.8,11.8,-2.5
39.373,219.554,7.567,-0.118,27.935,0.963,31.15,-3.965,48.599,29.545,0.0,1.0,-1.61,0.46,4.74,174.9,11.0,-2.4
39.502,220.526,7.613,-0.098,28.059,0.969,31.161,-3.603,48.599,29.549,0.0,1.0,-1.49,0.46,4.77,174.3,8.3,-2.1
39.626,221.539,7.765,-0.103,28.187,0.988,31.166,-4.629,48.599,29.527,0.0,1.0,-1.34,0.47,4.74,174.6,8.8,-2.5
39.749,222.513,7.856,-0.122,28.311,1.0,31.17,-4.213,48.599,29.511,0.0,1.0,-1.2,0.46,4.71,174.6,-37.9,1.9
39.875,223.477,7.804,-0.057,28.434,0.993,31.177,-4.105,48.599,29.534,0.0,1.0,-1.1,0.47,4.73,174.8,7.0,-2.5
40.0,224.464,7.83,-0.114,28.56,0.996,31.163,-2.925,48.599,29.61,0.0,1.0,-1.05,0.53,5.21,171.9,10.8,-1.1
40.125,225.452,7.857,-0.063,28.685,1.0,31.186,-4.239,48.599,29.495,0.0,1.0,-0.81,0.5,4.67,-178.0,14.6,-2.9
40.249,226.425,7.958,-0.055,28.809,1.013,31.173,-4.047,48.599,29.509,0.0,1.0,-0.7,0.52,4.9,169.3,6.7,-2.5
40.372,227.397,7.847,-0.075,28.933,0.998,31.125,-4.026,48.599,29.533,0.0,1.0,-0.6,0.52,4.97,172.5,2.3,-0.7
40.494,228.362,7.725,-0.114,29.056,0.983,31.168,-3.226,48.599,29.516,0.0,1.0,-0.46,0.53,4.97,163.8,9.0,-6.2
40.616,229.327,7.8,-0.095,29.178,0.992,31.168,-4.389,48.599,29.478,0.0,1.0,-0.3,0.53,4.88,-179.2,-23.3,1.1
40.74,230.276,7.712,-0.109,29.299,0.981,31.17,-3.922,48.599,29.489,0.0,1.0,-0.19,0.51,4.66,-171.7,20.2,-3.1
40.862,231.249,7.65,-0.127,29.423,0.973,31.175,-3.544,48.599,29.463,0.0,1.0,-0.04,0.5,4.66,-176.0,14.0,-3.2
40.98,232.206,7.994,-0.097,29.545,1.017,31.189,-4.061,48.599,29.445,0.0,1.0,0.1,0.54,5.03,176.0,10.9,-6.5
41.103,233.13,7.821,-0.114,29.662,0.995,31.12,-2.935,48.599,29.452,0.0,1.0,0.21,0.54,4.97,157.6,-3.7,0.8
41.227,234.095,7.741,-0.083,29.785,0.985,31.15,-4.028,48.599,29.455,0.0,1.0,0.33,0.5,4.66,-177.0,22.0,-4.3
41.347,235.076,7.671,-0.11,29.91,0.976,31.177,-3.936,48.599,29.44,0.0,1.0,0.47,0.5,4.68,171.3,14.3,-4.2
