Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],x ArUco [m],y ArUco [m],z ArUco [m],roll ArUco [deg],pitch ArUco [deg],yaw ArUco [deg]
10.057,-0.0,0.037,0.005,-0.0,0.005,31.376,0.422,-0.0,0.0,0.0,0.0,,,,,,
10.157,0.0,0.007,0.007,0.0,0.001,31.344,-0.246,0.0,0.0,0.0,0.0,,,,,,
10.257,-0.0,0.019,0.002,-0.0,0.002,31.362,0.255,-0.0,0.0,0.0,0.0,,,,,,
10.362,-0.0,-0.008,-0.0,-0.0,-0.001,31.358,-0.087,-0.0,0.0,0.0,0.0,,,,,,
10.486,-0.0,0.015,-0.001,-0.0,0.002,31.355,0.232,-0.0,0.0,0.0,0.0,,,,,,
10.6,0.0,0.059,0.008,0.0,0.008,31.362,0.129,0.0,0.0,0.0,0.0,,,,,,
10.717,-0.0,-0.014,-0.004,-0.0,-0.002,31.353,0.13,-0.0,0.0,0.0,0.0,,,,,,
10.835,-0.0,-0.007,0.002,-0.0,-0.001,31.328,0.062,-0.0,0.0,0.0,0.0,,,,,,
10.951,-0.0,-0.0,0.004,-0.0,-0.0,31.358,0.104,-0.0,0.0,0.0,0.0,,,,,,
11.062,0.0,-0.002,0.005,0.0,-0.0,31.33,-0.076,0.0,0.0,0.0,0.0,,,,,,
11.176,0.0,-0.01,0.005,0.0,-0.001,31.323,0.28,0.0,0.0,0.0,0.0,,,,,,
11.294,0.0,-0.025,-0.006,0.0,-0.003,31.358,-0.018,0.0,0.0,0.0,0.0,,,,,,
11.412,-0.0,0.015,0.01,-0.0,0.002,31.385,0.097,-0.0,0.0,0.0,0.0,,,,,,
11.532,-0.0,-0.016,0.007,-0.0,-0.002,31.342,-0.165,-0.0,0.0,0.0,0.0,,,,,,
11.65,0.0,-0.009,0.012,0.0,-0.001,31.346,0.406,0.0,0.0,0.0,0.0,,,,,,
11.772,0.0,-0.017,-0.003,0.0,-0.002,31.342,0.28,0.0,0.0,0.0,0.0,,,,,,
